address,categories/0,categories/1,categories/2,categories/3,categoryName,description,location/lat,location/lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,reviewsCount,state,street,title,totalScore,R_ID,Location_ID
714台灣台南市玉井區民族路84號,亞洲菜餐廳,,,,亞洲菜餐廳,,23.1237753,120.4645833,星期六,休息,星期日,休息,星期一,16:00 to 21:00,星期二,16:00 to 21:00,星期三,16:00 to 21:00,星期四,16:00 to 21:00,星期五,16:00 to 21:00,26,台南市玉井區,民族路84號,如意饌鍋物,4.6,890,900890
714台灣台南市玉井區民族路58號,純素餐廳,,,,純素餐廳,,23.1238126,120.4639125,星期六,"11:00 to 13:30, 17:00 to 19:30",星期日,11:00 to 13:30,星期一,"11:00 to 13:30, 17:00 to 19:30",星期二,"11:00 to 13:30, 17:00 to 19:30",星期三,休息,星期四,"11:00 to 13:30, 17:00 to 19:30",星期五,"11:00 to 13:30, 17:00 to 19:30",186,台南市玉井區,民族路58號,呷好寶素食,4.6,891,900891
714台灣台南市玉井區中正路100巷8號,早餐餐廳,純素餐廳,,,早餐餐廳,,23.1240077,120.46177,星期六,07:00 to 11:30,星期日,07:00 to 11:30,星期一,07:00 to 11:30,星期二,07:00 to 11:30,星期三,07:00 to 11:30,星期四,07:00 to 11:30,星期五,07:00 to 11:30,17,台南市玉井區,中正路100巷8號,小地方素食早餐店,4.7,892,900892
714台灣台南市玉井區民族路93號,早午餐餐廳,,,,早午餐餐廳,,23.1240059,120.4650405,,,,,,,,,,,,,,,28,台南市玉井區,民族路93號,千香漢堡 玉井民族店,4.3,893,900893
714台灣台南市玉井區中山路59號,中餐館,,,,中餐館,,23.120624,120.464029,,,,,,,,,,,,,,,7,台南市玉井區,中山路59號,三好肉燥飯,5.0,894,900894
714台灣台南市玉井區中正路100巷15號,中餐館,,,,中餐館,,23.1240567,120.4621066,星期六,10:30 to 21:00,星期日,10:30 to 21:00,星期一,10:30 to 21:00,星期二,10:30 to 21:00,星期三,休息,星期四,10:30 to 21:00,星期五,10:30 to 21:00,124,台南市玉井區,中正路100巷15號,阿仁羊肉店,3.8,895,900895
714台灣台南市玉井區,海鮮餐廳,,,,海鮮餐廳,,23.1235301,120.4622908,,,,,,,,,,,,,,,7,台南市玉井區,,龍鳳山海產,4.9,896,900896
714台灣台南市玉井區中華路125-1號,冷麵店,,,,冷麵店,,23.1226589,120.4635771,星期六,11:00 to 18:00,星期日,11:00 to 18:00,星期一,11:00 to 18:00,星期二,11:00 to 18:00,星期三,11:00 to 18:00,星期四,11:00 to 18:00,星期五,11:00 to 18:00,602,台南市玉井區,中華路125-1號,玉井二空涼麵,4.1,897,900897
714台灣台南市玉井區民族路179-155號,餐廳,,,,餐廳,,23.1238783,120.4673057,星期六,17:00 to 23:00,星期日,休息,星期一,休息,星期二,休息,星期三,17:00 to 23:00,星期四,休息,星期五,休息,7,台南市玉井區,民族路179-155號,玉井夜市-葉家羊肉,3.7,898,900898
714台灣台南市玉井區中山路131號,早餐餐廳,,,,早餐餐廳,,23.1218115,120.4657961,星期六,05:00 to 00:00,星期日,05:00 to 00:00,星期一,05:00 to 11:30,星期二,05:00 to 11:30,星期三,05:00 to 11:30,星期四,05:00 to 11:30,星期五,05:00 to 11:30,17,台南市玉井區,中山路131號,弘爺漢堡 台南玉井店,4.0,899,900899
714台灣台南市玉井區中山路264號,素食餐廳,,,,素食餐廳,,23.1213211,120.4661365,星期六,"09:00 to 13:30, 16:00 to 19:00",星期日,"09:00 to 13:30, 16:00 to 19:00",星期一,"09:00 to 13:30, 16:00 to 19:00",星期二,"09:00 to 13:30, 16:00 to 19:00",星期三,"09:00 to 13:30, 16:00 to 19:00",星期四,"09:00 to 13:30, 16:00 to 19:00",星期五,"09:00 to 13:30, 16:00 to 19:00",38,台南市玉井區,中山路264號,自然味素食 素披薩,4.4,900,900900
714台灣台南市玉井區台84線鐵塔下,燒烤餐廳,,,,燒烤餐廳,,23.121591,120.454731,星期六,09:00 to 19:00,星期日,09:00 to 19:00,星期一,休息,星期二,休息,星期三,休息,星期四,休息,星期五,休息,29,台南市玉井區,台84線鐵塔下,王記烤雞,3.5,901,900901
716台灣台南市南化區,小吃店,,,,小吃店,,23.0801704,120.4893576,星期六,05:30 to 13:30,星期日,05:30 to 13:30,星期一,05:30 to 13:30,星期二,05:30 to 13:30,星期三,05:30 to 13:30,星期四,05:30 to 13:30,星期五,05:30 to 13:30,8,台南市南化區,,鶯姊的店 南化美食 鈺鼎步道附近美食,4.4,902,900902
714台灣台南市玉井區中山路23號,素食餐廳,餐廳,,,素食餐廳,,23.1204791,120.4627235,星期六,"10:30 to 14:00, 17:00 to 19:30",星期日,"10:30 to 14:00, 17:00 to 19:30",星期一,"10:30 to 14:00, 17:00 to 19:30",星期二,"10:30 to 14:00, 17:00 to 19:30",星期三,"10:30 to 14:00, 17:00 to 19:30",星期四,"10:30 to 14:00, 17:00 to 19:30",星期五,"10:30 to 14:00, 17:00 to 19:30",220,台南市玉井區,中山路23號,玉井長壽屋素食,4.3,903,900903
714台灣台南市玉井區民族路259號,中菜館,餐廳,,,中菜館,,23.1238265,120.4691771,星期六,10:30 to 20:00,星期日,10:30 to 20:00,星期一,10:30 to 20:00,星期二,10:30 to 20:00,星期三,10:30 to 20:00,星期四,10:30 to 20:00,星期五,10:30 to 20:00,5,台南市玉井區,民族路259號,佳芳快餐,4.8,904,900904
714台灣台南市玉井區大成路,餐廳,,,,餐廳,,23.1261266,120.469289,星期六,11:30 to 20:00,星期日,休息,星期一,11:30 to 20:00,星期二,11:30 to 20:00,星期三,11:30 to 20:00,星期四,11:30 to 20:00,星期五,11:30 to 20:00,228,台南市玉井區,大成路,陽春麵店,4.3,905,900905
714台灣台南市玉井區中華路57號,餐廳,,,,餐廳,,23.1238254,120.4623663,,,,,,,,,,,,,,,122,台南市玉井區,中華路57號,臭豆腐,4.1,906,900906
714台灣台南市玉井區中正路457號,中餐館,,,,中餐館,,23.1285396,120.4674341,,,,,,,,,,,,,,,125,台南市玉井區,中正路457號,楊記佰元平價熱炒,4.2,907,900907
715台灣台南市楠西區中正路154 號,餐廳,,,,餐廳,,23.1761385,120.4856142,,,,,,,,,,,,,,,4,台南市楠西區,中正路154 號,雞蛋糕,5.0,908,900908
714台灣台南市楠西區中正路78號,餐廳,,,,餐廳,,23.177403,120.484526,,,,,,,,,,,,,,,1,台南市楠西區,中正路78號,Full Go府果手工冰淇淋,5.0,909,900909
714台灣台南市玉井區25-66號,餐廳,咖啡店,,,餐廳,,23.129761,120.4831347,星期六,10:30 to 21:30,星期日,10:30 to 21:30,星期一,10:30 to 21:00,星期二,10:30 to 21:00,星期三,休息,星期四,休息,星期五,10:30 to 21:00,981,台南市玉井區,25-66號,瑪莎園,4.1,910,900910
744台灣台南市新市區仁愛街59號,早餐餐廳,,,,早餐餐廳,,23.0715244,120.2924697,星期六,休息,星期日,休息,星期一,05:30 to 11:00,星期二,05:30 to 11:00,星期三,05:30 to 11:00,星期四,05:30 to 11:00,星期五,05:30 to 11:00,13,台南市新市區,仁愛街59號,巧思漢堡早午餐,4.4,911,900911
744台灣台南市新市區龍目井路145號,早午餐餐廳,,,,早午餐餐廳,,23.1094419,120.3067577,星期六,06:00 to 13:00,星期日,休息,星期一,06:00 to 13:00,星期二,06:00 to 13:00,星期三,06:00 to 13:00,星期四,06:00 to 13:00,星期五,06:00 to 13:00,25,台南市新市區,龍目井路145號,晨光早午餐/早餐,4.4,912,900912
744台灣台南市新市區民權路72號,純素餐廳,,,,純素餐廳,,23.0776954,120.2889668,星期六,休息,星期日,"10:30 to 13:30, 17:00 to 19:30",星期一,"10:30 to 13:30, 17:00 to 19:30",星期二,"10:30 to 13:30, 17:00 to 19:30",星期三,"10:30 to 13:30, 17:00 to 19:30",星期四,"10:30 to 13:30, 17:00 to 19:30",星期五,"10:30 to 13:30, 17:00 to 19:00",91,台南市新市區,民權路72號,新素健康素食,4.4,913,900913
744008台灣台南市新市區銘傳街101號1樓,鐵板燒餐廳,,,,鐵板燒餐廳,,23.0738729,120.2891403,星期六,"11:30 to 14:00, 17:30 to 21:00",星期日,"11:30 to 14:00, 17:30 to 21:00",星期一,"11:30 to 14:00, 17:30 to 21:00",星期二,休息,星期三,"11:30 to 14:00, 17:30 to 21:00",星期四,"11:30 to 14:00, 17:30 to 21:00",星期五,"11:30 to 14:00, 17:30 to 21:00",107,台南市新市區,銘傳街101號1樓,蒔柒鐵板燒,5.0,914,900914
744台灣台南市新市區中正路258號,中餐館,,,,中餐館,,23.0770053,120.2918559,星期六,11:00 to 21:30,星期日,11:00 to 21:30,星期一,休息,星期二,11:00 to 21:30,星期三,11:00 to 21:30,星期四,11:00 to 21:30,星期五,11:00 to 21:30,467,台南市新市區,中正路258號,潮味決·湯滷專門店 台南新市分社,4.7,915,900915
744台灣台南市新市區華興街26號,餐廳,中菜館,外送速遞餐廳,,餐廳,,23.0772375,120.2949122,星期六,"11:00 to 14:00, 17:00 to 21:00",星期日,"11:00 to 14:00, 17:00 to 21:00",星期一,休息,星期二,"11:00 to 14:00, 17:00 to 21:00",星期三,"11:00 to 14:00, 17:00 to 21:00",星期四,"11:00 to 14:00, 17:00 to 21:00",星期五,"11:00 to 14:00, 17:00 to 21:00",71,台南市新市區,華興街26號,和味牛肉湯 新市店,4.2,916,900916
743台灣台南市山上區153號,中菜館,,,,中菜館,,23.1021782,120.3538815,星期六,10:00 to 19:00,星期日,10:00 to 19:00,星期一,休息,星期二,10:00 to 19:00,星期三,10:00 to 19:00,星期四,10:00 to 19:00,星期五,10:00 to 19:00,8,台南市山上區,153號,上味魷魚羹,5.0,917,900917
744台灣台南市新市區民權路76號,中式麵食店,,,,中式麵食店,,23.0776862,120.2888441,星期六,"11:00 to 14:00, 17:00 to 21:00",星期日,"11:00 to 14:00, 17:00 to 21:00",星期一,"11:00 to 13:30, 17:00 to 21:00",星期二,"11:00 to 13:30, 17:00 to 21:00",星期三,"11:00 to 13:30, 17:00 to 21:00",星期四,"11:00 to 13:30, 17:00 to 21:00",星期五,"11:00 to 13:30, 17:00 to 21:00",326,台南市新市區,民權路76號,老陳牛肉麵新市店,4.4,918,900918
744台灣台南市新市區勝利街7號,中餐館,,,,中餐館,,23.0766942,120.2912864,星期六,休息,星期日,16:30 to 21:00,星期一,休息,星期二,休息,星期三,休息,星期四,休息,星期五,休息,3,台南市新市區,勝利街7號,小謝鱔魚意麵,5.0,919,900919
744台灣台南市新市區華興街84號,早餐餐廳,,,,早餐餐廳,,23.0770324,120.2930713,星期六,05:00 to 14:00,星期日,休息,星期一,05:00 to 14:00,星期二,05:00 to 14:00,星期三,05:00 to 14:00,星期四,05:00 to 14:00,星期五,05:00 to 14:00,206,台南市新市區,華興街84號,胡椒黃,4.4,920,900920
712台灣台南市新市區仁愛街74號,越南餐廳,,,,越南餐廳,,23.0716991,120.2927618,星期六,11:00 to 19:30,星期日,休息,星期一,11:00 to 19:30,星期二,11:00 to 19:30,星期三,11:00 to 19:30,星期四,11:00 to 19:30,星期五,11:00 to 19:30,429,台南市新市區,仁愛街74號,越南山蓮牛肉河粉(新市店),4.2,921,900921
744台灣台南市新市區西拉雅大道158號1樓,火鍋餐廳,,,,火鍋餐廳,設有桌面電磁爐的休閒餐廳，顧客可自行烹煮肉類與海鮮火鍋。,23.1093232,120.3086612,星期六,11:00 to 22:30,星期日,11:00 to 22:30,星期一,11:00 to 22:30,星期二,11:00 to 22:30,星期三,11:00 to 22:30,星期四,11:00 to 22:30,星期五,11:00 to 22:30,4017,台南市新市區,西拉雅大道158號1樓,惹鍋南科店,4.8,922,900922
744台灣台南市新市區富林路356號,正宗日式料理餐廳,餐廳,,,正宗日式料理餐廳,,23.0804654,120.2905253,星期六,"12:00 to 14:00, 18:00 to 21:00",星期日,"12:00 to 14:00, 18:00 to 21:00",星期一,休息,星期二,"12:00 to 14:00, 18:00 to 21:00",星期三,"12:00 to 14:00, 18:00 to 21:00",星期四,"12:00 to 14:00, 18:00 to 21:00",星期五,"12:00 to 14:00, 18:00 to 21:00",126,台南市新市區,富林路356號,鮨 本味 台南無菜單料理/板前割烹料理,4.7,923,900923
744004台灣台南市新市區富強路96號,現代居酒屋,,,,現代居酒屋,,23.0714357,120.2892311,星期六,17:00 to 00:00,星期日,休息,星期一,17:00 to 00:00,星期二,17:00 to 00:00,星期三,17:00 to 00:00,星期四,17:00 to 00:00,星期五,17:00 to 00:00,65,台南市新市區,富強路96號,旺角居酒屋-熱炒 啤酒屋,4.6,924,900924
744台灣台南市新市區中正路66巷21號,中菜館,餐廳,,,中菜館,,23.0718856,120.2924319,星期六,休息,星期日,休息,星期一,"11:00 to 13:30, 17:00 to 20:00",星期二,"11:00 to 13:30, 17:00 to 20:00",星期三,"11:00 to 13:30, 17:00 to 20:00",星期四,"11:00 to 13:30, 17:00 to 20:00",星期五,"11:00 to 13:30, 17:00 to 20:00",67,台南市新市區,中正路66巷21號,一鴨2腿,4.3,925,900925
744台灣台南市新市區華興街32號,早午餐餐廳,,,,早午餐餐廳,,23.0772177,120.294818,星期六,05:30 to 09:30,星期日,05:30 to 09:30,星期一,05:30 to 09:30,星期二,05:30 to 09:30,星期三,05:30 to 09:30,星期四,05:30 to 09:30,星期五,05:30 to 09:30,11,台南市新市區,華興街32號,素食薏仁粥,4.8,926,900926
744台灣台南市新市區富強路79號,四川酒家,餐廳,,,四川酒家,休閒川菜館，供應經典四川菜，環境寬敞並可欣賞街景。,23.0714351,120.289551,星期六,"11:00 to 13:45, 17:00 to 20:45",星期日,"11:00 to 13:45, 17:00 to 20:45",星期一,"11:00 to 13:45, 17:00 to 20:45",星期二,"11:00 to 13:45, 17:00 to 20:45",星期三,休息,星期四,"11:00 to 13:45, 17:00 to 20:45",星期五,"11:00 to 13:45, 17:00 to 20:45",466,台南市新市區,富強路79號,來呷飯川食堂-新市店,4.0,927,900927
744台灣台南市新市區復興路189號Coco飲料隔壁,早午餐餐廳,,,,早午餐餐廳,,23.0841334,120.2953479,星期六,06:30 to 13:30,星期日,06:30 to 13:30,星期一,休息,星期二,06:00 to 12:30,星期三,06:00 to 12:30,星期四,06:00 to 12:30,星期五,06:00 to 12:30,142,台南市新市區,復興路189號Coco飲料隔壁,阿咪廚房,4.6,928,900928
715台灣台南市楠西區中正路56號,早餐餐廳,,,,早餐餐廳,,23.1777655,120.4842679,星期六,05:00 to 10:00,星期日,05:00 to 10:00,星期一,05:00 to 10:00,星期二,05:00 to 10:00,星期三,05:00 to 10:00,星期四,休息,星期五,休息,17,台南市楠西區,中正路56號,楠西無名麵糊蛋餅,4.7,929,900929
715台灣台南市楠西區中正路218號,台灣餐廳,自助餐廳,麵店,,台灣餐廳,,23.1749319,120.4860964,星期六,08:00 to 19:30,星期日,08:00 to 15:00,星期一,08:00 to 19:30,星期二,08:00 to 19:30,星期三,08:00 to 19:30,星期四,08:00 to 19:30,星期五,08:00 to 15:00,87,台南市楠西區,中正路218號,好友小吃館,4.0,930,900930
714台灣台南市玉井區中山路240號,餐廳,,,,餐廳,,23.1207132,120.465905,星期六,"10:00 to 14:00, 16:00 to 22:00",星期日,"10:00 to 14:00, 16:00 to 22:00",星期一,"10:00 to 14:00, 16:00 to 22:00",星期二,"10:00 to 14:00, 16:00 to 22:00",星期三,"10:00 to 14:00, 16:00 to 22:00",星期四,"10:00 to 14:00, 16:00 to 22:00",星期五,"10:00 to 14:00, 16:00 to 22:00",167,台南市玉井區,中山路240號,三媽臭臭鍋玉井店,3.6,931,900931
714台灣台南市玉井區中山路89號,甜品餐廳,,,,甜品餐廳,,23.1208093,120.4648223,星期六,09:00 to 18:00,星期日,09:00 to 18:00,星期一,休息,星期二,09:00 to 18:00,星期三,09:00 to 18:00,星期四,09:00 to 18:00,星期五,09:00 to 18:00,35,台南市玉井區,中山路89號,玉天冰舖,4.3,932,900932
714台灣台南市玉井區中華路243號,中餐館,,,,中餐館,,23.1210984,120.4653715,星期六,06:00 to 21:30,星期日,06:00 to 21:30,星期一,06:00 to 21:30,星期二,06:00 to 21:30,星期三,06:00 to 21:30,星期四,06:00 to 21:30,星期五,06:00 to 21:30,23,台南市玉井區,中華路243號,茶步道 巷弄食堂 (玉井中華店）,3.7,933,900933
714台灣台南市玉井區民權路142之1號號 。玉井國小側門、青果市場大門旁,越式河粉餐廳,,,,越式河粉餐廳,,23.1220111,120.4582414,星期六,09:30 to 21:00,星期日,09:30 to 21:00,星期一,09:30 to 21:00,星期二,09:30 to 21:00,星期三,09:30 to 21:00,星期四,09:30 to 21:00,星期五,09:30 to 21:00,4,台南市玉井區,民權路142之1號號 。玉井國小側門、青果市場大門旁,小妹越南料理,4.8,934,900934
714台灣台南市玉井區民權路152號,餐廳,,,,餐廳,,23.121996,120.4582428,星期六,07:00 to 19:00,星期日,07:00 to 19:00,星期一,休息,星期二,10:30 to 19:00,星期三,10:30 to 19:00,星期四,10:30 to 19:00,星期五,10:30 to 19:00,403,台南市玉井區,民權路152號,阿國牛肉湯(高評分),4.6,935,900935
714台灣台南市玉井區,餐廳,,,,餐廳,,23.1204187,120.4662028,星期六,08:30 to 13:30,星期日,08:30 to 19:00,星期一,08:30 to 19:00,星期二,08:30 to 19:00,星期三,08:30 to 13:30,星期四,08:30 to 19:00,星期五,08:30 to 19:00,9,台南市玉井區,,津好自助餐便當專賣店,4.4,936,900936
714台灣台南市玉井區中山路141號,越式河粉餐廳,,,,越式河粉餐廳,,23.1221208,120.4658343,星期六,休息,星期日,08:00 to 18:00,星期一,08:00 to 18:00,星期二,08:00 to 18:00,星期三,08:00 to 18:00,星期四,08:00 to 18:00,星期五,08:00 to 18:00,30,台南市玉井區,中山路141號,梅麗娟越南河粉,4.5,937,900937
714台灣台南市玉井區中華路283號,中餐館,,,,中餐館,,23.1206317,120.4666226,星期六,"11:00 to 14:00, 17:00 to 20:00",星期日,"11:00 to 14:00, 17:00 to 20:00",星期一,"11:00 to 14:00, 17:00 to 20:00",星期二,"11:00 to 14:00, 17:00 to 20:00",星期三,"11:00 to 14:00, 17:00 to 20:00",星期四,"11:00 to 14:00, 17:00 to 20:00",星期五,"11:00 to 14:00, 17:00 to 20:00",579,台南市玉井區,中華路283號,九叔公餐廳 （桶仔雞）,4.0,938,900938
714台灣台南市玉井區民權路,餐廳,,,,餐廳,,23.1212387,120.4552214,星期六,10:30 to 18:00,星期日,10:30 to 18:00,星期一,10:30 to 14:00,星期二,10:00 to 18:30,星期三,10:30 to 18:00,星期四,10:30 to 18:00,星期五,10:30 to 18:00,20,台南市玉井區,民權路,明哥烤雞,3.8,939,900939
714台灣台南市玉井區中山路240-5號,中餐館,,,,中餐館,,23.1207131,120.4659053,星期六,09:30 to 20:00,星期日,09:30 to 20:00,星期一,09:30 to 20:00,星期二,09:30 to 20:00,星期三,09:30 to 20:00,星期四,09:30 to 20:00,星期五,09:30 to 20:00,13,台南市玉井區,中山路240-5號,櫻桃烤鴨庄-玉井門市,3.8,940,900940
714台灣台南市玉井區中正路21巷36號,素食餐廳,,,,素食餐廳,,23.123455,120.4598386,,,,,,,,,,,,,,,7,台南市玉井區,中正路21巷36號,玉光素食館,4.3,941,900941
714台灣台南市玉井區中山路75號,中式麵食店,,,,中式麵食店,,23.1206852,120.4644198,星期六,"11:00 to 14:30, 16:30 to 20:00",星期日,"11:00 to 14:30, 16:30 to 20:00",星期一,"11:00 to 14:30, 16:30 to 20:00",星期二,"11:00 to 14:30, 16:30 to 20:00",星期三,休息,星期四,"11:00 to 14:30, 16:30 to 20:00",星期五,"11:00 to 14:30, 16:30 to 20:00",3,台南市玉井區,中山路75號,珍可味,5.0,942,900942
714台灣台南市玉井區中山路220號,餐廳,,,,餐廳,,23.1205163,120.4654298,星期六,10:30 to 20:00,星期日,10:30 to 20:00,星期一,10:30 to 20:00,星期二,10:30 to 20:00,星期三,10:30 to 20:00,星期四,10:30 to 20:00,星期五,10:30 to 20:00,25,台南市玉井區,中山路220號,八方雲集 台南玉井店,4.6,943,900943
714台灣台南市玉井區中華路247號,餐廳,中餐館,,,餐廳,,23.1211197,120.4654174,,,,,,,,,,,,,,,15,台南市玉井區,中華路247號,佳吉祥當歸鴨（台南玉井店）,3.6,944,900944
714台灣台南市玉井區民主街64號,純素餐廳,,,,純素餐廳,,23.1233606,120.462433,,,,,,,,,,,,,,,11,台南市玉井區,民主街64號,(玉井)素食小館,4.4,945,900945
715台灣台南市楠西區中正路156號,炸物串與串炸餐廳,,,,炸物串與串炸餐廳,,23.1761065,120.4856179,星期六,休息,星期日,15:00 to 20:00,星期一,15:00 to 20:00,星期二,15:00 to 20:00,星期三,15:00 to 20:00,星期四,15:00 to 20:00,星期五,休息,23,台南市楠西區,中正路156號,滷滷咪(滷味、鹽酥雞),4.2,946,900946
714台灣台南市玉井區沙田25-66號,餐廳,,,,餐廳,,23.1300894,120.4826033,星期六,休息,星期日,11:00 to 20:00,星期一,11:00 to 20:00,星期二,休息,星期三,11:00 to 20:00,星期四,11:00 to 20:00,星期五,11:00 to 20:00,1382,台南市玉井區,沙田25-66號,綠色空間,4.0,947,900947
715台灣台南市楠西區中正路90號,純素餐廳,,,,純素餐廳,,23.1772326,120.48472,星期六,06:00 to 13:30,星期日,休息,星期一,06:00 to 13:30,星期二,06:00 to 13:30,星期三,06:00 to 13:30,星期四,06:00 to 13:30,星期五,06:00 to 13:30,25,台南市楠西區,中正路90號,樹屋蔬食,4.5,948,900948
714台灣台南市玉井區,餐廳,,,,餐廳,,23.1286372,120.4829197,星期六,11:00 to 20:00,星期日,11:00 to 20:00,星期一,11:00 to 20:00,星期二,11:00 to 20:00,星期三,11:00 to 20:00,星期四,11:00 to 20:00,星期五,11:00 to 20:00,223,台南市玉井區,,虎頭山老鄉長餐廳,4.2,949,900949
715台灣台南市楠西區中正路158 號,餐廳,,,,餐廳,,23.1760411,120.4856386,星期六,10:30 to 08:30,星期日,10:30 to 08:30,星期一,10:30 to 08:30,星期二,10:30 to 08:30,星期三,10:30 to 08:30,星期四,10:30 to 08:30,星期五,休息,26,台南市楠西區,中正路158 號,魷魚焿、羊肉焿,4.2,950,900950
715台灣台南市楠西區水庫路279-1號,餐廳,,,,餐廳,,23.1686469,120.4888626,星期六,11:00 to 20:00,星期日,11:00 to 20:00,星期一,11:00 to 20:00,星期二,11:00 to 20:00,星期三,11:00 to 20:00,星期四,11:00 to 20:00,星期五,11:00 to 20:00,16,台南市楠西區,水庫路279-1號,大自然蛇肉全餐,4.9,951,900951
715台灣台南市楠西區中正路102巷no 113 715,早餐餐廳,,,,早餐餐廳,,23.177156,120.4850991,星期六,05:00 to 13:00,星期日,05:00 to 13:00,星期一,05:00 to 13:00,星期二,05:00 to 13:00,星期三,05:00 to 13:00,星期四,05:00 to 13:00,星期五,05:00 to 13:00,35,台南市楠西區,中正路102巷no 113 715,早安美芝城早餐店,4.0,952,900952
715台灣台南市楠西區中興南路113號,餐廳,市集,中餐館,冷凍食品製造商,餐廳,,23.1780719,120.4838758,,,,,,,,,,,,,,,4,台南市楠西區,中興南路113號,廣華養生藥膳-楠西場,5.0,953,900953
715台灣台南市楠西區715台灣台南市楠西區中正路中正路22巷,早午餐餐廳,,,,早午餐餐廳,,23.1771628,120.4850427,,,,,,,,,,,,,,,6,台南市楠西區,715台灣台南市楠西區中正路中正路22巷,美好一天早午餐,4.5,954,900954
715台灣台南市楠西區四維路91號,早餐餐廳,,,,早餐餐廳,,23.1749125,120.485466,星期六,02:00 to 14:00,星期日,休息,星期一,05:30 to 13:00,星期二,05:30 to 13:00,星期三,05:30 to 13:00,星期四,05:30 to 13:00,星期五,05:30 to 13:00,2,台南市楠西區,四維路91號,早點,5.0,955,900955
715台灣台南市楠西區中正路165號,餐廳,,,,餐廳,,23.1763592,120.4857007,,,,,,,,,,,,,,,11,台南市楠西區,中正路165號,東忠利商號,5.0,956,900956
715台灣台南市楠西區中正路166號,餐廳,,,,餐廳,,23.1759187,120.4856986,,,,,,,,,,,,,,,32,台南市楠西區,中正路166號,上賓生活美食,3.7,957,900957
715台灣台南市楠西區中正路140號,餐廳,,,,餐廳,,23.1764226,120.4854733,,,,,,,,,,,,,,,1,台南市楠西區,中正路140號,陳媽咪,4.0,958,900958
715台灣台南市楠西區中正路167號,早餐餐廳,,,,早餐餐廳,,23.1761989,120.4857513,,,,,,,,,,,,,,,1,台南市楠西區,中正路167號,無名早餐,4.0,959,900959
"Near, No. 618號南177鄉道台南市台灣 744",菲律賓餐廳,,,,菲律賓餐廳,,23.0904429,120.3170816,星期六,08:00 to 17:00,星期日,08:00 to 17:00,星期一,休息,星期二,休息,星期三,休息,星期四,休息,星期五,休息,11,台南市新市區,"Near, No. 618號南177鄉道",Lomihan Sa Annan,4.9,960,900960
714台灣台南市玉井區30之60號,餐廳,,,,餐廳,,23.1289545,120.476788,星期六,11:00 to 20:30,星期日,11:00 to 20:30,星期一,"11:00 to 14:30, 17:00 to 20:30",星期二,"11:00 to 14:30, 17:00 to 20:30",星期三,"11:00 to 14:30, 17:00 to 20:30",星期四,"11:00 to 14:30, 17:00 to 20:30",星期五,"11:00 to 14:30, 17:00 to 20:30",30,台南市玉井區,30之60號,玉泉餐廳（公休日看FB粉專，玉泉餐廳）,5.0,961,900961
715台灣台南市楠西區東勢路220號,早午餐餐廳,,,,早午餐餐廳,,23.1775336,120.4849805,星期五,06:00 to 01:30,星期六,06:00 to 01:30,星期日,06:00 to 01:30,星期一,休息,星期二,06:00 to 01:30,星期三,06:00 to 01:30,星期四,06:00 to 01:30,55,台南市楠西區,東勢路220號,阿琪中式早午餐,4.1,962,900962
744台灣台南市新市區社內1-7號,餐廳,飯盒供應商,早午餐餐廳,快餐店,餐廳,,23.0775758,120.2878336,星期六,11:00 to 20:00,星期日,休息,星期一,11:00 to 20:00,星期二,11:00 to 20:00,星期三,11:00 to 20:00,星期四,11:00 to 20:00,星期五,11:00 to 20:00,207,台南市新市區,社內1-7號,小兔來了餐廳-新市總店 潛艇堡/熱狗堡/漢堡/刈包/義大利麵/下午茶/餐盒,4.8,963,900963
743台灣台南市山上區號,中餐館,,,,中餐館,,23.1029168,120.3527889,,,,,,,,,,,,,,,4,台南市山上區,號,宏春小館,4.5,964,900964
744台灣台南市新市區仁愛街147號,日式咖哩餐廳,,,,日式咖哩餐廳,,23.0739008,120.2929835,星期六,11:00 to 20:30,星期日,11:00 to 20:30,星期一,11:00 to 20:30,星期二,11:00 to 20:30,星期三,11:00 to 20:30,星期四,11:00 to 20:30,星期五,11:00 to 20:30,515,台南市新市區,仁愛街147號,小東門咖哩-台南新市店,4.6,965,900965
744009台灣台南市新市區中正路242號,快餐店,,,,快餐店,,23.076396,120.2918567,星期六,11:00 to 21:00,星期日,11:00 to 21:00,星期一,休息,星期二,11:00 to 21:00,星期三,11:00 to 21:00,星期四,11:00 to 21:00,星期五,11:00 to 21:00,151,台南市新市區,中正路242號,炸雞大獅-台南新市店,5.0,966,900966
744台灣台南市新市區中山路193號,魚料理餐廳,,,,魚料理餐廳,,23.0689816,120.2934004,星期六,10:30 to 21:00,星期日,10:30 to 21:00,星期一,10:30 to 21:00,星期二,10:30 to 21:00,星期三,10:30 to 21:00,星期四,10:30 to 21:00,星期五,10:30 to 21:00,1007,台南市新市區,中山路193號,台南蔡虱目魚專賣店新市店,4.0,967,900967
744台灣台南市新市區復興路56號,中餐館,,,,中餐館,,23.0813315,120.2956288,,,,,,,,,,,,,,,5,台南市新市區,復興路56號,珍品手工水餃,4.2,968,900968
