S_ID,Name,Store_type,Location_ID,Section,Address,Latitude,Longitude,Rating
50114,臺南公園大燕潭,5,500114,2,"704, Taiwan, Tainan City, North District",23.0014483,120.2119299,5.0
50115,Dinghu Park,5,500115,2,"No. 163-165, Humei 1st St, West Central District, Tainan City, Taiwan 700",23.0042478,120.181561,4.2
50116,Yuanbao Sweet Osmanthus Park,5,500116,2,"No. 53, Lane 80, Beiyuan St, North District, Tainan City, Taiwan 704",23.0127421,120.2242109,4.0
50117,Wencheng Park,5,500117,2,"No. 751, Wencheng Rd, North District, Tainan City, Taiwan 704",23.0125606,120.195962,3.1
50118,Kaishan Park,5,500118,2,"700, Taiwan, Tainan City, West Central District, Section 1, Fuqian Rd, 21號85 巷",22.9880699,120.209519,4.3
50119,Tainan City Sports Park,5,500119,2,"No. 10, Tiyu Rd, South District, Tainan City, Taiwan 702",22.9759334,120.2098503,4.3
50120,Zhongtan Park,5,500120,2,"No. 340, Section 1, Beian Rd, North District, Tainan City, Taiwan 704",23.0205292,120.2063801,3.8
50121,Thng Tik-Tsiong Memorial Park,5,500121,3,"No. 6, Section 1, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9925951,120.2050199,4.1
50122,Shueipingwun Park,5,500122,3,"No. 383, Section 2, Jinhua Rd, South District, Tainan City, Taiwan 702",22.9861513,120.1932148,4.1
50123,Nanmen Park,5,500123,3,"Lane 84, Section 1, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9866091,120.2035692,4.3
50124,Daliangshengtai Park,5,500124,3,"700, Taiwan, Tainan City, West Central District",22.99519,120.191127,4.1
50125,Tainan Park,5,500125,3,"No. 89號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0022317,120.2115924,4.2
50126,Barclay Memorial Park,5,500126,3,"701, Taiwan, Tainan City, East District",22.9719929,120.2225874,4.4
50127,Guangxian Park,5,500127,3,"Guangxian St, West Central District, Tainan City, Taiwan 700",23.0047947,120.1894504,4.1
50128,Tainan Sports Park,5,500128,3,"No. 257, Section 1, Jiankang Rd, South District, Tainan City, Taiwan 702",22.9797734,120.2052045,4.2
50129,No.9 Park,5,500129,3,"Qingnian Rd, East District, Tainan City, Taiwan 701",22.9914796,120.2145303,4.2
50130,Xixian Park,5,500130,3,"Lane 109, Xixianyi St, West Central District, Tainan City, Taiwan 700",23.0021338,120.1775175,4.1
50131,Dingmei Park,5,500131,3,"700, Taiwan, Tainan City, West Central District",23.0048329,120.1856777,4.4
50132,Anping Canal Park,5,500132,3,"708, Taiwan, Tainan City, Anping District",22.997428,120.1757359,4.3
50133,Wuqiao Park,5,500133,3,"No. 370, Section 2, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.9926436,120.1877808,4.1
50134,Jianshi Park,5,500134,3,"No. 6, Anbei Rd, Anping District, Tainan City, Taiwan 708",22.9988397,120.1681548,3.9
50135,Tainan City Sports Park,5,500135,3,"No. 10, Tiyu Rd, South District, Tainan City, Taiwan 702",22.9759334,120.2098503,4.3
50136,Kaishan Park,5,500136,3,"700, Taiwan, Tainan City, West Central District, Section 1, Fuqian Rd, 21號85 巷",22.9880699,120.209519,4.3
50137,Tainan City Jinhua Park,5,500137,3,"702, Taiwan, Tainan City, South District, 健康路二段247巷40號",22.9804285,120.1900516,4.1
50138,Xihu Park,5,500138,3,"Section 4, Minquan Rd, West Central District, Tainan City, Taiwan 700",22.9992766,120.1842042,4.1
50139,Heyi Park,5,500139,3,"700, Taiwan, Tainan City, West Central District",22.9886026,120.1991761,4.3
50140,水萍塭公園中央舞台,5,500140,3,"號, No. 285, Section 2, Shulin St, South District, Tainan City, Taiwan 702",22.9863239,120.1940517,3.7
50141,Historic Harborside Park Park,5,500141,3,"Anyi Rd, Anping District, Tainan City, Taiwan 708",22.9953611,120.1621471,4.2
50142,Xiaoximen Park,5,500142,3,"No. 34號, Heyi Rd, West Central District, Tainan City, Taiwan 700",22.9885307,120.1990909,4.8
50143,Lin Mo-niang Park,5,500143,3,"No. 250號, Anyi Rd, Anping District, Tainan City, Taiwan 708",22.9938758,120.1571958,4.4
50144,慶平公園,5,500144,3,"708, Taiwan, Tainan City, Anping District, Qingping Rd, 35號文平路",22.996463,120.180003,3.9
50145,Wenping Park,5,500145,3,"No. 22, Alley 3, Lane 1, Section 2, Zhonghua W Rd, Anping District, Tainan City, Taiwan 708",22.9863884,120.1858451,4.3
50146,湖美公園,5,500146,3,"No. 14號, Lane 42, Humei 1st St, West Central District, Tainan City, Taiwan 700",23.0014122,120.1815368,4.2
50147,Heshun Park,5,500147,3,"No. 406號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0037832,120.2010429,4.1
50148,台南環河街-廣8廣場,5,500148,3,"Huanhe St, West Central District, Tainan City, Taiwan 700",22.9941441,120.1921383,4.6
50149,Xiaodong Park,5,500149,3,"701, Taiwan, Tainan City, East District, 小東路",23.0011694,120.2257725,4.1
50150,Xianghe Park,5,500150,3,"No. 6號, Alley 22, Lane 226, Qingnian Rd, West Central District, Tainan City, Taiwan 700",22.9908215,120.2106578,4.3
50151,Xianbei Park,5,500151,3,"704, Taiwan, Tainan City, North District",23.0061181,120.1822824,3.9
50152,Yude Park,5,500152,3,"704, Taiwan, Tainan City, North District",23.0066463,120.2012639,3.9
50153,Lianyatang Memorial Park,5,500153,3,"704, Taiwan, Tainan City, North District",23.0033439,120.199481,3.8
50154,Xiehe Park,5,500154,3,"700, Taiwan, Tainan City, West Central District, 700",23.0004077,120.1933744,4.1
50155,Sanjiao Park,5,500155,3,"No. 311號, Section 1, Linsen Rd, East District, Tainan City, Taiwan 701",22.9834484,120.2181705,4.0
50156,Luyi Park,5,500156,3,"No. 20, Lane 21, Wenxianyi Rd, North District, Tainan City, Taiwan 704",23.0039094,120.195548,3.9
50157,Tainan 228 Memorial Park,5,500157,3,"Jianping Rd, Anping District, Tainan City, Taiwan 708",22.99156,120.1826689,3.7
50158,Tainanshiyihui Riverside Park,5,500158,3,"708, Taiwan, Tainan City, Anping District",22.9894604,120.1858716,4.5
50159,Yonghua Park,5,500159,3,"Yonghua 2nd St, Anping District, Tainan City, Taiwan 708",22.9851371,120.184266,4.0
50160,大涼生態公園榕樹廣場,5,500160,3,"700, Taiwan, Tainan City, West Central District, 700",22.9955244,120.1899477,4.2
50161,Dinghu Park,5,500161,3,"No. 163-165, Humei 1st St, West Central District, Tainan City, Taiwan 700",23.0042478,120.181561,4.2
