S_ID,district_tw,Store_type,Location_ID,Village,StopId,StopName,RouteId,RouteName,Section
201,台南市北區,2,2001,"""雙安里""",垃圾車3515,"""臨安路二段53號""",27,"""北區-01""",2
202,台南市北區,2,2002,"""立人里""",垃圾車3516,"""公園南路353號""",27,"""北區-01""",2
203,台南市北區,2,2003,"""北華里""",垃圾車3517,"""裕民街33號""",27,"""北區-01""",2
204,台南市北區,2,2004,"""北華里""",垃圾車3518,"""長北街23號""",27,"""北區-01""",2
205,台南市北區,2,2005,"""和順里""",垃圾車3519,"""西門路三段159號""",27,"""北區-01""",2
206,台南市北區,2,2006,"""和順里""",垃圾車3520,"""公園南路340號""",27,"""北區-01""",2
207,台南市北區,2,2007,"""和順里""",垃圾車3521,"""臨安路二段248號""",27,"""北區-01""",2
208,台南市北區,2,2008,"""和順里""",垃圾車3522,"""育德路36號""",27,"""北區-01""",2
209,台南市北區,2,2009,"""和順里""",垃圾車3523,"""育德路47號""",27,"""北區-01""",2
2010,台南市北區,2,20010,"""和順里""",垃圾車3524,"""育德路15號""",27,"""北區-01""",2
2011,台南市北區,2,20011,"""和順里""",垃圾車3525,"""民德路36號""",27,"""北區-01""",2
2012,台南市北區,2,20012,"""和順里""",垃圾車3526,"""民德路56號""",27,"""北區-01""",2
2013,台南市北區,2,20013,"""和順里""",垃圾車3527,"""民德路58巷6弄1號""",27,"""北區-01""",2
2014,台南市北區,2,20014,"""和順里""",垃圾車3528,"""民德路58巷24弄1號""",27,"""北區-01""",2
2015,台南市北區,2,20015,"""和順里""",垃圾車3529,"""育德二路51巷1號""",27,"""北區-01""",2
2016,台南市北區,2,20016,"""和順里""",垃圾車3530,"""育德二路31巷2號""",27,"""北區-01""",2
2017,台南市北區,2,20017,"""和順里""",垃圾車3531,"""民德路92號""",27,"""北區-01""",2
2018,台南市北區,2,20018,"""和順里""",垃圾車3532,"""臨安路二段249巷67號""",27,"""北區-01""",2
2019,台南市北區,2,20019,"""和順里""",垃圾車3533,"""臨安路二段249巷24號""",27,"""北區-01""",2
2020,台南市北區,2,20020,"""和順里""",垃圾車3534,"""民德路105巷30號""",27,"""北區-01""",2
2021,台南市北區,2,20021,"""和順里""",垃圾車3535,"""民德路105巷6號""",27,"""北區-01""",2
2022,台南市北區,2,20022,"""和順里""",垃圾車3536,"""民德路97號""",27,"""北區-01""",2
2023,台南市北區,2,20023,"""和順里""",垃圾車3537,"""民德路85巷19號""",27,"""北區-01""",2
2024,台南市北區,2,20024,"""和順里""",垃圾車3538,"""民德路85巷70號""",27,"""北區-01""",2
2025,台南市北區,2,20025,"""和順里""",垃圾車3539,"""民德路95巷48號""",27,"""北區-01""",2
2026,台南市北區,2,20026,"""和順里""",垃圾車3540,"""民德路95巷18號""",27,"""北區-01""",2
2027,台南市北區,2,20027,"""和順里""",垃圾車3541,"""臨安路二段347號""",27,"""北區-01""",2
2028,台南市北區,2,20028,"""和順里""",垃圾車3542,"""臨安路二段305號""",27,"""北區-01""",2
2029,台南市北區,2,20029,"""和順里""",垃圾車3543,"""臨安路二段247號""",27,"""北區-01""",2
2030,台南市北區,2,20030,"""雙安里""",垃圾車3544,"""臨安路二段193號""",27,"""北區-01""",2
2031,台南市北區,2,20031,"""雙安里""",垃圾車3545,"""臨安路二段171號""",27,"""北區-01""",2
2032,台南市北區,2,20032,"""雙安里""",垃圾車3546,"""臨安路二段135號""",27,"""北區-01""",2
2033,台南市北區,2,20033,"""雙安里""",垃圾車3547,"""臨安路二段53號""",27,"""北區-01""",2
2034,台南市北區,2,20034,"""雙安里""",垃圾車3548,"""臨安路二段17號""",27,"""北區-01""",2
2035,台南市北區,2,20035,"""雙安里""",垃圾車3549,"""成功路628號""",27,"""北區-01""",2
2036,台南市北區,2,20036,"""雙安里""",垃圾車3550,"""臨安路二段143巷116號""",27,"""北區-01""",2
2037,台南市北區,2,20037,"""雙安里""",垃圾車3551,"""臨安路二段143巷80弄2號""",27,"""北區-01""",2
2038,台南市北區,2,20038,"""立人里""",垃圾車3552,"""臨安路二段92號""",27,"""北區-01""",2
2039,台南市北區,2,20039,"""和順里""",垃圾車3553,"""海安路三段134號""",27,"""北區-01""",2
2040,台南市北區,2,20040,"""和順里""",垃圾車3554,"""海安路三段176號""",27,"""北區-01""",2
2041,台南市北區,2,20041,"""和順里""",垃圾車3555,"""海安路三段204號""",27,"""北區-01""",2
2042,台南市北區,2,20042,"""雙安里""",垃圾車3556,"""臨安路2段143巷90弄20號""",27,"""北區-01""",2
2043,台南市北區,2,20043,"""雙安里""",垃圾車3557,"""臨安路二段195巷50號""",27,"""北區-01""",2
2044,台南市北區,2,20044,"""雙安里""",垃圾車3558,"""海安路三段163號""",27,"""北區-01""",2
2045,台南市北區,2,20045,"""雙安里""",垃圾車3559,"""臨安路二段195巷1號""",27,"""北區-01""",2
2046,台南市北區,2,20046,"""雙安里""",垃圾車3560,"""海安路三段135巷45號""",27,"""北區-01""",2
2047,台南市北區,2,20047,"""雙安里""",垃圾車3561,"""海安路三段135巷23號""",27,"""北區-01""",2
2048,台南市北區,2,20048,"""雙安里""",垃圾車3562,"""海安路三段135巷5號""",27,"""北區-01""",2
2049,台南市北區,2,20049,"""和順里""",垃圾車3563,"""臨安路二段288號""",27,"""北區-01""",2
2050,台南市北區,2,20050,"""成德里""",垃圾車3564,"""育德路106號""",27,"""北區-01""",2
2051,台南市北區,2,20051,"""成德里""",垃圾車3565,"""西門路四段65巷71號""",27,"""北區-01""",2
2052,台南市北區,2,20052,"""成德里""",垃圾車3566,"""西門路四段65巷55號""",27,"""北區-01""",2
2053,台南市北區,2,20053,"""成德里""",垃圾車3567,"""西門路四段31號""",27,"""北區-01""",2
2054,台南市北區,2,20054,"""成德里""",垃圾車3568,"""西門路四段15號""",27,"""北區-01""",2
2055,台南市北區,2,20055,"""成德里""",垃圾車3569,"""西門路四段7巷1號""",27,"""北區-01""",2
2056,台南市北區,2,20056,"""成德里""",垃圾車3570,"""西門路四段7巷71號""",27,"""北區-01""",2
2057,台南市北區,2,20057,"""成德里""",垃圾車3571,"""育德路73號""",27,"""北區-01""",2
2058,台南市北區,2,20058,"""成德里""",垃圾車3572,"""西門路四段7巷93號""",27,"""北區-01""",2
2059,台南市北區,2,20059,"""成德里""",垃圾車3573,"""育德二路51巷52號""",27,"""北區-01""",2
2060,台南市北區,2,20060,"""成德里""",垃圾車3574,"""育德二路55巷17弄33號""",27,"""北區-01""",2
2061,台南市北區,2,20061,"""成德里""",垃圾車3575,"""育德二路55巷23號""",27,"""北區-01""",2
2062,台南市北區,2,20062,"""和順里""",垃圾車3576,"""西門路三段215號""",27,"""北區-01""",2
2063,台南市北區,2,20063,"""和順里""",垃圾車3577,"""西門路三段175號""",27,"""北區-01""",2
2064,台南市北區,2,20064,"""和順里""",垃圾車3578,"""西門路三段159號""",27,"""北區-01""",2
2065,台南市北區,2,20065,"""和順里""",垃圾車3579,"""西門路三段115號""",27,"""北區-01""",2
2066,台南市北區,2,20066,"""立人里""",垃圾車3580,"""西門路三段57號""",27,"""北區-01""",2
2067,台南市北區,2,20067,"""立人里""",垃圾車3581,"""成功路308號""",27,"""北區-01""",2
2068,台南市北區,2,20068,"""立人里""",垃圾車3582,"""成功路386號""",27,"""北區-01""",2
2069,台南市北區,2,20069,"""立人里""",垃圾車3583,"""國華街四段5巷15號""",27,"""北區-01""",2
2070,台南市北區,2,20070,"""立人里""",垃圾車3584,"""成功路414號""",27,"""北區-01""",2
2071,台南市北區,2,20071,"""立人里""",垃圾車3585,"""海成街39號""",27,"""北區-01""",2
2072,台南市北區,2,20072,"""立人里""",垃圾車3586,"""海成街1號""",27,"""北區-01""",2
2073,台南市北區,2,20073,"""立人里""",垃圾車3587,"""國華街四段37號""",27,"""北區-01""",2
2074,台南市北區,2,20074,"""立人里""",垃圾車3588,"""海安路三段74巷26號""",27,"""北區-01""",2
2075,台南市北區,2,20075,"""立人里""",垃圾車3589,"""海安路三段51號""",27,"""北區-01""",2
2076,台南市北區,2,20076,"""立人里""",垃圾車3590,"""海成街52號""",27,"""北區-01""",2
2077,台南市北區,2,20077,"""立人里""",垃圾車3591,"""康樂街404號""",27,"""北區-01""",2
2078,台南市北區,2,20078,"""立人里""",垃圾車3592,"""成功路452號""",27,"""北區-01""",2
2079,台南市北區,2,20079,"""立人里""",垃圾車3593,"""成功路508號""",27,"""北區-01""",2
2080,台南市北區,2,20080,"""立人里""",垃圾車3594,"""成功路560號""",27,"""北區-01""",2
2081,台南市北區,2,20081,"""立人里""",垃圾車3595,"""臨安路二段18號""",27,"""北區-01""",2
2082,台南市北區,2,20082,"""立人里""",垃圾車3596,"""臨安路二段68巷72號""",27,"""北區-01""",2
2083,台南市北區,2,20083,"""立人里""",垃圾車3597,"""臨安路二段94-1號""",27,"""北區-01""",2
2084,台南市北區,2,20084,"""文元里""",垃圾車3628,"""中華北路二段112號""",29,"""北區-02""",2
2085,台南市北區,2,20085,"""文元里""",垃圾車3629,"""海安路三段869號""",29,"""北區-02""",2
2086,台南市北區,2,20086,"""文元里""",垃圾車3630,"""文成三路690號""",29,"""北區-02""",2
2087,台南市北區,2,20087,"""文成里""",垃圾車3631,"""海安路3段255號""",29,"""北區-02""",2
2088,台南市北區,2,20088,"""文成里""",垃圾車3632,"""海安路3段219巷21-1號對面""",29,"""北區-02""",2
2089,台南市北區,2,20089,"""文成里""",垃圾車3633,"""文賢路220號""",29,"""北區-02""",2
2090,台南市北區,2,20090,"""文成里""",垃圾車3634,"""文賢路246號""",29,"""北區-02""",2
2091,台南市北區,2,20091,"""文成里""",垃圾車3635,"""文賢路278號""",29,"""北區-02""",2
2092,台南市北區,2,20092,"""文成里""",垃圾車3636,"""文賢路482號""",29,"""北區-02""",2
2093,台南市北區,2,20093,"""文成里""",垃圾車3637,"""文賢路508號""",29,"""北區-02""",2
2094,台南市北區,2,20094,"""文成里""",垃圾車3638,"""文賢路522號""",29,"""北區-02""",2
2095,台南市北區,2,20095,"""文成里""",垃圾車3639,"""文賢路546巷1號""",29,"""北區-02""",2
2096,台南市北區,2,20096,"""文成里""",垃圾車3640,"""文賢路546巷36號""",29,"""北區-02""",2
2097,台南市北區,2,20097,"""文成里""",垃圾車3641,"""文賢路572巷50號""",29,"""北區-02""",2
2098,台南市北區,2,20098,"""文成里""",垃圾車3642,"""文賢路596巷58號""",29,"""北區-02""",2
2099,台南市北區,2,20099,"""文成里""",垃圾車3643,"""文賢路576號""",29,"""北區-02""",2
20100,台南市北區,2,200100,"""文成里""",垃圾車3644,"""文賢路620號""",29,"""北區-02""",2
20101,台南市北區,2,200101,"""文成里""",垃圾車3645,"""和緯路三段381號""",29,"""北區-02""",2
20102,台南市北區,2,200102,"""文成里""",垃圾車3646,"""文賢一路138號對面""",29,"""北區-02""",2
20103,台南市北區,2,200103,"""文成里""",垃圾車3647,"""文賢一路185號""",29,"""北區-02""",2
20104,台南市北區,2,200104,"""文成里""",垃圾車3648,"""文賢路520巷70號""",29,"""北區-02""",2
20105,台南市北區,2,200105,"""文成里""",垃圾車3649,"""文賢一路103號""",29,"""北區-02""",2
20106,台南市北區,2,200106,"""文成里""",垃圾車3650,"""文賢路502巷62號""",29,"""北區-02""",2
20107,台南市北區,2,200107,"""文成里""",垃圾車3651,"""文賢路292巷49號""",29,"""北區-02""",2
20108,台南市北區,2,200108,"""文成里""",垃圾車3652,"""文賢路242巷9弄104號""",29,"""北區-02""",2
20109,台南市北區,2,200109,"""文成里""",垃圾車3653,"""文賢路242巷9弄3號""",29,"""北區-02""",2
20110,台南市北區,2,200110,"""文成里""",垃圾車3654,"""文賢路242巷48號""",29,"""北區-02""",2
20111,台南市北區,2,200111,"""文成里""",垃圾車3655,"""文賢路218巷37號""",29,"""北區-02""",2
20112,台南市北區,2,200112,"""文成里""",垃圾車3656,"""文賢路218巷28弄1-4號""",29,"""北區-02""",2
20113,台南市北區,2,200113,"""元美里""",垃圾車3657,"""和緯路三段338號""",29,"""北區-02""",2
20114,台南市北區,2,200114,"""元美里""",垃圾車3658,"""文賢路650號""",29,"""北區-02""",2
20115,台南市北區,2,200115,"""元美里""",垃圾車3659,"""文賢路678號""",29,"""北區-02""",2
20116,台南市北區,2,200116,"""元美里""",垃圾車3660,"""文賢路986號""",29,"""北區-02""",2
20117,台南市北區,2,200117,"""元美里""",垃圾車3661,"""文賢路1002號""",29,"""北區-02""",2
20118,台南市北區,2,200118,"""元美里""",垃圾車3662,"""文賢路1020號""",29,"""北區-02""",2
20119,台南市北區,2,200119,"""元美里""",垃圾車3663,"""文賢路1030巷9號""",29,"""北區-02""",2
20120,台南市北區,2,200120,"""元美里""",垃圾車3664,"""文賢路1030巷45號""",29,"""北區-02""",2
20121,台南市北區,2,200121,"""文元里""",垃圾車3665,"""文賢路1082號""",29,"""北區-02""",2
20122,台南市北區,2,200122,"""文元里""",垃圾車3666,"""文賢路1110號""",29,"""北區-02""",2
20123,台南市北區,2,200123,"""文元里""",垃圾車3667,"""文賢路1186號""",29,"""北區-02""",2
20124,台南市北區,2,200124,"""文元里""",垃圾車3668,"""中華北路二段14號""",29,"""北區-02""",2
20125,台南市北區,2,200125,"""文元里""",垃圾車3669,"""中華北路二段25巷15號""",29,"""北區-02""",2
20126,台南市北區,2,200126,"""文元里""",垃圾車3670,"""中華北路二段34號""",29,"""北區-02""",2
20127,台南市北區,2,200127,"""文元里""",垃圾車3671,"""中華北路二段42號""",29,"""北區-02""",2
20128,台南市北區,2,200128,"""文元里""",垃圾車3672,"""中華北路二段55號""",29,"""北區-02""",2
20129,台南市北區,2,200129,"""文元里""",垃圾車3673,"""中華北路二段61號""",29,"""北區-02""",2
20130,台南市北區,2,200130,"""文元里""",垃圾車3674,"""中華北路二段78號""",29,"""北區-02""",2
20131,台南市北區,2,200131,"""文元里""",垃圾車3675,"""中華北路二段87號""",29,"""北區-02""",2
20132,台南市北區,2,200132,"""文元里""",垃圾車3676,"""中華北路二段90巷35號""",29,"""北區-02""",2
20133,台南市北區,2,200133,"""文元里""",垃圾車3677,"""海安路三段985巷25號""",29,"""北區-02""",2
20134,台南市北區,2,200134,"""文元里""",垃圾車3678,"""北成路510號""",29,"""北區-02""",2
20135,台南市北區,2,200135,"""文元里""",垃圾車3679,"""北成路467巷1號""",29,"""北區-02""",2
20136,台南市北區,2,200136,"""文元里""",垃圾車3680,"""中華北路二段90巷62號""",29,"""北區-02""",2
20137,台南市北區,2,200137,"""文元里""",垃圾車3681,"""北成路592號""",29,"""北區-02""",2
20138,台南市北區,2,200138,"""文元里""",垃圾車3682,"""中華北路二段80巷16號""",29,"""北區-02""",2
20139,台南市北區,2,200139,"""文元里""",垃圾車3683,"""中華北路二段53巷39弄1號""",29,"""北區-02""",2
20140,台南市北區,2,200140,"""文元里""",垃圾車3684,"""文賢路1122巷80號""",29,"""北區-02""",2
20141,台南市北區,2,200141,"""文元里""",垃圾車3685,"""文賢路1122巷50號""",29,"""北區-02""",2
20142,台南市北區,2,200142,"""文元里""",垃圾車3686,"""文賢路1122巷136號""",29,"""北區-02""",2
20143,台南市北區,2,200143,"""文元里""",垃圾車3687,"""文賢路1122巷127號""",29,"""北區-02""",2
20144,台南市北區,2,200144,"""文元里""",垃圾車3688,"""文賢路1122巷159號""",29,"""北區-02""",2
20145,台南市北區,2,200145,"""文元里""",垃圾車3689,"""文賢路1122巷250弄1號""",29,"""北區-02""",2
20146,台南市北區,2,200146,"""文元里""",垃圾車3690,"""文賢路1122巷221號""",29,"""北區-02""",2
20147,台南市北區,2,200147,"""文元里""",垃圾車3691,"""文成三路682巷41弄1號""",29,"""北區-02""",2
20148,台南市北區,2,200148,"""文元里""",垃圾車3692,"""文成三路682巷27弄1號""",29,"""北區-02""",2
20149,台南市北區,2,200149,"""文元里""",垃圾車3693,"""文賢三街320巷19號""",29,"""北區-02""",2
20150,台南市北區,2,200150,"""文元里""",垃圾車3694,"""文賢三街318號""",29,"""北區-02""",2
20151,台南市北區,2,200151,"""文元里""",垃圾車3695,"""文賢路1122巷94弄4號""",29,"""北區-02""",2
20152,台南市北區,2,200152,"""元美里""",垃圾車3696,"""文賢二街236巷17弄1號""",29,"""北區-02""",2
20153,台南市北區,2,200153,"""元美里""",垃圾車3697,"""文賢二街236巷7弄2號""",29,"""北區-02""",2
20154,台南市北區,2,200154,"""元美里""",垃圾車3698,"""文賢一路300巷43號""",29,"""北區-02""",2
20155,台南市北區,2,200155,"""元美里""",垃圾車3699,"""文賢一路300巷17弄1號""",29,"""北區-02""",2
20156,台南市北區,2,200156,"""元美里""",垃圾車3700,"""文賢一路341巷1號""",29,"""北區-02""",2
20157,台南市北區,2,200157,"""元美里""",垃圾車3701,"""文賢一路182巷13弄1號""",29,"""北區-02""",2
20158,台南市北區,2,200158,"""元美里""",垃圾車3702,"""文賢一路300巷40弄36號""",29,"""北區-02""",2
20159,台南市北區,2,200159,"""文成里""",垃圾車3703,"""和緯路三段299號""",29,"""北區-02""",2
20160,台南市北區,2,200160,"""文成里""",垃圾車3704,"""和緯路三段259號""",29,"""北區-02""",2
20161,台南市北區,2,200161,"""文成里""",垃圾車3705,"""文賢二街151號""",29,"""北區-02""",2
20162,台南市北區,2,200162,"""文成里""",垃圾車3706,"""立賢路二段96號對面""",29,"""北區-02""",2
20163,台南市北區,2,200163,"""文成里""",垃圾車3707,"""立賢路二段66巷3號""",29,"""北區-02""",2
20164,台南市北區,2,200164,"""文成里""",垃圾車3708,"""文賢二街121巷1號""",29,"""北區-02""",2
20165,台南市北區,2,200165,"""文成里""",垃圾車3709,"""文賢二街101巷38號""",29,"""北區-02""",2
20166,台南市北區,2,200166,"""文成里""",垃圾車3710,"""文賢二街117巷35號""",29,"""北區-02""",2
20167,台南市北區,2,200167,"""文成里""",垃圾車3711,"""立賢路二段166號""",29,"""北區-02""",2
20168,台南市北區,2,200168,"""文成里""",垃圾車3712,"""海安路三段135巷123弄22號""",29,"""北區-02""",2
20169,台南市北區,2,200169,"""文成里""",垃圾車3713,"""臨安路二段143巷27弄22號""",29,"""北區-02""",2
20170,台南市北區,2,200170,"""文成里""",垃圾車3714,"""海安路三段219巷15號""",29,"""北區-02""",2
20171,台南市北區,2,200171,"""文成里""",垃圾車3715,"""文賢路292巷139號""",29,"""北區-02""",2
20172,台南市北區,2,200172,"""華德里""",垃圾車3743,"""中華北路2段139號""",31,"""北區-03""",2
20173,台南市北區,2,200173,"""華德里""",垃圾車3744,"""中華北路2段175號""",31,"""北區-03""",2
20174,台南市北區,2,200174,"""華德里""",垃圾車3745,"""中華北路2段202號""",31,"""北區-03""",2
20175,台南市北區,2,200175,"""華德里""",垃圾車3746,"""中華北路2段217號""",31,"""北區-03""",2
20176,台南市北區,2,200176,"""成功里""",垃圾車3747,"""北安路1段372巷33號""",31,"""北區-03""",2
20177,台南市北區,2,200177,"""成功里""",垃圾車3748,"""北安路1段372巷3號""",31,"""北區-03""",2
20178,台南市北區,2,200178,"""成功里""",垃圾車3749,"""中華北路2段244號""",31,"""北區-03""",2
20179,台南市北區,2,200179,"""成功里""",垃圾車3750,"""中華北路2段251號""",31,"""北區-03""",2
20180,台南市北區,2,200180,"""成功里""",垃圾車3751,"""西門路4段533巷98號""",31,"""北區-03""",2
20181,台南市北區,2,200181,"""成功里""",垃圾車3752,"""西門路4段533巷55號""",31,"""北區-03""",2
20182,台南市北區,2,200182,"""成功里""",垃圾車3753,"""西門路4段533巷6號""",31,"""北區-03""",2
20183,台南市北區,2,200183,"""成功里""",垃圾車3754,"""西門路4段493號""",31,"""北區-03""",2
20184,台南市北區,2,200184,"""成功里""",垃圾車3755,"""西門路4段469號""",31,"""北區-03""",2
20185,台南市北區,2,200185,"""成功里""",垃圾車3756,"""北成路8號""",31,"""北區-03""",2
20186,台南市北區,2,200186,"""成功里""",垃圾車3757,"""北成路30號""",31,"""北區-03""",2
20187,台南市北區,2,200187,"""成功里""",垃圾車3758,"""北成路38巷4號""",31,"""北區-03""",2
20188,台南市北區,2,200188,"""成功里""",垃圾車3759,"""北成路38巷26號""",31,"""北區-03""",2
20189,台南市北區,2,200189,"""成功里""",垃圾車3760,"""北成路20巷19號""",31,"""北區-03""",2
20190,台南市北區,2,200190,"""成功里""",垃圾車3761,"""西門路4段449號""",31,"""北區-03""",2
20191,台南市北區,2,200191,"""成功里""",垃圾車3762,"""西門路4段405號""",31,"""北區-03""",2
20192,台南市北區,2,200192,"""成功里""",垃圾車3763,"""西門路4段375號""",31,"""北區-03""",2
20193,台南市北區,2,200193,"""成功里""",垃圾車3764,"""北安路1段102號""",31,"""北區-03""",2
20194,台南市北區,2,200194,"""成功里""",垃圾車3765,"""北安路1段136號""",31,"""北區-03""",2
20195,台南市北區,2,200195,"""成功里""",垃圾車3766,"""北安路1段94巷3弄32號""",31,"""北區-03""",2
20196,台南市北區,2,200196,"""成功里""",垃圾車3767,"""北安路1段94巷7弄30號""",31,"""北區-03""",2
20197,台南市北區,2,200197,"""成功里""",垃圾車3768,"""北安路1段94巷48號""",31,"""北區-03""",2
20198,台南市北區,2,200198,"""成功里""",垃圾車3769,"""北安路1段94巷24號""",31,"""北區-03""",2
20199,台南市北區,2,200199,"""成功里""",垃圾車3770,"""北成路56號""",31,"""北區-03""",2
20200,台南市北區,2,200200,"""成功里""",垃圾車3771,"""北成路78號""",31,"""北區-03""",2
20201,台南市北區,2,200201,"""成功里""",垃圾車3772,"""北安路1段176巷55號""",31,"""北區-03""",2
20202,台南市北區,2,200202,"""成功里""",垃圾車3773,"""北安路1段176巷37號""",31,"""北區-03""",2
20203,台南市北區,2,200203,"""成功里""",垃圾車3774,"""北安路1段176巷23號""",31,"""北區-03""",2
20204,台南市北區,2,200204,"""成功里""",垃圾車3775,"""北安路1段196號""",31,"""北區-03""",2
20205,台南市北區,2,200205,"""成功里""",垃圾車3776,"""北安路1段212巷40號""",31,"""北區-03""",2
20206,台南市北區,2,200206,"""成功里""",垃圾車3777,"""北成路105號""",31,"""北區-03""",2
20207,台南市北區,2,200207,"""成功里""",垃圾車3778,"""北成路80巷22弄1號""",31,"""北區-03""",2
20208,台南市北區,2,200208,"""成功里""",垃圾車3779,"""北成路80巷41弄2號""",31,"""北區-03""",2
20209,台南市北區,2,200209,"""成功里""",垃圾車3780,"""北成路128巷65號""",31,"""北區-03""",2
20210,台南市北區,2,200210,"""成功里""",垃圾車3781,"""北成路128巷25號""",31,"""北區-03""",2
20211,台南市北區,2,200211,"""成功里""",垃圾車3782,"""北成路184號""",31,"""北區-03""",2
20212,台南市北區,2,200212,"""成功里""",垃圾車3783,"""北安路1段262巷22弄9號""",31,"""北區-03""",2
20213,台南市北區,2,200213,"""華德里""",垃圾車3784,"""北安路1段99號""",31,"""北區-03""",2
20214,台南市北區,2,200214,"""華德里""",垃圾車3785,"""育成路95號對面""",31,"""北區-03""",2
20215,台南市北區,2,200215,"""華德里""",垃圾車3786,"""中華北路2段194巷43號對面""",31,"""北區-03""",2
20216,台南市北區,2,200216,"""華德里""",垃圾車3787,"""育德1街327巷2號""",31,"""北區-03""",2
20217,台南市北區,2,200217,"""華德里""",垃圾車3788,"""文成5街96號""",31,"""北區-03""",2
20218,台南市北區,2,200218,"""華德里""",垃圾車3789,"""文成5街136號""",31,"""北區-03""",2
20219,台南市北區,2,200219,"""華德里""",垃圾車3790,"""文成5街178號""",31,"""北區-03""",2
20220,台南市北區,2,200220,"""華德里""",垃圾車3791,"""文成5街210號""",31,"""北區-03""",2
20221,台南市北區,2,200221,"""華德里""",垃圾車3792,"""育德2路777巷5號""",31,"""北區-03""",2
20222,台南市北區,2,200222,"""華德里""",垃圾車3793,"""育德2路777巷55號""",31,"""北區-03""",2
20223,台南市北區,2,200223,"""華德里""",垃圾車3794,"""育德2路809巷30弄1號對面""",31,"""北區-03""",2
20224,台南市北區,2,200224,"""華德里""",垃圾車3795,"""育德2路810巷27弄20號對面""",31,"""北區-03""",2
20225,台南市北區,2,200225,"""華德里""",垃圾車3796,"""育成路317巷47號""",31,"""北區-03""",2
20226,台南市北區,2,200226,"""華德里""",垃圾車3797,"""育成路317巷20號對面""",31,"""北區-03""",2
20227,台南市北區,2,200227,"""華德里""",垃圾車3798,"""北安路1段341巷18號""",31,"""北區-03""",2
20228,台南市北區,2,200228,"""華德里""",垃圾車3799,"""育德二路796號""",31,"""北區-03""",2
20229,台南市北區,2,200229,"""華德里""",垃圾車3800,"""北成路352號""",31,"""北區-03""",2
20230,台南市北區,2,200230,"""華德里""",垃圾車3801,"""育成路330號對面""",31,"""北區-03""",2
20231,台南市北區,2,200231,"""華德里""",垃圾車3802,"""育成路269巷1號""",31,"""北區-03""",2
20232,台南市北區,2,200232,"""華德里""",垃圾車3803,"""育成路216號對面""",31,"""北區-03""",2
20233,台南市北區,2,200233,"""華德里""",垃圾車3804,"""育成路173號""",31,"""北區-03""",2
20234,台南市北區,2,200234,"""華德里""",垃圾車3805,"""育成路151號""",31,"""北區-03""",2
20235,台南市北區,2,200235,"""華德里""",垃圾車3806,"""育成路149巷2弄2號""",31,"""北區-03""",2
20236,台南市北區,2,200236,"""福德里""",垃圾車3807,"""文成3路127號""",31,"""北區-03""",2
20237,台南市北區,2,200237,"""福德里""",垃圾車3808,"""育德路599巷2號""",31,"""北區-03""",2
20238,台南市北區,2,200238,"""福德里""",垃圾車3809,"""育德路599巷46號""",31,"""北區-03""",2
20239,台南市北區,2,200239,"""福德里""",垃圾車3810,"""育德路599巷60號""",31,"""北區-03""",2
20240,台南市北區,2,200240,"""福德里""",垃圾車3811,"""育德路1街256號""",31,"""北區-03""",2
20241,台南市北區,2,200241,"""華德里""",垃圾車3812,"""文成5街25號""",31,"""北區-03""",2
20242,台南市北區,2,200242,"""華德里""",垃圾車3813,"""文成5街8號對面""",31,"""北區-03""",2
20243,台南市北區,2,200243,"""華德里""",垃圾車3814,"""北安路1段213號""",31,"""北區-03""",2
20244,台南市北區,2,200244,"""華德里""",垃圾車3815,"""北安路1段115號""",31,"""北區-03""",2
20245,台南市北區,2,200245,"""華德里""",垃圾車3816,"""育成路28號""",31,"""北區-03""",2
20246,台南市北區,2,200246,"""華德里""",垃圾車3817,"""育成路62號""",31,"""北區-03""",2
20247,台南市北區,2,200247,"""福德里""",垃圾車3818,"""育北街35號""",31,"""北區-03""",2
20248,台南市北區,2,200248,"""福德里""",垃圾車3819,"""育北街1號""",31,"""北區-03""",2
20249,台南市北區,2,200249,"""福德里""",垃圾車3820,"""文成2街62號""",31,"""北區-03""",2
20250,台南市北區,2,200250,"""福德里""",垃圾車3821,"""育德路546號""",31,"""北區-03""",2
20251,台南市北區,2,200251,"""福德里""",垃圾車3822,"""文成3路47號""",31,"""北區-03""",2
20252,台南市北區,2,200252,"""福德里""",垃圾車3823,"""文成3路25號""",31,"""北區-03""",2
20253,台南市北區,2,200253,"""福德里""",垃圾車3824,"""文成3路1號""",31,"""北區-03""",2
20254,台南市北區,2,200254,"""福德里""",垃圾車3825,"""西門路4段341巷14號""",31,"""北區-03""",2
20255,台南市北區,2,200255,"""福德里""",垃圾車3826,"""育賢街289號""",31,"""北區-03""",2
20256,台南市北區,2,200256,"""福德里""",垃圾車3827,"""育賢街252號對面""",31,"""北區-03""",2
20257,台南市北區,2,200257,"""福德里""",垃圾車3828,"""育賢街32號對面""",31,"""北區-03""",2
20258,台南市北區,2,200258,"""福德里""",垃圾車3829,"""育德路460號""",31,"""北區-03""",2
20259,台南市北區,2,200259,"""福德里""",垃圾車3830,"""文成1路87號""",31,"""北區-03""",2
20260,台南市北區,2,200260,"""福德里""",垃圾車3831,"""文成1路31號""",31,"""北區-03""",2
20261,台南市北區,2,200261,"""福德里""",垃圾車3832,"""文成1路1號""",31,"""北區-03""",2
