S_ID,station_no,Store_type,Location_ID,name_tw,district_tw,address_tw,lat,lng,Section
30212,"""501316021""",3,300212,"""州南公園""",台南市安南區,"""長和路三段133巷66弄9號北側""","""23.06184""","""120.21676""",8.0
30213,"""501316022""",3,300213,"""亞太棒球中心(少棒主球場)""",台南市安南區,"""環館路255號""","""23.06309""","""120.23621""",8.0
30214,"""501316023""",3,300214,"""安西停4停車場""",台南市安南區,"""安西路101號東側""","""23.03158""","""120.20919""",8.0
30215,"""501316024""",3,300215,"""慈雲公園""",台南市安南區,"""安中路一段209號""","""23.03669""","""120.20613""",8.0
30216,"""501316025""",3,300216,"""和順市場""",台南市安南區,"""安中路一段678號西側""","""23.04265""","""120.19642""",8.0
30217,"""501316026""",3,300217,"""理想公園""",台南市安南區,"""大安街135號""","""23.03325""","""120.19312""",8.0
30218,"""501316027""",3,300218,"""海尾海佃""",台南市安南區,"""海佃路二段335號""","""23.03856""","""120.18768""",8.0
30219,"""501316028""",3,300219,"""土城高中""",台南市安南區,"""安中路五段265號""","""23.05776""","""120.15012""",8.0
30220,"""501316030""",3,300220,"""大道公園""",台南市安南區,"""海環街186號""","""23.03737""","""120.18331""",8.0
30221,"""501316031""",3,300221,"""安富公園""",台南市安南區,"""海佃路一段158巷174號北側""","""23.02525""","""120.19753""",8.0
30222,"""501316032""",3,300222,"""北安橋(府安)""",台南市安南區,"""北安路二段32巷2號西側""","""23.02529""","""120.20540""",8.0
30223,"""501316033""",3,300223,"""吉祥公園""",台南市安南區,"""海佃路四段490巷27號東側""","""23.06466""","""120.17400""",8.0
30224,"""501316034""",3,300224,"""神榕公園""",台南市安南區,"""公學路四段54巷41號北側""","""23.06927""","""120.17810""",8.0
30225,"""501316035""",3,300225,"""本淵寮公有市場""",台南市安南區,"""本原街三段26號南側""","""23.05312""","""120.17768""",8.0
30226,"""501316036""",3,300226,"""溪心公園""",台南市安南區,"""功安四街43號對側""","""23.05033""","""120.18278""",8.0
30227,"""501316037""",3,300227,"""安東公園""",台南市安南區,"""安和路一段478巷2弄120號""","""23.03414""","""120.21322""",8.0
30228,"""501316038""",3,300228,"""樂成公園""",台南市安南區,"""安通路四段47巷28號對側""","""23.03009""","""120.21097""",8.0
30229,"""501316040""",3,300229,"""吉安公園""",台南市安南區,"""義吉街/義吉街86巷口""","""23.03141""","""120.19523""",8.0
30230,"""501316041""",3,300230,"""安通公園""",台南市安南區,"""海前路2號(東側)""","""23.02968""","""120.18895""",8.0
30231,"""501317001""",3,300231,"""西港中央公園""",台南市西港區,"""新興街8-77號(西南側)""","""23.11678""","""120.20220""",7.0
30232,"""501317002""",3,300232,"""西港區公所""",台南市西港區,"""文化路1號""","""23.12304""","""120.20315""",7.0
30233,"""501318001""",3,300233,"""進學路停車場""",台南市佳里區,"""進學路256號南側""","""23.16405""","""120.17571""",4.0
30234,"""501318002""",3,300234,"""佳里國小(文化路)""",台南市佳里區,"""文化路349-1號北側""","""23.16319""","""120.17271""",4.0
30235,"""501318003""",3,300235,"""佳里公園""",台南市佳里區,"""佳里區六安里269號北側""","""23.16832""","""120.17803""",4.0
30236,"""501318004""",3,300236,"""蕭壠文化園區""",台南市佳里區,"""佳里區六安里130號""","""23.17286""","""120.17937""",4.0
30237,"""501318005""",3,300237,"""北門農工""",台南市佳里區,"""佳里區六安里117號""","""23.17496""","""120.18033""",4.0
30238,"""501318006""",3,300238,"""佳里國中""",台南市佳里區,"""新生路508號對側""","""23.15867""","""120.17062""",4.0
30239,"""501318007""",3,300239,"""佳里區公所""",台南市佳里區,"""忠孝路7號對側""","""23.16551""","""120.17647""",4.0
30240,"""501318008""",3,300240,"""佳里區仁愛國小""",台南市佳里區,"""仁愛路307號""","""23.15393""","""120.17849""",4.0
30241,"""501319001""",3,300241,"""葫蘆埤自然公園""",台南市官田區,"""中山路二段207號""","""23.19837""","""120.29699""",20.0
30242,"""501319002""",3,300242,"""官田體育公園""",台南市官田區,"""中山路一段127號南側""","""23.19143""","""120.31542""",20.0
30243,"""501319003""",3,300243,"""隆田車站""",台南市官田區,"""中山路一段1號""","""23.19249""","""120.31913""",20.0
30244,"""501319005""",3,300244,"""隆田車站(東側)""",台南市官田區,"""中山路一段1號東側""","""23.19287""","""120.31995""",20.0
30245,"""501319006""",3,300245,"""工社站""",台南市官田區,"""工社西街21巷198號""","""23.22062""","""120.33069""",20.0
30246,"""501319007""",3,300246,"""二鎮森林公園""",台南市官田區,"""工社南街8號""","""23.21733""","""120.32439""",20.0
30247,"""501320001""",3,300247,"""東山運動公園""",台南市東山區,"""中興南路26號東側""","""23.31878""","""120.40338""",16.0
30248,"""501320002""",3,300248,"""新東路外停車場""",台南市東山區,"""新東路一段42號西側""","""23.32247""","""120.40173""",16.0
30249,"""501320003""",3,300249,"""東山區公所""",台南市東山區,"""東山區東山里225號""","""23.32624""","""120.40506""",16.0
30250,"""501321001""",3,300250,"""陽光公園(生產路)""",台南市東區,"""生產路257號南側""","""22.96475""","""120.22765""",25.0
30251,"""501321002""",3,300251,"""平實公園""",台南市東區,"""小東路513號南側""","""22.99833""","""120.23606""",25.0
30252,"""501321003""",3,300252,"""成大公園""",台南市東區,"""育樂街88號旁""","""22.99653""","""120.21491""",25.0
30253,"""501321004""",3,300253,"""勝利大學路口""",台南市東區,"""勝利路/大學路口(東南側)""","""22.99614""","""120.21822""",25.0
30254,"""501321005""",3,300254,"""馬雅各青年公園""",台南市東區,"""青年路360號(對側人行道)""","""22.99139""","""120.21502""",25.0
30255,"""501321006""",3,300255,"""東寧運動公園""",台南市東區,"""東寧路220號北側""","""22.99114""","""120.22462""",25.0
30256,"""501321007""",3,300256,"""衛生局(林森辦公室)""",台南市東區,"""林森路一段418號旁""","""22.98537""","""120.22246""",25.0
30257,"""501321008""",3,300257,"""時代公園""",台南市東區,"""東寧路520號北側""","""22.98929""","""120.23116""",25.0
30258,"""501321009""",3,300258,"""虎尾寮市場""",台南市東區,"""裕平路/裕和二街(西北側)""","""22.98509""","""120.2409""",25.0
30259,"""501321010""",3,300259,"""裕文圖書館""",台南市東區,"""裕文路301號(對側人行道)""","""22.98218""","""120.24588""",25.0
30260,"""501321011""",3,300260,"""德光公園""",台南市東區,"""崇德路111號""","""22.97976""","""120.21934""",25.0
30261,"""501321012""",3,300261,"""和平公園""",台南市東區,"""文化路100號前""","""22.97705""","""120.23231""",25.0
30262,"""501321013""",3,300262,"""巴克禮公園""",台南市東區,"""中華東路三段357巷/中華東路三段口(西南側)""","""22.9738""","""120.2224""",25.0
30263,"""501321014""",3,300263,"""崇明路停E6""",台南市東區,"""崇明路/崇明二十街(西南側)""","""22.96897""","""120.22558""",25.0
30264,"""501321015""",3,300264,"""臺南監理站""",台南市東區,"""崇德路1號前""","""22.98139""","""120.21782""",25.0
30265,"""501321016""",3,300265,"""車鑑會""",台南市東區,"""府連東路/林森路一段口(西北側)""","""22.98372""","""120.21946""",25.0
30266,"""501321017""",3,300266,"""大學路停車場""",台南市東區,"""大學路西段/育樂街66巷口""","""22.99657""","""120.21580""",25.0
30267,"""501321018""",3,300267,"""臺南一中""",台南市東區,"""勝利路/東寧路口(東北側)""","""22.99271""","""120.21789""",25.0
30268,"""501321019""",3,300268,"""忠孝國中(崇仁龍山)""",台南市東區,"""崇仁街72號前""","""22.98396""","""120.22339""",25.0
30269,"""501321020""",3,300269,"""文化公園""",台南市東區,"""文化二街/文化一街(東北側)""","""22.97790""","""120.23104""",25.0
30270,"""501321023""",3,300270,"""東興公園(東安路251巷)""",台南市東區,"""東安路251巷60號(對側人行道)""","""22.99684""","""120.22565""",25.0
30271,"""501321024""",3,300271,"""東興公園(林森路)""",台南市東區,"""林森路二段/東和路口(東南側)""","""22.99765""","""120.22444""",25.0
30272,"""501321025""",3,300272,"""臺南車站(前站一)""",台南市東區,"""北門路二段12號旁""","""22.99797""","""120.21238""",25.0
30273,"""501321026""",3,300273,"""生產崇聖""",台南市東區,"""生產路68號""","""22.96469""","""120.21999""",25.0
30274,"""501321027""",3,300274,"""大智公園""",台南市東區,"""德東街101號南側""","""22.96167""","""120.23038""",25.0
30275,"""501321028""",3,300275,"""竹篙厝公園""",台南市東區,"""仁和路366號東側""","""22.96447""","""120.23705""",25.0
30276,"""501321029""",3,300276,"""富農公園""",台南市東區,"""富農街一段188巷10弄32號東側""","""22.98132""","""120.23520""",25.0
30277,"""501321030""",3,300277,"""關聖公園""",台南市東區,"""裕文一街153號東側""","""22.98652""","""120.24639""",25.0
30278,"""501321031""",3,300278,"""榮譽街停車場(崇明路308巷口)""",台南市東區,"""崇明路304號西南側""","""22.97737""","""120.21982""",25.0
30279,"""501321032""",3,300279,"""忠孝公園(榮譽街127巷口)""",台南市東區,"""榮譽街160號北側""","""22.97585""","""120.21945""",25.0
30280,"""501321033""",3,300280,"""東門城圓環(慶東街)""",台南市東區,"""東門路一段187號""","""22.98763""","""120.21558""",25.0
30281,"""501321034""",3,300281,"""南聖公園""",台南市東區,"""裕和路305號東側""","""22.98800""","""120.24523""",25.0
30282,"""501321035""",3,300282,"""小東前鋒""",台南市東區,"""小東路15號南側""","""23.00113""","""120.21495""",25.0
30283,"""501321036""",3,300283,"""城垣小東門段殘蹟""",台南市東區,"""勝利路(城垣小東門段殘蹟)""","""22.99954""","""120.21851""",25.0
30284,"""501321038""",3,300284,"""大學長榮""",台南市東區,"""長榮路三段139號東北側""","""22.99602""","""120.22216""",25.0
30285,"""501321039""",3,300285,"""林森大學""",台南市東區,"""林森路二段260號東側""","""22.99566""","""120.22389""",25.0
30286,"""501321040""",3,300286,"""裕華公園""",台南市東區,"""裕華三街37號西側""","""22.97863""","""120.24670""",25.0
30287,"""501321041""",3,300287,"""立德一路5巷""",台南市東區,"""立德八路26號南側""","""22.97641""","""120.21456""",25.0
30288,"""501321042""",3,300288,"""巴克禮紀念公園(崇興路)""",台南市東區,"""崇興路/巴克禮路口(東北側)""","""22.96862""","""120.22232""",25.0
30289,"""501321043""",3,300289,"""崇明E6停車場(崇興路)""",台南市東區,"""崇興路/崇明路口(西北側)""","""22.96863""","""120.22439""",25.0
30290,"""501321044""",3,300290,"""崇善公園""",台南市東區,"""崇善四街5號南側""","""22.97465""","""120.22966""",25.0
30291,"""501321045""",3,300291,"""府東街41巷""",台南市東區,"""府東街41巷23號""","""22.98480""","""120.21966""",25.0
30292,"""501321046""",3,300292,"""勝利國小(長榮路)""",台南市東區,"""長榮路二段88號西側""","""22.98869""","""120.21947""",25.0
30293,"""501321048""",3,300293,"""慈幼工商""",台南市東區,"""裕農路801號""","""22.98914""","""120.23918""",25.0
30294,"""501321050""",3,300294,"""臺南文化創意產業園區""",台南市東區,"""北門路二段16號""","""22.99948""","""120.21273""",25.0
30295,"""501321052""",3,300295,"""臺南車站(前鋒路)""",台南市東區,"""前鋒路201號東側""","""22.99716""","""120.21366""",25.0
30296,"""501321053""",3,300296,"""東光路地下停車場""",台南市東區,"""東光路一段51號東側""","""22.99215""","""120.23123""",25.0
30297,"""501321056""",3,300297,"""德高國小""",台南市東區,"""崇善路1155號""","""22.96209""","""120.23633""",25.0
30298,"""501321057""",3,300298,"""長榮高中""",台南市東區,"""林森路二段79號""","""22.98739""","""120.22292""",25.0
30299,"""501321058""",3,300299,"""文良公園""",台南市東區,"""文化六街60號對側""","""22.97483""","""120.23239""",25.0
30300,"""501321059""",3,300300,"""平實後甲路口""",台南市東區,"""平實路101號（對側公園）""","""22.99246""","""120.23623""",25.0
30301,"""501321060""",3,300301,"""文聖公園""",台南市東區,"""裕忠路255號""","""22.98301""","""120.24189""",25.0
30302,"""501321061""",3,300302,"""長榮女中""",台南市東區,"""長榮路二段135號""","""22.99109""","""120.22115""",25.0
30303,"""501323001""",3,300303,"""水萍塭公園(夏林路)""",台南市南區,"""夏林路1-7號(對側人行道)""","""22.98615""","""120.19475""",1.0
30304,"""501323002""",3,300304,"""臺南高商""",台南市南區,"""南門路/健康路一段口(西南側)""","""22.98066""","""120.20353""",1.0
30305,"""501323003""",3,300305,"""忠烈祠""",台南市南區,"""健康路一段48號(對側人行道)""","""22.98117""","""120.21054""",1.0
30306,"""501323004""",3,300306,"""日新國小""",台南市南區,"""金華路一段476號(對側人行道)""","""22.97271""","""120.19054""",1.0
30307,"""501323005""",3,300307,"""鹽埕圖書館""",台南市南區,"""新和東路51號(對側人行道)""","""22.96742""","""120.18786""",1.0
30308,"""501323006""",3,300308,"""南區區公所(公兒26公園)""",台南市南區,"""中華南路二段251號旁""","""22.96154""","""120.18743""",1.0
30309,"""501323007""",3,300309,"""新興國小""",台南市南區,"""夏林路248號(對側人行道)""","""22.97860""","""120.19530""",1.0
30310,"""501323008""",3,300310,"""黃金海岸""",台南市南區,"""黃金海岸遊客中心(南側廣場)""","""22.93058""","""120.17631""",1.0
30311,"""501323009""",3,300311,"""萬年公園""",台南市南區,"""灣裡路與灣裡路61巷(萬年公園侯車亭旁)""","""22.93306""","""120.18056""",1.0
30312,"""501323010""",3,300312,"""水萍塭公園(金華路)""",台南市南區,"""金華路二段381號東側""","""22.98633""","""120.19201""",1.0
30313,"""501323012""",3,300313,"""瀨口公園""",台南市南區,"""中華西路一段438號(對側人行道)""","""22.98540""","""120.18636""",1.0
30314,"""501323013""",3,300314,"""健康綠洲公園""",台南市南區,"""仁南街/仁南一街口""","""22.98286""","""120.18433""",1.0
30315,"""501323014""",3,300315,"""興昌水交社""",台南市南區,"""興昌路/水交社路口(北側)""","""22.97682""","""120.20046""",1.0
30316,"""501323015""",3,300316,"""水交社文創園區""",台南市南區,"""水交社一街/興中街63巷口(西南側)""","""22.97818""","""120.20157""",1.0
30317,"""501323016""",3,300317,"""西門健康停車場""",台南市南區,"""西門路一段469號""","""22.98155""","""120.19737""",1.0
30318,"""501323017""",3,300318,"""文華公園""",台南市南區,"""永華路一段275號""","""22.98852""","""120.18956""",1.0
30319,"""501323018""",3,300319,"""亞洲餐旅""",台南市南區,"""大成路一段5號""","""22.97497""","""120.20288""",1.0
30320,"""501323019""",3,300320,"""南寧高中""",台南市南區,"""萬年路165號前""","""22.93491""","""120.18588""",1.0
30321,"""501323020""",3,300321,"""明和公園""",台南市南區,"""新興路/新建路口""","""22.97394""","""120.18501""",1.0
30322,"""501323022""",3,300322,"""新都永成""",台南市南區,"""新都路396號""","""22.96724""","""120.19456""",1.0
30323,"""501323023""",3,300323,"""新生公園(大林路)""",台南市南區,"""大林路77號北側""","""22.97592""","""120.21202""",1.0
30324,"""501323024""",3,300324,"""喜樹喜明""",台南市南區,"""喜樹路220號旁""","""22.94140""","""120.17836""",1.0
30325,"""501323025""",3,300325,"""郡南二號公園""",台南市南區,"""新都路/新都路329巷口""","""22.96732""","""120.19681""",1.0
30326,"""501323026""",3,300326,"""大成國中""",台南市南區,"""新興東路/西門路一段口""","""22.97955""","""120.19809""",1.0
30327,"""501323027""",3,300327,"""永成路3段公兒S45公園""",台南市南區,"""永成路三段622號旁""","""22.97224""","""120.19543""",1.0
30328,"""501323028""",3,300328,"""開南公園""",台南市南區,"""新建路/新建路53巷口""","""22.96601""","""120.18523""",1.0
30329,"""501323030""",3,300329,"""新興國中""",台南市南區,"""中華西路一段89號對側""","""22.97770""","""120.18473""",1.0
30330,"""501323031""",3,300330,"""金華路二段147巷37弄口""",台南市南區,"""慶南街201號""","""22.98022""","""120.18963""",1.0
30331,"""501323032""",3,300331,"""疾病管制署南區管制中心""",台南市南區,"""大同路二段752號""","""22.96549""","""120.21606""",1.0
30332,"""501323036""",3,300332,"""台南市極限運動場""",台南市南區,"""體育路10號""","""22.97835""","""120.20729""",1.0
30333,"""501323037""",3,300333,"""中華西路一段70巷""",台南市南區,"""中華西路一段70巷/中華西路一段口""","""22.97168""","""120.18422""",1.0
30334,"""501324002""",3,300334,"""後壁車站""",台南市後壁區,"""後壁區後壁里後壁77號""","""23.36593""","""120.36048""",10.0
30335,"""501324003""",3,300335,"""後壁區公所""",台南市後壁區,"""後壁區後壁里後壁129號""","""23.36585""","""120.36221""",10.0
30336,"""501324004""",3,300336,"""後壁國小(展演中心)""",台南市後壁區,"""後壁區後壁里後壁195號""","""23.36703""","""120.36656""",10.0
30337,"""501324005""",3,300337,"""無米樂旅遊服務中心""",台南市後壁區,"""後壁區菁寮里菁寮75號""","""23.37871""","""120.33528""",10.0
30338,"""501325001""",3,300338,"""柳營區公所""",台南市柳營區,"""柳營路二段59號""","""23.27843""","""120.31192""",28.0
30339,"""501325003""",3,300339,"""柳營車站""",台南市柳營區,"""建國路1號""","""23.27758""","""120.32245""",28.0
30340,"""501327001""",3,300340,"""麻豆轉運站(北側)""",台南市麻豆區,"""麻佳路一段80號""","""23.18567""","""120.23921""",14.0
30341,"""501327002""",3,300341,"""麻豆區衛生所""",台南市麻豆區,"""興國路11-1號南側""","""23.18229""","""120.24820""",14.0
30342,"""501327003""",3,300342,"""麻豆國中(活動中心)""",台南市麻豆區,"""麻豆區南勢里36號""","""23.18357""","""120.26091""",14.0
30343,"""501327004""",3,300343,"""總爺藝文中心紅樓(西側)""",台南市麻豆區,"""麻豆區南勢里總爺5號""","""23.18460""","""120.26783""",14.0
30344,"""501327005""",3,300344,"""曾文農工""",台南市麻豆區,"""麻豆區南勢里南勢1號(忠孝路)""","""23.18734""","""120.26373""",14.0
30345,"""501327006""",3,300345,"""麻豆新樓醫院""",台南市麻豆區,"""麻佳路一段207號""","""23.18076""","""120.23282""",14.0
30346,"""501327009""",3,300346,"""曾文家商""",台南市麻豆區,"""和平路9號""","""23.17904""","""120.24511""",14.0
30347,"""501328001""",3,300347,"""南科台積電(十四A)""",台南市善化區,"""南科北路/南科八路口(西北側)""","""23.1145""","""120.27483""",29.0
30348,"""501328002""",3,300348,"""霞客湖""",台南市善化區,"""南科七路/三抱竹路口(東南側)""","""23.10799""","""120.26996""",29.0
30349,"""501328003""",3,300349,"""南科健康生活館""",台南市善化區,"""環東路二段20號前""","""23.11406""","""120.28186""",29.0
30350,"""501328004""",3,300350,"""善化車站""",台南市善化區,"""中山路20號前""","""23.13364""","""120.30599""",29.0
30351,"""501328005""",3,300351,"""善化高中""",台南市善化區,"""大成路160號對側""","""23.13015""","""120.30167""",29.0
30352,"""501328006""",3,300352,"""南科車站""",台南市善化區,"""臺鐵南科站(西出口西拉雅大橋下)""","""23.10788""","""120.30206""",29.0
30353,"""501328007""",3,300353,"""善化區公所(公園路)""",台南市善化區,"""建國路190號西北側""","""23.13305""","""120.29624""",29.0
30354,"""501328008""",3,300354,"""凱比吉公園""",台南市善化區,"""光復一街66號南側""","""23.1281""","""120.29298""",29.0
30355,"""501328010""",3,300355,"""南科車站(東側)""",台南市善化區,"""西拉雅大道412號西側""","""23.10779""","""120.30222""",29.0
30356,"""501328011""",3,300356,"""LM陽光電城停車場""",台南市善化區,"""龍目井路409號北側""","""23.10948""","""120.30605""",29.0
30357,"""501328012""",3,300357,"""LM蓮潭公園(北側)""",台南市善化區,"""蓮潭路282號東南側""","""23.11342""","""120.30522""",29.0
30358,"""501328013""",3,300358,"""蓮潭國中小""",台南市善化區,"""蓮潭北一街57號北側""","""23.11518""","""120.30942""",29.0
30359,"""501328014""",3,300359,"""LM兒北公園""",台南市善化區,"""陽光北一路/蓮潭北二街口""","""23.11666""","""120.30525""",29.0
30360,"""501328016""",3,300360,"""大成國小""",台南市善化區,"""大成路385號""","""23.12919""","""120.29545""",29.0
30361,"""501328018""",3,300361,"""善糖文化園區(南122)""",台南市善化區,"""善化區溪美里310號(南122)""","""23.15327""","""120.28990""",29.0
30362,"""501329001""",3,300362,"""新化武德殿""",台南市新化區,"""和平街53號前""","""23.03355""","""120.30926""",23.0
30363,"""501329003""",3,300363,"""新化體育公園""",台南市新化區,"""公園路110號""","""23.02954""","""120.30652""",23.0
30364,"""501329004""",3,300364,"""新化國中""",台南市新化區,"""民生路43號東側""","""23.03562""","""120.31153""",23.0
30365,"""501329005""",3,300365,"""楊逵文學紀念館""",台南市新化區,"""中正路488號""","""23.03781""","""120.30746""",23.0
30366,"""501329006""",3,300366,"""大智路豐榮洋子(活動中心)""",台南市新化區,"""新化區豐榮里洋子164號""","""23.03371""","""120.29797""",23.0
30367,"""501329007""",3,300367,"""新化果菜市場(觀光入口)""",台南市新化區,"""護東路335號""","""23.03514""","""120.32955""",23.0
30368,"""501329010""",3,300368,"""新化高工""",台南市新化區,"""信義路54號""","""23.03822""","""120.31878""",23.0
30369,"""501329011""",3,300369,"""虎頭埤停車場""",台南市新化區,"""中興路104巷96號西側""","""23.02736""","""120.33519""",23.0
30370,"""501330001""",3,300370,"""南科管理局""",台南市新市區,"""南科三路17號前""","""23.09865""","""120.28203""",32.0
30371,"""501330002""",3,300371,"""新市車站""",台南市新市區,"""中華路1號(東北側)""","""23.06834369""","""120.2902169""",32.0
30372,"""501330003""",3,300372,"""臺灣史前博物館(南科考古館)""",台南市新市區,"""南科三路10號(北側停車場前)""","""23.10189""","""120.28391""",32.0
30373,"""501330004""",3,300373,"""南科社區中心""",台南市新市區,"""大順三路125號前""","""23.10225""","""120.28843""",32.0
30374,"""501330005""",3,300374,"""新市區公所""",台南市新市區,"""中興街12號""","""23.07883""","""120.29502""",32.0
30375,"""501330006""",3,300375,"""民生富中""",台南市新市區,"""民生路112號""","""23.08009""","""120.28816""",32.0
30376,"""501330007""",3,300376,"""新市區公所游泳池""",台南市新市區,"""民族路76號""","""23.08314""","""120.30046""",32.0
30377,"""501330008""",3,300377,"""南科實驗高中-國中部""",台南市新市區,"""西拉雅大道888巷1號""","""23.10512""","""120.29135""",32.0
30378,"""501330010""",3,300378,"""國立成功大學台達大樓""",台南市新市區,"""西拉雅大道861號""","""23.10427""","""120.29008""",32.0
30379,"""501331001""",3,300379,"""新營美術園區""",台南市新營區,"""公園路一段/中華路口""","""23.30503""","""120.30632""",27.0
30380,"""501331002""",3,300380,"""新營高中""",台南市新營區,"""民權路101號(南側)""","""23.3079""","""120.31223""",27.0
30381,"""501331004""",3,300381,"""新營車站""",台南市新營區,"""中山路1號(東南側)""","""23.30647""","""120.32277""",27.0
30382,"""501331005""",3,300382,"""天鵝湖公園""",台南市新營區,"""中正路556-1號(停車場入口旁)""","""23.33157""","""120.31718""",27.0
30383,"""501331006""",3,300383,"""臺南市政府(民治中心)""",台南市新營區,"""民治路36號前""","""23.3110517""","""120.3146244""",27.0
30384,"""501331007""",3,300384,"""新營轉運站""",台南市新營區,"""新運二路/新運五路(東北側)""","""23.31069""","""120.28218""",27.0
30385,"""501331008""",3,300385,"""南新國中""",台南市新營區,"""民治路150號(對側人行道)""","""23.30933""","""120.30762""",27.0
30386,"""501331009""",3,300386,"""新營高工""",台南市新營區,"""中正路39-3號(對側人行道)""","""23.31392""","""120.31668""",27.0
30387,"""501331010""",3,300387,"""衛生局(東興辦公室)""",台南市新營區,"""東興路163號""","""23.31511""","""120.32299""",27.0
30388,"""501331011""",3,300388,"""長榮復興(客運站)""",台南市新營區,"""長榮路三段75號旁""","""23.30565""","""120.29342""",27.0
30389,"""501331012""",3,300389,"""新營體育場第二停車場""",台南市新營區,"""長榮路二段/健康路口""","""23.31984""","""120.31187""",27.0
30390,"""501331014""",3,300390,"""長勝營區(建業路)""",台南市新營區,"""新長勝三街33號""","""23.29854""","""120.30475""",27.0
30391,"""501331015""",3,300391,"""同濟街停車場""",台南市新營區,"""同濟街107號東側""","""23.30899""","""120.32021""",27.0
30392,"""501331016""",3,300392,"""新營國小""",台南市新營區,"""中正路4號""","""23.30676""","""120.31617""",27.0
30393,"""501331017""",3,300393,"""新營交通台""",台南市新營區,"""中山路300號""","""23.30258""","""120.31371""",27.0
30394,"""501331018""",3,300394,"""新南公園(隋唐街)""",台南市新營區,"""隋唐街200號""","""23.30807""","""120.30114""",27.0
30395,"""501331019""",3,300395,"""南梓實驗小學附幼(太子路)""",台南市新營區,"""太子路141號(對側)""","""23.30200""","""120.29562""",27.0
30396,"""501331020""",3,300396,"""新環保公園(東學路)""",台南市新營區,"""東學路96號(對側人行道)""","""23.31541""","""120.32459""",27.0
30397,"""501331021""",3,300397,"""新東環保公園(東泰路)""",台南市新營區,"""東泰路17號""","""23.31767""","""120.32662""",27.0
30398,"""501331022""",3,300398,"""民族路公有停車場""",台南市新營區,"""民族路291號""","""23.31844""","""120.31932""",27.0
30399,"""501331023""",3,300399,"""新營高中(民治路)""",台南市新營區,"""民治路80-4號南側""","""23.31021""","""120.31074""",27.0
30400,"""501331025""",3,300400,"""長春街134巷""",台南市新營區,"""忠義街28號""","""23.30216""","""120.31077""",27.0
30401,"""501331026""",3,300401,"""育德工家""",台南市新營區,"""健康路211號""","""23.31582""","""120.31185""",27.0
30402,"""501331029""",3,300402,"""新營體育場第三停車場""",台南市新營區,"""長榮路二段/三興街口""","""23.31967""","""120.30895""",27.0
30403,"""501331030""",3,300403,"""府西路137巷""",台南市新營區,"""府西路135號對側""","""23.31509""","""120.31373""",27.0
30404,"""501331031""",3,300404,"""臺南市政府民治停車場""",台南市新營區,"""中正路35巷45號對側""","""23.31273""","""120.31436""",27.0
30405,"""501331032""",3,300405,"""南光高中""",台南市新營區,"""中興路62號""","""23.29815""","""120.31505""",27.0
30406,"""501331035""",3,300406,"""隋唐綠廊(長榮路東側)""",台南市新營區,"""隋唐街390號對側""","""23.30855""","""120.29552""",27.0
30407,"""501331036""",3,300407,"""民治綠川路口""",台南市新營區,"""綠川路3號(北側橋下)""","""23.31116""","""120.32483""",27.0
30408,"""501331037""",3,300408,"""南瀛綠都心公園(中正路)""",台南市新營區,"""中正路12號對側""","""23.30936""","""120.31606""",27.0
30409,"""501331038""",3,300409,"""新進路二段445巷25弄口""",台南市新營區,"""公園路二段66號對側""","""23.30174""","""120.30120""",27.0
30410,"""501331039""",3,300410,"""南梓實驗小學""",台南市新營區,"""建業路191號""","""23.29833""","""120.29886""",27.0
30411,"""501332001""",3,300411,"""楠西圖書館""",台南市楠西區,"""中正路309號""","""23.17269""","""120.48714""",26.0
30412,"""501333001""",3,300412,"""華宗紀念公園""",台南市學甲區,"""自強路23號對側""","""23.22870""","""120.18180""",13.0
30413,"""501333002""",3,300413,"""學甲區公所停車場""",台南市學甲區,"""民權路44號(對側)""","""23.23108""","""120.18135""",13.0
30414,"""501335001""",3,300414,"""大臺南會展中心""",台南市歸仁區,"""歸仁十二路3號北側""","""22.92226""","""120.28535""",33.0
30415,"""501335002""",3,300415,"""陽明交通大學(臺南校區)""",台南市歸仁區,"""高發三路(北向人行道)""","""22.9247914""","""120.2945475""",33.0
30416,"""501335003""",3,300416,"""歸仁區公所(中正北路)""",台南市歸仁區,"""中正北路一段11號旁""","""22.9672983""","""120.2946344""",33.0
30417,"""501335004""",3,300417,"""新豐高中""",台南市歸仁區,"""中正北路一段(校門口對側人行道)""","""22.97236""","""120.29538""",33.0
30418,"""501335005""",3,300418,"""沙崙車站""",台南市歸仁區,"""歸仁大道/歸仁十二路口(台鐵橋下)""","""22.92332""","""120.28666""",33.0
30419,"""501335006""",3,300419,"""高鐵台南站""",台南市歸仁區,"""歸仁大道/歸仁十路(西南側)""","""22.92629""","""120.28519""",33.0
30420,"""501335007""",3,300420,"""歸仁文化中心(公園路)""",台南市歸仁區,"""公園路68號南側""","""22.96443""","""120.29823""",33.0
30421,"""501335008""",3,300421,"""歸仁十五高發二""",台南市歸仁區,"""高發二路360號""","""22.92215""","""120.29143""",33.0
30422,"""501335009""",3,300422,"""保西國小""",台南市歸仁區,"""中正北路三段60號""","""22.99182""","""120.29319""",33.0
30423,"""501335010""",3,300423,"""歸仁中山十街口""",台南市歸仁區,"""中山路三段455號""","""22.96872""","""120.27559""",33.0
30424,"""501335011""",3,300424,"""大廟五街""",台南市歸仁區,"""大廟五街12號西側""","""22.99735""","""120.27733""",33.0
