S_ID,Name,Store_type,Location_ID,Section,Address,Latitude,Longitude,Rating
7081,Yong Da Hospital,7,70081,2,"No. 1326號, Section 2, Yongda Rd, Yongkang District, Tainan City, Taiwan 710",23.0222028,120.2614909,2.0
7082,安安婦幼診所,7,70082,2,"No. 286號, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.008545,120.22257,4.1
7083,沐黎時尚美學診所 西門店,7,70083,2,"704, Taiwan, Tainan City, North District, Section 4, Ximen Road, 262號2樓",23.0119636,120.209072,4.9
7084,安田耳鼻喉科診所,7,70084,2,"No. 151號, Section 2, Lin'an Rd, North District, Tainan City, Taiwan 704",23.003398,120.1980383,3.4
7085,享健達診所,7,70085,2,"710, Taiwan, Tainan City, Yongkang District, Dongqiao 7th Rd, 371號1樓",23.025039,120.2350809,4.7
7086,Department of Internal Medicine,7,70086,2,"701, Taiwan, Tainan City, East District",22.9892373,120.2134637,0.0
7087,Yang Obstetrics and Gynecology Clinic,7,70087,2,"No. 70號, Chenggong Rd, North District, Tainan City, Taiwan 704",22.9983269,120.2065869,3.1
7088,康柏物理治療所｜全自費｜全預約制,7,70088,2,"No. 73號, Section 2, Lin'an Rd, North District, Tainan City, Taiwan 704",23.002926,120.1968106,4.1
7089,郭育宏皮膚專科診所,7,70089,2,"No. 37, Section 2, Beimen Rd, North District, Tainan City, Taiwan 704",22.9982494,120.2122084,4.9
7090,康田診所,7,70090,2,"No. 443號, Chenggong Rd, West Central District, Tainan City, Taiwan 700",23.0009851,120.1968473,5.0
7091,南部科學園區聯合診所,7,70091,2,"744, Taiwan, Tainan City, Xinshi District, Nanke 3rd Rd, 7號1樓",23.098859,120.2841499,3.4
7092,Yongchuan Hospital ENT,7,70092,2,"No. 169, Chenggong Rd, West Central District, Tainan City, Taiwan 700",22.9980535,120.2063234,4.0
7093,Chen Tso Yen Obstrictics & Gynecology Hospital,7,70093,2,"No. 101號, Section 2, Zhonghua N Rd, North District, Tainan City, Taiwan 704",23.0197003,120.1983363,3.7
7094,陳威文耳鼻喉科診所,7,70094,2,"No. 418, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.0106986,120.2255476,4.0
7095,Chi Mei Medical Center,7,70095,2,"No. 901號, Zhonghua Rd, Yongkang District, Tainan City, Taiwan 710",23.020866,120.2220927,2.8
7096,劉明奇耳鼻喉科診所,7,70096,2,"No. 599-4號, Gongyuan Rd, North District, Tainan City, Taiwan 704",23.0143822,120.2126777,4.8
7097,Center Union Dental Clinic,7,70097,2,"No. 376號, Gongyuan S Rd, North District, Tainan City, Taiwan 704",23.0032852,120.2015332,4.6
7098,Kaohsiung Veterans General Hospital Tainan Branch,7,70098,2,"No. 427號, Fuxing Rd, Yongkang District, Tainan City, Taiwan 71051",22.9967794,120.2399853,3.7
7099,呂美娜中醫,7,70099,2,"No. 27號, Section 2, Lin'an Rd, North District, Tainan City, Taiwan 704",23.0025117,120.195822,4.4
70100,Internal Medicine,7,700100,2,"No. 901號, Zhonghua Rd, Yongkang District, Tainan City, Taiwan 710",23.0203921,120.2218028,0.0
70101,鮮果診所,7,700101,2,"No. 68, Changrong Rd Section 4, North District, Tainan City, Taiwan 704",23.0045667,120.2227186,4.6
70102,一日玩美牙醫診所 One Day Natural Dental Clinic,7,700102,2,"No. 15號, Lane 485, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.010617,120.224262,4.2
70103,張教授胎兒醫學中心-台安診所,7,700103,2,"No. 18, Xihua St, North District, Tainan City, Taiwan 704",22.9986975,120.2105525,4.1
70104,台南安南區-賴俊良聯合診所 | 骨科 | 外科 | 胃腸科 | 復健科 | 三高慢性病診療｜提供X光、無痛胃鏡 大腸鏡、超音波、抽血、心電圖檢查、骨鬆檢測,7,700104,2,"No. 267號, Section 2, Anhe Rd, Annan District, Tainan City, Taiwan 709",23.0424602,120.2160862,3.0
70105,惠民診所（外科專科、附設開刀房）,7,700105,2,"No. 15號, Section 1, Changrong Rd, East District, Tainan City, Taiwan 701",22.9825512,120.2158863,4.9
70106,達俊診所,7,700106,2,"No. 434, Qingnian Rd, East District, Tainan City, Taiwan 70144",22.9910385,120.216906,4.5
70107,王克生小兒科診所,7,700107,2,"No. 479, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.0102377,120.2244822,4.7
70108,游新內分泌新陳代謝科診所,7,700108,2,"No. 370號, Section 1, Jiankang Rd, West Central District, Tainan City, Taiwan 700",22.9815296,120.1993064,3.7
70109,"College of Medicine, NCKU",7,700109,2,"No. 1號, Dasyue Rd, East District, Tainan City, Taiwan 701",23.001632,120.2206652,4.4
70110,中華誠康診所,7,700110,2,"No. 777號, Zhonghua Rd, Yongkang District, Tainan City, Taiwan 710",23.01835,120.225951,5.0
70111,medFirst,7,700111,2,"No. 155號, Dongfeng Rd, North District, Tainan City, Taiwan 704",23.0036754,120.2184378,4.3
70112,Department of Emergency Medicine,7,700112,2,"No. 138號, Shengli Rd, North District, Tainan City, Taiwan 704",23.0021058,120.219057,2.0
70113,"Jianan Psychiatric Center, Ministry of Health and Welfare",7,700113,2,"No. 539號, Yuzhong Rd, Rende District, Tainan City, Taiwan 717",22.9766612,120.2419539,3.6
70114,陳文峯耳鼻喉科診所,7,700114,2,"No. 703號, Gongyuan Rd, North District, Tainan City, Taiwan 704",23.0166741,120.2145077,3.5
70115,開元骨外科診所,7,700115,2,"No. 338, Section 3, Linsen Rd, North District, Tainan City, Taiwan 704",23.0088772,120.2232923,3.1
70116,禾悅美學牙醫診所,7,700116,2,"No. 513號, Kaiyuan Rd, North District, Tainan City, Taiwan 704",23.0107862,120.2252383,4.9
70117,Chan Lin Eye Clinic,7,700117,2,"No. 30號, Zhongzheng N Rd, Yongkang District, Tainan City, Taiwan 710",23.0412439,120.2383897,4.0
70118,Modern Eye Clinic,7,700118,2,"No. 375之12號, Gongyuan Rd, North District, Tainan City, Taiwan 704",23.0061683,120.2101291,2.8
70119,精準眼科診所,7,700119,2,"No. 108號, Section 1, Beian Rd, North District, Tainan City, Taiwan 704",23.0168428,120.2101009,4.6
70120,陳昱傑骨科診所-PRP血小板增生療法/脊椎免開刀注射治療,7,700120,2,"No. 218號, Chongshan Rd, East District, Tainan City, Taiwan 70169",22.9782826,120.2261649,4.7
70121,吳振戎,7,700121,3,"No. 20, Section 2, Lin'an Rd, North District, Tainan City, Taiwan 704",23.0022059,120.1957714,0.0
70122,南門診所,7,700122,3,"700, Taiwan, Tainan City, West Central District, 郡王里南門路179-5號",22.9862359,120.204389,4.5
70123,康田診所,7,700123,3,"No. 443號, Chenggong Rd, West Central District, Tainan City, Taiwan 700",23.0009851,120.1968473,5.0
70124,Kuo General Hospital,7,700124,3,"No. 22號, Section 2, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9950261,120.1988024,2.8
70125,張富全診所 內兒科 家醫科 耳鼻喉科 皮膚科,7,700125,3,"No. 198號, Section 1, Yonghua Rd, West Central District, Tainan City, Taiwan 700",22.9884049,120.1915269,3.9
70126,慈善物理治療所,7,700126,3,"No. 193號, Section 1, Lin'an Rd, West Central District, Tainan City, Taiwan 700",23.0009444,120.1926404,0.0
70127,郭明慧診所,7,700127,3,"No. 324, Jhongjheng Rd, West Central District, Tainan City, Taiwan 700",22.9936556,120.195111,3.0
70128,台大康悅復健診所,7,700128,3,"No. 316號, Section 2, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9973024,120.1906148,4.1
70129,心悠活診所／身心精神科診所,7,700129,3,"No. 14號, Section 5, Jinhua Rd, North District, Tainan City, Taiwan 704",23.0019403,120.1963881,4.5
70130,芳德診所,7,700130,3,"No. 608號, Chenggong Rd, North District, Tainan City, Taiwan 704",23.0027417,120.194682,3.6
70131,MOHW Tainan Hospital,7,700131,3,"No. 125號, Zhongshan Rd, West Central District, Tainan City, Taiwan 700",22.9960706,120.2088778,3.0
70132,游新內分泌新陳代謝科診所,7,700132,3,"No. 370號, Section 1, Jiankang Rd, West Central District, Tainan City, Taiwan 700",22.9815296,120.1993064,3.7
70133,張士澎內科家醫科診所,7,700133,3,"No. 611號, Section 1, Ximen Rd, South District, Tainan City, Taiwan 702",22.9853319,120.19744,3.8
70134,Chi Mei Medical Center Shulin Campus,7,700134,3,"No. 442號, Section 2, Shulin St, South District, Tainan City, Taiwan 702",22.9865344,120.1961859,3.5
70135,Little Angel joint clinic,7,700135,3,"No, No. 14, Fucian 1st Street 9 Ln, West Central District, Tainan City, Taiwan 700",22.9931399,120.187812,3.4
70136,誠信中醫診所,7,700136,3,"700, Taiwan, Tainan City, West Central District, Section 2, Zhongyi Rd, 205號一樓",22.9974156,120.2043775,4.8
70137,小天使婦兒診所,7,700137,3,"Alley 12, Lane 9, Fuqianyi St, West Central District, Tainan City, Taiwan 700",22.9932103,120.1879638,3.1
70138,里約風醫美診所,7,700138,3,"No. 230號, Section 2, Fuqian Rd, West Central District, Tainan City, Taiwan 700",22.991856,120.1920024,4.8
70139,台南頂安診所,7,700139,3,"No. 600號, Section 2, Beimen Rd, North District, Tainan City, Taiwan 704",23.0110926,120.2165352,4.7
70140,朱讚騫外科診所,7,700140,3,"No. 190號, Section 2, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.996374,120.1938618,4.1
70141,蘇文彬婦產科診所,7,700141,3,"No. 670號, Section 1, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9889708,120.197739,2.6
70142,大安成美診所,7,700142,3,"700, Taiwan, Tainan City, West Central District, Huanhe St, 86號1樓",22.9947361,120.19266,4.8
70143,保安道Peaceful Avenue@臺南,7,700143,3,"No. 3號, Lane 100, Bao'an Rd, West Central District, Tainan City, Taiwan 700",22.9905423,120.1950067,0.0
70144,祥元中醫,7,700144,3,"No. 198號, Section 3, Minzu Rd, West Central District, Tainan City, Taiwan 700",22.9995444,120.1944685,4.5
70145,惠民診所（外科專科、附設開刀房）,7,700145,3,"No. 15號, Section 1, Changrong Rd, East District, Tainan City, Taiwan 701",22.9825512,120.2158863,4.9
70146,蘇小兒科,7,700146,3,"No. 127, Section 2, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9944829,120.203299,0.0
70147,承恩中醫診所｜預約優先｜中醫內科｜美顏針｜針灸｜傷科｜婦科｜兒科｜轉骨｜皮膚｜失眠｜憂鬱症,7,700147,3,"No. 7-2號, Xialin Rd, South District, Tainan City, Taiwan 702",22.9850871,120.1951737,4.4
70148,林周雅麗,7,700148,3,"No. 165號, Section 2, Minquan Rd, West Central District, Tainan City, Taiwan 700",22.9948946,120.2029267,5.0
70149,忠山內科傷科中醫診所,7,700149,3,"No. 25號 號, Section 2, Yongfu Rd, West Central District, Tainan City, Taiwan 700",22.9907594,120.2003801,3.9
70150,伊娳美時尚診所,7,700150,3,"No. 122, Kangle St, West Central District, Tainan City, Taiwan 700",22.9941953,120.1949042,4.2
70151,廖健良診所,7,700151,3,"No. 30號, Section 1, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9931697,120.2039859,3.9
70152,景天中醫診所,7,700152,3,"No. 271, Section 2, Fuqian Rd, West Central District, 台灣省 Taiwan 700",22.9919719,120.1899584,0.0
70153,慈恩中醫診所,7,700153,3,"No. 1號, Lane 190, Section 1, Hai'an Rd, West Central District, Tainan City, Taiwan 700",22.9914192,120.1958089,5.0
