S_ID,Name,Store_type,Location_ID,Section,Address,Latitude,Longitude,Rating
70168,星醫美學院 台南,7,700168,3,"70051, Taiwan, Tainan City, West Central District, Heyi Rd, 62號1-4樓",22.9885689,120.1982928,5.0
70169,台南淨妍醫美診所,7,700169,3,"700, Taiwan, Tainan City, West Central District, Section 2, Hai'an Rd, 401號2樓",23.0004599,120.1984451,4.8
70170,愛爾麗診所 台南西門店,7,700170,3,"2樓, No. 662號, Section 1, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9886331,120.1979108,4.8
70171,新世紀眼科診所,7,700171,3,"No. 442號, Chenggong Rd, North District, Tainan City, Taiwan 704",23.0009614,120.1978197,3.8
70172,日光牙醫診所【台南隱適美矯正推薦、隱形牙套矯正推薦、3D齒雕、全瓷冠貼片、顯微根管治療】,7,700172,3,"No. 383號, Section 2, Minsheng Rd, West Central District, Tainan City, Taiwan 700",22.9973378,120.188909,4.9
70173,張文瑞骨科診所,7,700173,3,"No. 396號, Section 2, Ximen Rd, West Central District, Tainan City, Taiwan 700",22.9987824,120.2008536,4.4
70174,林春銘腦神經內科診所,7,700174,3,"No. 697號, Section 1, Ximen Rd, South District, Tainan City, Taiwan 702",22.9872819,120.1973758,4.2
70175,陳昱傑骨科診所-PRP血小板增生療法/脊椎免開刀注射治療,7,700175,3,"No. 218號, Chongshan Rd, East District, Tainan City, Taiwan 70169",22.9782826,120.2261649,4.7
70176,洪敏元耳鼻喉科診所,7,700176,3,"No. 111號, Dayong St, West Central District, Tainan City, Taiwan 70056",22.9898186,120.1927748,3.2
70177,楊耳鼻咽喉科診所,7,700177,3,"No. 171, Chenggong Rd, West Central District, Tainan City, Taiwan 700",22.9981071,120.2062014,3.4
70178,National Cheng Kung University Hospital,7,700178,3,"No. 138號, Shengli Rd, North District, Tainan City, Taiwan 704",23.002347,120.2193717,3.1
70179,大安享孕試管-鍾明廷台南試管嬰兒中心,7,700179,3,"700, Taiwan, Tainan City, West Central District, Section 3, Jinhua Rd, 167號3樓",22.9927341,120.192872,5.0
70180,Tainan Municipal Hospital,7,700180,3,"No. 670號, Chongde Rd, East District, Tainan City, Taiwan 701",22.9687059,120.2268128,2.9
