R_ID,Title,Type,ReviewsCount,Score,Location_ID
506,幸田樂/關東煮/輕食,6,56,4.4,1000506
507,瑞賢商號/米麩、穀粉,6,22,4.1,1000507
508,勳伯古早味豆花,16,46,4.7,1000508
509,阿娟的店,6,1,5.0,1000509
510,大排竹古早味的碗粿,2,6,5.0,1000510
511,松竹平價日本料理,14,127,4.0,1000511
512,阿德包子,6,69,3.9,1000512
513,白河吳家鳥蛋熱狗,68,19,4.8,1000513
514,呷看嘜越南美食,27,21,5.0,1000514
515,早安山丘-白河店,23,140,3.7,1000515
516,八森鐵板燒,51,124,4.9,1000516
517,娜Na手作廚房,69,841,4.6,1000517
518,北門豆花,16,482,4.3,1000518
519,巧禾熱炒,7,43,4.4,1000519
520,古早味麵店,3,1,4.0,1000520
521,阿欽魯肉飯,6,65,4.5,1000521
522,非比中西式早餐,2,1,4.0,1000522
523,阿智小吃,6,199,4.1,1000523
524,比比早餐,6,23,4.9,1000524
525,早安美芝城白河中正,2,28,4.6,1000525
526,珍珠越南小吃,6,4,4.5,1000526
527,晶采快餐,9,35,4.4,1000527
528,大新素食,6,9,4.8,1000528
529,米妮火鍋,6,2,5.0,1000529
530,白河圓環鹹酥雞,5,107,4.0,1000530
531,阿銀的店（素潤餅）,25,1,5.0,1000531
532,高一炭火砂鍋魚頭,9,17,4.6,1000532
533,廣興草魚粥,37,87,4.4,1000533
534,麵屋伊羽,14,15,4.7,1000534
535,七里香,6,31,3.5,1000535
536,小南老蘇排骨便當,9,259,3.9,1000536
537,白河初早餐,2,4,5.0,1000537
538,青青麵水餃店,1,8,5.0,1000538
539,東山大臉盆沙鍋魚頭,6,717,3.8,1000539
540,田媽媽北門嶼輕食風味餐廳,17,365,4.1,1000540
541,鹽鄉民宿餐廳 Salt Country House,6,1047,4.3,1000541
542,鍋燒玉麵,3,6,5.0,1000542
543,萬緞陽春麵,6,42,4.2,1000543
544,正之秋無毒農場,6,7,4.3,1000544
545,無名司目魚店,6,13,4.5,1000545
546,漚汪鍋燒意麵,6,11,4.6,1000546
547,翁記自助餐,6,4,3.5,1000547
548,漚汪台南排骨飯,6,25,4.2,1000548
549,麗雯桶仔雞,43,4,4.8,1000549
550,熬鍋燒-白河店,6,48,4.6,1000550
551,阿升生炒鴨肉焿,9,11,5.0,1000551
552,擱來自助餐,6,4,5.0,1000552
553,六年甲班義大利麵（白河店）,6,146,4.4,1000553
554,海王子庭園餐廳,7,945,3.7,1000554
555,青鯤鯓錦雀天然蝦乾,6,20,4.0,1000555
556,西濱商圈海巢生活空間,6,1,5.0,1000556
557,港式九龍鹽酥雞,5,1,5.0,1000557
558,上蠔烤蚵吃到飽,6,1952,4.8,1000558
559,客來堡,6,6,5.0,1000559
560,東方美,2,4,4.0,1000560
561,青鯤鯓周寶猜的火燒蝦蝦乾,6,59,4.6,1000561
562,早安美芝城將軍活力馬沙溝,2,11,3.7,1000562
563,萬味珍餐廳,20,682,4.2,1000563
564,秀碧蚵嗲,5,152,4.3,1000564
565,尚好味蚵嗲,6,96,4.5,1000565
566,優哆食堂將軍漁港店,7,14,4.4,1000566
567,李聖宮-鹹酥雞,6,8,4.4,1000567
568,海商海鮮餐廳,20,281,4.4,1000568
569,馬沙溝美而美,6,9,4.9,1000569
570,小邱小吃(邱家料理）,20,152,4.6,1000570
571,風鈴屋,6,247,4.2,1000571
572,早安美芝城青鯤鯓,2,15,4.3,1000572
573,阿玲小舖,6,3,5.0,1000573
574,白糖粿,12,3,4.7,1000574
575,藏鮮家,6,4,5.0,1000575
576,象仔海產,6,57,4.6,1000576
577,葉媽魚嶺 (A3-6),6,7,4.7,1000577
578,九叔公餐廳 將軍漁港海景宴會廳（海鮮蒸籠塔）,20,324,4.2,1000578
579,AMIS海邊坐坐覓食,6,57,4.9,1000579
580,阿枝家常小吃,20,3,5.0,1000580
581,繽熊-創意美食,6,55,5.0,1000581
582,海產攤,9,1,5.0,1000582
583,白河阿惠火雞肉飯,6,152,4.3,1000583
584,幸福豆漿,9,78,3.7,1000584
585,手作蛋餅專賣店,2,1,5.0,1000585
586,白河當歸羊肉,6,51,4.5,1000586
587,阿臭麵店,6,44,4.1,1000587
588,70年豆漿,2,1,5.0,1000588
589,帝王食補 白河店,21,97,3.9,1000589
590,阿猜海產,6,1,5.0,1000590
591,白河當歸鴨,39,45,4.2,1000591
592,榮皇火鍋、簡餐（白河店）,6,161,4.9,1000592
593,田媽媽 長盈海味屋 (米其林必比登推介、十大神農獎,20,443,4.2,1000593
594,小寶貝排骨麵,6,23,4.8,1000594
595,梅香便當,6,11,4.8,1000595
596,翁國代家藥膳美食館,6,2,5.0,1000596
597,白河大腸包小腸,6,1,5.0,1000597
598,菩提綠食餐飲,25,4,5.0,1000598
599,白河涼拌肉粿,6,1,5.0,1000599
600,白河麗玉桶仔雞,43,560,4.1,1000600
601,阿和蓮花園,6,9,3.8,1000601
602,雪都牛排,31,2,5.0,1000602
603,海宴平價快炒,9,2,5.0,1000603
604,客來堡早餐店,6,1,4.0,1000604
605,大排檔海鮮熱炒,7,8,4.5,1000605
606,豆菜麵,3,10,4.8,1000606
607,白河大籠包中西式早餐,6,101,4.1,1000607
608,阿富海產,7,42,4.4,1000608
609,美芝城早點,2,20,3.9,1000609
610,樂活東山早餐屋,2,3,4.7,1000610
611,大美早餐店,6,7,4.6,1000611
612,海豚灣早餐店,2,6,3.7,1000612
613,善化蔬(素)食館Shanhua Vegetarian Restaurant,22,207,4.1,1000613
614,錡翰早餐店,2,26,4.7,1000614
615,濃園滿漢餐廳,9,1900,4.3,1000615
616,張家水餃店,35,1264,4.4,1000616
617,美而美早餐店,2,1,5.0,1000617
618,樹谷懷舊餐廳,7,960,4.3,1000618
619,真美珍餐廳,6,3,4.0,1000619
620,味佳牛肉麵,1,4,4.0,1000620
621,瑪哈印度餐廳善化店Maharaja Indian restaurant,13,113,4.7,1000621
622,吉米THAI.泰式餐廳,52,1445,4.5,1000622
623,踩到貓兒RESTAURANT,21,291,4.1,1000623
624,QQ堡早餐店,2,31,4.6,1000624
625,有沒有牛肉麵,3,409,4.6,1000625
626,阿草肯得福（大社店）,43,18,4.5,1000626
627,牛肉麵,9,7,4.7,1000627
628,阿財早餐店,2,11,4.5,1000628
629,歸仁早餐店,2,1,4.0,1000629
630,Y博牛肉麵,6,38,4.4,1000630
631,酒河原居酒屋,15,1009,4.2,1000631
632,香夫子牛肉麵,3,109,4.3,1000632
633,老夫子牛肉麵,3,265,3.5,1000633
634,春發臭豆腐,47,121,4.5,1000634
635,尚益牛肉麵,6,25,4.6,1000635
636,益軒蕃茄牛肉麵,31,204,4.1,1000636
637,王媽媽早餐店,2,148,4.8,1000637
638,珍美味早餐店,6,35,4.9,1000638
639,中式早餐店,2,4,4.5,1000639
640,二饌牛肉麵,3,262,3.8,1000640
641,阿銘牛肉麵,3,457,4.3,1000641
642,頂璽懷舊飯館 Ding Shi Restaurant,6,116,4.4,1000642
643,品味現製素麵館,22,310,4.7,1000643
644,新感受,9,118,4.5,1000644
645,帝王食補 關廟店,21,120,4.3,1000645
646,程家水餃,35,45,3.8,1000646
647,元氣屋早餐店,2,8,4.1,1000647
648,中西式早餐店,2,5,4.2,1000648
649,一炎拉麵,67,62,4.7,1000649
650,轉角6號早餐店,2,18,4.7,1000650
651,東港鮪魚飯湯,70,2,3.5,1000651
652,所長茶葉蛋 (新化店),9,477,4.1,1000652
653,早安美芝城新化信義,2,43,3.9,1000653
654,新營宇航牛肉湯,7,862,4.4,1000654
655,店仔口肉丸（我們搬新家了）,70,8,4.9,1000655
656,日船章魚小丸子（白河店）,11,8,4.5,1000656
657,顏記水餃牛肉麵,6,71,4.5,1000657
658,新營黃省道阿伯泰國蝦專賣店,20,7,5.0,1000658
659,魔王狂暴雞排,71,1,5.0,1000659
660,頂長短樹站牌早餐車,2,85,4.7,1000660
661,莊子逍遙農場,6,5,5.0,1000661
662,東山虎媽雞蛋糕,16,26,5.0,1000662
663,享鮮食堂,31,17,4.9,1000663
664,早安美芝城早安活力東山,2,47,4.3,1000664
665,安溪寮鹽酥雞,6,136,4.6,1000665
666,阿文肉丸大腸,64,434,4.2,1000666
667,皇品牛排-安溪寮夜市,17,6,4.5,1000667
668,無名早餐店(鐵皮屋),2,7,5.0,1000668
669,新化黑輪伯,26,107,4.3,1000669
670,千香漢堡 新化中山店,2,48,4.0,1000670
671,新化正新中西式健康蔬食早午餐屋,22,86,4.9,1000671
672,粽粽早餐店,2,136,4.6,1000672
673,一心山羊肉,36,671,4.2,1000673
674,弘爺漢堡新化第一店,2,116,4.3,1000674
675,南化阿蘭餐廳,6,101,4.2,1000675
676,早安美芝城新化復興,2,86,4.3,1000676
677,麥當勞-台南歸仁餐廳,12,2162,3.9,1000677
678,珍牛川味牛肉麵,3,286,4.0,1000678
679,新化老爹牛肉麵,24,244,3.9,1000679
680,阿輝蛋餅早餐店,2,10,4.8,1000680
681,無名煎粿,6,30,4.4,1000681
682,泰國餐廳,52,2,5.0,1000682
683,後壁火車頭便當店,9,14,4.2,1000683
684,青龍山公園土雞城,24,445,3.8,1000684
685,紅螞蟻早點,2,8,4.8,1000685
686,兔子兜兜-義大利麵/燉飯/草本茶,60,45,5.0,1000686
687,魔王狂爆雞排,43,8,5.0,1000687
688,後壁車站非比早餐店,2,4,5.0,1000688
689,豚將拉麵新化店,67,335,3.9,1000689
690,金凱平價鐵板燒,51,72,4.2,1000690
691,晨間廚房早午餐新化中正店,23,132,3.6,1000691
692,新化廟邊枸杞土虱,24,75,4.3,1000692
693,鵬達早餐店,2,1,5.0,1000693
694,哈哈早餐店,2,143,4.8,1000694
695,麥當勞-台南新市餐廳,12,3382,4.0,1000695
696,呷J 鮮酥雞,5,18,4.9,1000696
697,本產羴新鮮山羊肉店,36,158,4.0,1000697
698,天味廣東粥,9,3,5.0,1000698
699,大目降文創 (瓜瓜園)新化果菜市場店,6,234,5.0,1000699
700,葉陶楊坊人文餐廳,7,2013,4.2,1000700
701,鬍鬚龍牛肉麵,1,182,4.4,1000701
702,鄉土情土雞小吃,7,200,4.4,1000702
703,佳佳園桶仔鶏,43,294,4.5,1000703
704,強強滾羊肉店（休息請看臉書公告,6,179,4.1,1000704
705,張家土雞,48,4,4.8,1000705
706,ㄧ斤溫體牛肉湯,23,51,4.5,1000706
707,老王砂鍋魚頭,7,78,4.6,1000707
708,化石館桶仔雞小炒,6,23,4.8,1000708
709,左鎮古早味秀娥阿嬷的店（肉粽、素碗粿、花生鹹粿、鹼羹和味增湯）,2,143,4.6,1000709
710,鄉土味小吃/左鎮最早的麵店/菜市場口/左鎮公有零售市場,7,59,4.5,1000710
711,後壁冰糖醬鴨 (Houbi Crystal Sugar Braised Duck),48,443,3.8,1000711
712,東山威記原汁排骨湯,9,115,4.8,1000712
713,綠谷西拉雅「愛家本舖」,6,1,4.0,1000713
714,【林家祖傳臭豆腐】,6,196,4.5,1000714
715,平埔族美食,6,758,3.7,1000715
716,吃飯,7,6,4.3,1000716
717,長泰隆,6,26,4.3,1000717
718,榮哥ㄟ 桶仔雞,24,27,4.2,1000718
719,新化林家園藝,6,303,4.1,1000719
720,ㄚ嘉鋼管雞,6,9,4.2,1000720
721,阿美土雞城,43,75,4.5,1000721
722,tigers nest,6,1,4.0,1000722
723,左鎮鋼管碳烤土雞,43,517,4.4,1000723
724,王家燻羊肉,6,973,4.0,1000724
725,椰子林美食餐廳,7,372,3.9,1000725
726,過嶺土雞城,6,5,4.0,1000726
727,左鎮排骨酥麵,6,6,4.0,1000727
728,愛幸福甕缸雞,43,38,4.8,1000728
729,東山-東方美早餐店,2,39,4.8,1000729
730,頂好水餃麵館,3,249,4.2,1000730
731,店小貳快炒,6,9,4.2,1000731
732,王家鴨排,6,137,4.0,1000732
733,阿真雞肉飯,57,2,4.5,1000733
734,正堂點心麵館,9,13,3.6,1000734
735,陳媽咪飯糰(後壁店),2,8,5.0,1000735
736,日常壽司,9,4,5.0,1000736
737,雞唄唄火雞肉飯,6,56,4.6,1000737
738,越南美食,27,43,4.2,1000738
739,蓮子風味餐創始店,6,4,3.5,1000739
740,麥當勞-台南安南海佃店,12,2568,4.0,1000740
741,慶平海產,20,2467,4.0,1000741
742,山東水餃店,6,69,4.1,1000742
743,鯨吞燒 串燒酒場-總本店,59,711,4.1,1000743
744,帝王宴會餐廳,6,224,4.0,1000744
745,Long Trunk Curry Thai Restaurant,6,6,4.8,1000745
746,TIMA超大豬排,72,430,4.4,1000746
747,徐媽媽早餐店,2,539,4.0,1000747
748,牛苑溫體牛肉火鍋,21,823,4.0,1000748
749,穎川水餃店,35,1203,4.1,1000749
750,SIOU JHIH秀枝餐飲-永華店,6,1567,4.2,1000750
751,晨翊早餐店,23,32,4.7,1000751
752,福爾摩沙遊艇酒店－威尼斯餐廳 Venice Restaurant,57,1240,4.4,1000752
753,福爾摩沙遊艇酒店－湖光餐廳 Lakeside Restaurant,24,522,4.7,1000753
754,三商巧福 台南門市,3,354,3.9,1000754
755,佳美早餐店,2,97,3.9,1000755
756,漢堡霞早餐店,2,25,4.7,1000756
757,【日銘鮨】 板前壽司 無菜單料理 台南美食 日式餐廳 安平日本料理 生魚片 握壽司,14,494,4.4,1000757
758,L'esprit café 初衷咖啡,73,295,4.4,1000758
759,美之城 早餐店,2,7,4.1,1000759
760,美而美早餐店,2,34,4.2,1000760
761,台南民生早餐店,2,16,3.6,1000761
762,張記早餐店,2,409,4.3,1000762
763,(朝代大飯店)皇朝中餐廳,74,4,3.8,1000763
764,椰庭餐廳（店休請看FB/IG),9,832,4.3,1000764
765,雲象泰式餐廳,52,1314,4.4,1000765
766,上漁町居酒屋,15,257,4.2,1000766
767,香茅魚泰式料理餐廳,6,542,4.3,1000767
768,Les OMBRES d'Ambre Restaurant光影餐廳,75,638,4.4,1000768
769,麥當勞-台南安平中華店,12,3090,3.8,1000769
770,小香港茶餐廳,10,1763,4.0,1000770
771,MexCafe 老墨酒吧 Mexican restaurant & bar ｜墨西哥餐廳,6,170,4.7,1000771
772,揚梅吐氣,18,399,4.4,1000772
773,故鄉涼麵,50,65,4.5,1000773
774,賢美早餐店,2,14,4.4,1000774
775,蓁家早餐店,2,8,5.0,1000775
776,阿蕊餐廳,6,11,3.6,1000776
777,台東牛肉麵,3,187,3.5,1000777
778,八方緣櫻桃烤鴨庄-善化門市/潛艇堡/淺艇堡/美食/特色/小吃/必吃/CP/夯/推薦/潛艇堡/下午茶/外送/善化美食/善化午餐/善化晚餐/善化小吃/善化好吃/善化推薦美食/restaurants/善化餐廳/南科美食/南科下午茶/台南美食/,9,1136,4.6,1000778
779,九灶羊肉海鮮自助鍋物,6,754,4.3,1000779
780,合豐園牛肉麵,3,264,4.1,1000780
781,橘井草本園,76,3,5.0,1000781
782,麥當勞-善化光復餐廳,12,2861,3.9,1000782
783,大成庭園餐廳－合菜 推薦 婚宴會館 高cp值 春酒尾牙 商業合菜 喜宴 台菜 客製化合菜 公司商業聚餐 人氣 餐廳評價,65,880,3.9,1000783
784,漾煙鍋,21,643,4.8,1000784
785,茂興土雞城,9,258,3.9,1000785
786,山分甜茶館,22,55,4.4,1000786
787,龜丹水哥溫泉區 | 龜丹休閒體驗農園-溫泉民宿 | 仿野溪原石設計溫泉區 HOT-SPRING RESORT,41,721,3.7,1000787
788,嘟嘟現炒餐廳,7,1022,4.3,1000788
789,老陳牛肉麵,3,122,3.6,1000789
790,牛山烤雞 庭園餐廳,18,139,4.0,1000790
791,東方美早餐店(成功店),6,30,4.2,1000791
792,東方美早餐店,2,1,5.0,1000792
793,台西鵝肉,6,119,4.3,1000793
794,東家肉燥飯,6,30,4.3,1000794
795,玉井有間冰舖芒果冰,16,6179,4.3,1000795
796,山上拉麵館,67,1,5.0,1000796
797,玉梅芒果冰,16,413,4.7,1000797
798,阿祐吐司 Ayu Toast (台南新市店),23,84,4.9,1000798
799,珍好味臭臭鍋 新市店,21,105,3.7,1000799
800,早安美芝城新市活力光華,2,113,3.5,1000800
801,霸王海鮮塔汕頭沙茶爐,20,470,4.5,1000801
802,戰鬥雞 油雞/醉雞 輕食餐盒 新市仁愛店,43,20,4.2,1000802
803,麥味登,2,12,4.1,1000803
804,麻小二麻辣燙 新市店,21,299,4.2,1000804
805,元氣甜湯 微甜低糖穀物類甜湯飲品專賣店,16,55,4.5,1000805
806,Oden黑殿大腸包香腸,26,130,4.1,1000806
807,芫朗手作早午餐新市店,2,24,4.2,1000807
808,碳鍋屋村私房料亭燒肉,54,272,4.0,1000808
809,早安美芝城新市活力中正,2,140,3.5,1000809
810,巧思虱目魚羹泰國船麵,17,1,5.0,1000810
811,周氏蝦捲（社區中心）,7,37,4.2,1000811
812,早安美芝城新市活力延平,2,32,3.7,1000812
813,傻師傅湯包,9,14,3.6,1000813
814,小熊家,24,27,3.8,1000814
815,凱旋餐廳,6,616,3.9,1000815
816,蹄膀封肉- 台南伴手禮推薦｜古積食品,7,81,4.6,1000816
817,杜家碳烤鋼管雞,77,34,4.6,1000817
818,老趙炸蛋蔥油餅,34,9,5.0,1000818
819,瓦樣山巷 台南玉井農莊 異國蔬食料理 （戶外婚禮 住宿 露營農場 民宿 車泊 會議廳出租 團體聚餐 遊覽車可停 ）隱藏版美食 景觀餐廳 網美餐廳,22,698,4.3,1000819
820,早安美芝城台南活力南化,2,10,4.0,1000820
821,裕農場,6,3,4.7,1000821
822,愛文鄉冰島（玉井店）,22,524,4.0,1000822
823,安仔甕缸雞,43,908,4.0,1000823
824,玉井區農會熱情小子芒果冰館,16,2572,3.9,1000824
825,神采日式涮涮鍋,21,134,4.1,1000825
826,修圓道場,78,11,4.4,1000826
827,茗點漢堡,23,47,4.7,1000827
828,番 大眾酒場,15,571,4.3,1000828
829,拉亞漢堡 新市中興,23,84,4.1,1000829
830,蘋果早餐車,2,5,4.2,1000830
831,尚慶水餃館,9,56,4.4,1000831
832,小華素食,22,184,4.1,1000832
833,巴豆夭百元鍋物-台南新市南科店,21,243,4.9,1000833
834,KALUWA泰式音樂餐廳,52,710,4.2,1000834
835,福滿居自助餐,57,9,3.9,1000835
836,摩斯漢堡 南科店,62,404,3.9,1000836
837,李氏別苑 仁愛店,10,100,4.8,1000837
838,品福關東煮,14,10,5.0,1000838
839,漢堡大師新市民族店,2,10,3.7,1000839
840,好時光手作早餐（Good day）,2,24,4.9,1000840
841,鉄大正咖哩專門店,79,248,4.1,1000841
842,新市鍋就好臭臭鍋,21,340,3.9,1000842
843,阿華早餐店,2,2,4.5,1000843
844,九湯屋日本拉麵新市店,67,187,4.2,1000844
845,玉井春捲王 市場口大腸香腸,6,3,3.7,1000845
846,青青芒果冰,16,0,,1000846
847,賀呷ㄟ飯糰,2,3,5.0,1000847
848,小謝鱔魚意麵,9,1,5.0,1000848
849,早安美芝城玉井活力中正,2,83,4.0,1000849
850,玉井大眾餐廳 | 喜慶宴會 | 團體合菜 | 大小聚餐 | 露營伙食 | 農特產品 | 外送食才服務(便當/野炊/烤肉/合菜/宵夜),6,242,3.8,1000850
851,阿鴻土魠魚羹,39,11,4.9,1000851
852,百里燒餅店,2,21,4.6,1000852
853,上鼎茶莊,23,35,4.7,1000853
854,玉井林記虱目魚粥店,37,90,4.1,1000854
855,聖覺蔬食,25,38,4.5,1000855
856,玉井讚冰店-芒果冰 分店,16,16,4.9,1000856
857,玉井包子饅頭早餐店,2,37,4.3,1000857
858,玉井讚冰店-芒果冰 總店,16,1001,4.8,1000858
859,水果愛上冰,6,4,4.8,1000859
860,麥味群漢堡店,6,148,4.3,1000860
861,玉井圓環手工蔥抓餅,2,4,5.0,1000861
862,吐司廚房-早午餐,23,45,4.4,1000862
863,阿紅越南美食,17,5,4.6,1000863
864,翔楓火鍋城,6,14,3.8,1000864
865,雅竹麵館,1,121,3.9,1000865
866,瓏示寶,6,13,4.5,1000866
867,一魚12吃 - 台南 水庫推薦美食 中式料理 熱炒 特色平價山產 合菜小吃首選PTT雜誌推薦餐廳,6,138,3.9,1000867
868,鄭福記滷味,9,12,4.3,1000868
869,餃子本舖（冷凍水餃）,35,11,5.0,1000869
870,美味香早餐,2,1,4.0,1000870
871,妙音素食,25,13,4.2,1000871
872,新市土地公臭豆腐,47,1203,4.1,1000872
873,極品咖哩讚岐烏龍麵,79,80,4.6,1000873
874,巨食強身,80,32,4.6,1000874
875,華興75煎盤粿,2,8,4.5,1000875
876,川醉湘-台南新市店,24,47,4.6,1000876
877,小鹿豆花,16,35,4.7,1000877
878,炭厚飽炭烤土司,2,21,4.3,1000878
879,京享鐵板燒 新市店,51,913,4.7,1000879
880,Kiss pizza(台南LM店）,81,62,3.8,1000880
881,小熊蹲蹲食堂,23,6,4.8,1000881
882,晨間廚房早午餐新市龍目井店/蛋餅/早餐/麵/吉的堡美語陽光分校,23,105,3.9,1000882
883,早安山丘-新市潭頂店,23,36,4.3,1000883
884,早安山丘-新市信義店,23,101,4.3,1000884
885,曾記古早味大腸香腸店,6,84,4.6,1000885
886,梅花飯店楠西店,7,390,4.2,1000886
887,真維信鮮魚湯,6,85,4.3,1000887
888,阿和羊肉店,9,37,4.4,1000888
889,老牛伯豬血豬肺粿專賣店,36,447,3.9,1000889
890,如意饌鍋物,17,26,4.6,1000890
891,呷好寶素食,22,186,4.6,1000891
892,小地方素食早餐店,2,17,4.7,1000892
893,千香漢堡 玉井民族店,23,28,4.3,1000893
894,三好肉燥飯,9,7,5.0,1000894
895,阿仁羊肉店,9,124,3.8,1000895
896,龍鳳山海產,20,7,4.9,1000896
897,玉井二空涼麵,50,602,4.1,1000897
898,玉井夜市-葉家羊肉,6,7,3.7,1000898
899,弘爺漢堡 台南玉井店,2,17,4.0,1000899
900,自然味素食 素披薩,25,38,4.4,1000900
901,王記烤雞,66,29,3.5,1000901
902,鶯姊的店 南化美食 鈺鼎步道附近美食,34,8,4.4,1000902
903,玉井長壽屋素食,25,220,4.3,1000903
904,佳芳快餐,24,5,4.8,1000904
905,陽春麵店,6,228,4.3,1000905
906,臭豆腐,6,122,4.1,1000906
907,楊記佰元平價熱炒,9,125,4.2,1000907
908,雞蛋糕,6,4,5.0,1000908
909,Full Go府果手工冰淇淋,6,1,5.0,1000909
910,瑪莎園,6,981,4.1,1000910
911,巧思漢堡早午餐,2,13,4.4,1000911
912,晨光早午餐/早餐,23,25,4.4,1000912
913,新素健康素食,22,91,4.4,1000913
914,蒔柒鐵板燒,51,107,5.0,1000914
915,潮味決·湯滷專門店 台南新市分社,9,467,4.7,1000915
916,和味牛肉湯 新市店,6,71,4.2,1000916
917,上味魷魚羹,24,8,5.0,1000917
918,老陳牛肉麵新市店,3,326,4.4,1000918
919,小謝鱔魚意麵,9,3,5.0,1000919
920,胡椒黃,2,206,4.4,1000920
921,越南山蓮牛肉河粉(新市店),27,429,4.2,1000921
922,惹鍋南科店,21,4017,4.8,1000922
923,鮨 本味 台南無菜單料理/板前割烹料理,82,126,4.7,1000923
924,旺角居酒屋-熱炒 啤酒屋,83,65,4.6,1000924
925,一鴨2腿,24,67,4.3,1000925
926,素食薏仁粥,23,11,4.8,1000926
927,來呷飯川食堂-新市店,84,466,4.0,1000927
928,阿咪廚房,23,142,4.6,1000928
929,楠西無名麵糊蛋餅,2,17,4.7,1000929
930,好友小吃館,7,87,4.0,1000930
931,三媽臭臭鍋玉井店,6,167,3.6,1000931
932,玉天冰舖,16,35,4.3,1000932
933,茶步道 巷弄食堂 (玉井中華店）,9,23,3.7,1000933
934,小妹越南料理,44,4,4.8,1000934
935,阿國牛肉湯(高評分),6,403,4.6,1000935
936,津好自助餐便當專賣店,6,9,4.4,1000936
937,梅麗娟越南河粉,44,30,4.5,1000937
938,九叔公餐廳 （桶仔雞）,9,579,4.0,1000938
939,明哥烤雞,6,20,3.8,1000939
940,櫻桃烤鴨庄-玉井門市,9,13,3.8,1000940
941,玉光素食館,25,7,4.3,1000941
942,珍可味,3,3,5.0,1000942
943,八方雲集 台南玉井店,6,25,4.6,1000943
944,佳吉祥當歸鴨（台南玉井店）,6,15,3.6,1000944
945,(玉井)素食小館,22,11,4.4,1000945
946,滷滷咪(滷味、鹽酥雞),5,23,4.2,1000946
947,綠色空間,6,1382,4.0,1000947
948,樹屋蔬食,22,25,4.5,1000948
949,虎頭山老鄉長餐廳,6,223,4.2,1000949
950,魷魚焿、羊肉焿,6,26,4.2,1000950
951,大自然蛇肉全餐,6,16,4.9,1000951
952,早安美芝城早餐店,2,35,4.0,1000952
953,廣華養生藥膳-楠西場,6,4,5.0,1000953
954,美好一天早午餐,23,6,4.5,1000954
955,早點,2,2,5.0,1000955
956,東忠利商號,6,11,5.0,1000956
957,上賓生活美食,6,32,3.7,1000957
958,陳媽咪,6,1,4.0,1000958
959,無名早餐,2,1,4.0,1000959
960,Lomihan Sa Annan,85,11,4.9,1000960
961,玉泉餐廳（公休日看FB粉專，玉泉餐廳）,6,30,5.0,1000961
962,阿琪中式早午餐,23,55,4.1,1000962
963,小兔來了餐廳-新市總店 潛艇堡/熱狗堡/漢堡/刈包/義大利麵/下午茶/餐盒,6,207,4.8,1000963
964,宏春小館,9,4,4.5,1000964
965,小東門咖哩-台南新市店,79,515,4.6,1000965
966,炸雞大獅-台南新市店,12,151,5.0,1000966
967,台南蔡虱目魚專賣店新市店,38,1007,4.0,1000967
968,珍品手工水餃,9,5,4.2,1000968
969,彙真麵館,9,3,4.0,1000969
970,雙醬咖哩 - 新市店,79,58,4.4,1000970
971,新市阿雲烤鴨,48,10,5.0,1000971
972,大饌章魚小丸子,86,4,3.5,1000972
973,鍋湯滙24H(台南新市),21,406,3.9,1000973
974,ร้านคุณแม่ 泰媽媽泰式料理,52,71,4.7,1000974
975,柒樓餐廚空間,23,10,5.0,1000975
976,家作麵店,9,1,4.0,1000976
977,非店面薑母鴨,87,2,5.0,1000977
978,五鮮級鍋物專賣 台南新市店,21,1652,4.6,1000978
979,果農之家,6,1191,4.3,1000979
980,臺南楠西梅嶺楓采榆咖啡,6,85,4.4,1000980
981,妙元素食坊,22,112,4.4,1000981
982,梅嶺梅子雞本鋪,7,75,3.6,1000982
983,越南美食,27,1,5.0,1000983
984,太山梅子雞,9,369,4.4,1000984
985,天香園梅仔雞餐廳,6,203,4.3,1000985
986,森77黑白切小吃店,6,373,4.5,1000986
987,鄉味麵攤,9,5,4.2,1000987
988,空白餐館,6,221,4.8,1000988
989,米町廚房,6,215,4.1,1000989
990,蜜旺果玉井芒果乾,6,264,4.4,1000990
991,普陀素食,25,90,4.1,1000991
992,三千院,88,931,4.4,1000992
993,川劉陳碳烤鋼管雞,43,4,4.5,1000993
994,小歇冰舖簡餐咖啡廳,6,918,4.9,1000994
995,魔法森林景觀咖啡小餐館,64,1706,4.7,1000995
996,玉井和源麵館,6,62,4.2,1000996
997,景美是吉景觀咖啡餐廳,6,384,4.4,1000997
998,二層坪梅子雞,6,513,4.4,1000998
999,梅嶺野店食堂,18,136,4.9,1000999
1000,文川梅子雞城,6,2523,4.1,10001000
1001,大眾餐飲,6,249,4.1,10001001
1002,梅嶺。俊明的家,9,17,4.6,10001002
1003,青山山龍亭,6,1,5.0,10001003
1004,隱田山房,6,2593,4.4,10001004
1005,2031幸福包裝場,6,242,4.6,10001005
1006,梅嶺福來梅仔雞,9,1124,4.1,10001006
1007,披薩家族,60,1,5.0,10001007
1008,早安美芝城鹽水活力朝琴,2,34,4.5,10001008
1009,和緣日式料理 He-Yuan Japanese Cuisine,14,222,3.9,10001009
1010,白雪冰菓室,16,173,4.4,10001010
1011,爭鮮迴轉壽司-新營店,89,1195,3.9,10001011
1012,蓮城越南料理,27,351,4.0,10001012
1013,緣來一家小籠包、蒸餃、蘿蔔糕專賣店,9,139,4.8,10001013
1014,雙多火鍋店,21,176,4.6,10001014
1015,好朋友台越美食,27,7,4.9,10001015
