R_ID,Title,Type,ReviewsCount,Score,Location_ID
1016,富林漢堡早餐專賣店,2,24,4.5,10001016
1017,龍鳳東大門韓國料理,53,1299,4.2,10001017
1018,朝司暮想 肉排蛋吐司 新營店,2,55,4.5,10001018
1019,蠔宅海鮮料理-鮮蚵吃到飽,66,56,4.8,10001019
1020,林 · 鹹米糕、排骨酥《原復興路》,9,23,4.1,10001020
1021,喬記北平烤鴨,36,71,4.6,10001021
1022,賀嘉屋,23,10,4.8,10001022
1023,鹽水朝琴路東方美,2,80,4.3,10001023
1024,讚不絕口風味小火鍋-新營店,21,104,4.2,10001024
1025,麥町吐司工房-台南鹽水,23,44,4.2,10001025
1026,新北涼麵 X 漫典手作美食,50,16,4.8,10001026
1027,溝邊生猛海鮮,20,120,4.0,10001027
1028,麥當勞-台南新營餐廳,12,3143,4.1,10001028
1029,松香素食早餐 水煎包,6,48,4.4,10001029
1030,士林廣東粥,37,59,4.2,10001030
1031,古早味燒餅,2,31,4.2,10001031
1032,食卉煖鍋,21,84,3.5,10001032
1033,錢樂日式涮涮鍋,21,197,4.0,10001033
1034,晨間廚房早午餐新營東興店/蛋餅/早餐/麵/新東國中附近,23,83,4.0,10001034
1035,八角樓當歸鴨,36,72,3.8,10001035
1036,早安早安早餐店,23,23,4.4,10001036
1037,樂檸漢堡 THEFREEN BURGER（台南國道北上新營門市）,12,901,4.2,10001037
1038,函本憶屋,26,38,4.9,10001038
1039,香香鹽酥雞,5,114,4.4,10001039
1040,台北羊肉.魷魚羹,3,79,4.2,10001040
1041,阿洲人蔘枸尾雞,21,548,4.4,10001041
1042,清珠布丁豆花,16,252,4.3,10001042
1043,蔡家香腸,26,122,4.2,10001043
1044,四海遊龍 新營店,35,205,4.0,10001044
1045,知味土魠魚焿,7,105,3.6,10001045
1046,麥當勞-新營家樂福餐廳,12,349,3.8,10001046
1047,傳香飯糰-中西式早餐,2,8,4.1,10001047
1048,松竹屋,82,88,4.0,10001048
1049,呷飽盒-中正店,23,13,3.6,10001049
1050,美e美早餐店,2,13,4.4,10001050
1051,懶的丼 · 鷄唐揚げ專賣,5,597,4.4,10001051
1052,客來堡活力早餐,2,47,4.6,10001052
1053,校長食館,9,43,4.4,10001053
1054,川果綠原,80,253,4.4,10001054
1055,初早餐新營店,2,9,4.6,10001055
1056,芳珍蔬食-新營民治店,25,55,4.4,10001056
1057,永茂豬頭飯,2,25,4.1,10001057
1058,紫妙素食,25,117,4.1,10001058
1059,蓮霧海產,20,17,4.7,10001059
1060,五井拉麵(新營店),67,389,3.7,10001060
1061,林家莊海鮮,20,115,3.9,10001061
1062,柒早日式早午餐 - 新營民治店,23,292,4.4,10001062
1063,八號有家烤魚,38,52,5.0,10001063
1064,藝鍋物-新營店,21,383,4.4,10001064
1065,潮味決．湯滷專門店 台南新營分社,9,69,4.3,10001065
1066,蔣家碗粿米糕,7,123,4.5,10001066
1067,自然族麵館,3,70,4.1,10001067
1068,三媽臭臭鍋鹽水店,21,138,3.6,10001068
1069,二板關東煮,26,14,4.3,10001069
1070,煎佐麻里蔥油餅（台南鹽水）,9,1,5.0,10001070
1071,後壁樹仔下菜尾湯,7,163,4.0,10001071
1072,巧巧堡早餐店,2,50,4.3,10001072
1073,新月義式蔬食,22,280,4.9,10001073
1074,R37宵夜,9,16,5.0,10001074
1075,無名草魚湯,9,3,5.0,10001075
1076,素食水煎包,2,6,5.0,10001076
1077,家鄉牛肉麵,3,174,3.8,10001077
1078,蛋餅大王,2,29,4.8,10001078
1079,呷鍋小火鍋,21,1077,4.4,10001079
1080,土產沙茶牛羊肉大王,24,25,4.0,10001080
1081,阿婆肉包,2,27,4.3,10001081
1082,鹽水 清香馨牛肉麵,3,350,4.5,10001082
1083,時代意麵,3,118,4.0,10001083
1084,HOME City 我的家義式餐廳,60,714,4.2,10001084
1085,阿月臭豆腐,24,21,5.0,10001085
1086,美而美-民治店,2,30,4.4,10001086
1087,省都川菜海鮮餐廳,84,596,4.3,10001087
1088,上好食堂,3,94,3.6,10001088
1089,阿蘭泰式,52,33,4.7,10001089
1090,小上海香酥雞,43,1,5.0,10001090
1091,鹽水夜市 賴家牛排,9,2,5.0,10001091
1092,阿妙意麵,7,1242,4.2,10001092
1093,倆姐妹越南小吃,6,53,4.1,10001093
1094,圓壽司,30,211,4.0,10001094
1095,鹽水阿莊牛肉麵,90,49,4.1,10001095
1096,早安山丘（鹽水店）,23,75,4.5,10001096
1097,婆媳鹽水意麵,3,441,4.9,10001097
1098,台灣奇雞 甕仔雞,43,171,4.0,10001098
1099,米軒壽司 Mi-Xuan Sushi House,30,228,4.4,10001099
1100,A Life 好.生活整合國際旅宿,87,80,5.0,10001100
1101,張記海產,20,82,4.7,10001101
1102,新營家鄉味麵食館,3,574,4.7,10001102
1103,泰碳吉小廚,52,170,3.8,10001103
1104,珍禾駕薑母鴨&臭薯條複合式炸物,6,10,5.0,10001104
1105,富林漢堡店,2,17,4.7,10001105
1106,鹽水炭烤,66,1,5.0,10001106
1107,黑輪豬血湯臭豆腐,2,6,4.5,10001107
1108,食光雞,91,11,4.9,10001108
1109,小米蛋餅,2,43,4.5,10001109
1110,香香美食坊 | 中式餐館 | 奶焗飯 炒烏龍,9,46,4.5,10001110
1111,洋城義大利餐廳-新營家樂福店,60,2742,4.8,10001111
1112,麥味登 鹽水北門店,23,36,3.7,10001112
1113,陽光休閑農場,43,2,4.5,10001113
1114,真好味意麵,6,160,4.2,10001114
1115,草魚湯,9,1,5.0,10001115
1116,洪老記牛肉麵（新營店）,3,91,3.6,10001116
1117,五鮮級鍋物專賣 新營民權店,21,1078,4.1,10001117
1118,（梅）順財肉丸,9,1,4.0,10001118
1119,土耳其餐酒館 Ayşe Turkish Restaurant,92,99,4.8,10001119
1120,醉月軒,6,190,4.0,10001120
1121,雪記粥品店,37,132,4.4,10001121
1122,度小月擔仔麵 中正旗艦店,7,2565,4.0,10001122
1123,食下有約 想法廚房-安平美食/安平餐廳/安平下午茶/台南美食/,93,341,3.9,10001123
1124,Hi！咖哩,79,211,3.9,10001124
1125,阿成製麵所（停業中）,69,218,4.7,10001125
1126,25弄居間,14,76,4.7,10001126
1127,南門牛肉麵,3,343,4.6,10001127
1128,燕喃水餃店,35,908,3.9,10001128
1129,極度乾冰（台南店）,94,59,5.0,10001129
1130,島和職人燒肉鍋物料理 台南旗艦店,54,250,4.7,10001130
1131,吃到堡早餐店,2,3,3.7,10001131
1132,三商巧福 南特門市,1,374,3.6,10001132
1133,小不點早餐店,6,84,4.4,10001133
1134,台南火鍋-老城門·台南火鍋推薦/台南必吃火鍋/台南安平美食,21,1931,4.5,10001134
1135,虫二 where café _ 週二週三固定公休,23,319,4.6,10001135
1136,街角早餐店,23,18,4.4,10001136
1137,がんこ 莞固和食 安平會館,88,102,4.4,10001137
1138,QQ堡早餐店,6,15,4.6,10001138
1139,和森鮓 日本料理/握壽司/丼飯/定食/燒物,95,1375,4.7,10001139
1140,吉香早餐店,2,30,4.7,10001140
1141,度小月擔仔麵 台南老店,7,3021,4.0,10001141
1142,吾庵食業-中西推薦咖哩飯|人氣咖哩|熱門咖哩|人氣餐廳|必吃咖哩|在地推薦餐廳,79,421,4.8,10001142
1143,74號早餐店,2,88,4.4,10001143
1144,無名早餐店,2,58,4.5,10001144
1145,雙好港式燒臘,9,208,4.1,10001145
1146,喧宵いざかや,15,523,4.4,10001146
1147,炒飯專家,7,811,4.3,10001147
1148,木匠炭火燒肉,54,550,3.8,10001148
1149,山也海鮮餐廳,6,117,4.3,10001149
1150,夏林海鮮炭燒,20,1491,4.0,10001150
1151,飲食客,6,813,4.4,10001151
1152,廟口清燉牛肉麵,3,575,4.1,10001152
1153,美美早餐店,2,13,4.3,10001153
1154,葉家小卷米粉,6,4660,4.2,10001154
1155,早餐屋早餐店,2,18,4.3,10001155
1156,太子宮早餐店,9,4,5.0,10001156
1157,新圓坊早餐店,23,3,4.7,10001157
1158,阿珍牛肉麵,6,51,4.2,10001158
1159,多多御膳早餐店,2,18,4.6,10001159
1160,海口海鮮餐廳,20,3096,4.3,10001160
1161,洋蔥咖哩工房,79,1346,4.3,10001161
1162,Miacucina 台南西門店,60,507,4.2,10001162
1163,理島 台南餐廳 美食 牛排 西餐 Restaurants,6,151,4.9,10001163
1164,幸福製造所 x 小覓秘,6,878,4.3,10001164
1165,味香牛肉麵,3,454,4.4,10001165
1166,毛房 蔥柚鍋 台南日式火鍋,21,5221,4.6,10001166
1167,活佛歐式素食餐廳,25,2327,4.3,10001167
1168,麥當勞-台南金華店,12,2309,4.0,10001168
1169,8818 Pizza Restaurant 比薩屋,45,2561,4.3,10001169
1170,心丼食堂-日本料理美食 壽司 丼飯外帶餐盒 公司企業機關團體便當(人氣必吃),6,504,4.2,10001170
1171,瑪哈印度餐廳Maharaja indian Restaurant,96,885,4.4,10001171
1172,沙卡里巴,7,1581,4.1,10001172
1173,星期五美式餐廳 台南新天地餐廳,97,1241,4.2,10001173
1174,NEST餐廳酒吧,52,1701,4.6,10001174
1175,東方美,2,22,4.5,10001175
1176,早安美芝城新營大同,2,56,4.4,10001176
1177,瘋狗堡新營總店,68,154,4.1,10001177
1178,福豆屋壽喜燒,4,917,4.1,10001178
1179,溢品順哥,84,112,4.2,10001179
1180,小西南早餐店,2,24,4.2,10001180
1181,早安美芝城新營正義,2,68,4.1,10001181
1182,宜華蛋餅（新營三民店）,2,97,3.9,10001182
1183,生活滿點早餐店,2,22,5.0,10001183
1184,早安美芝城六甲中正,2,45,4.5,10001184
1185,香夫子牛肉麵,1,580,4.1,10001185
1186,上慈素食便當、海苔飯捲、拉麵,22,143,4.6,10001186
1187,丸堡肉蛋堡專賣店,62,24,4.9,10001187
1188,福味炒飯鍋燒,24,89,4.3,10001188
1189,得意中華東山鴨頭 - 東山服務區,98,142,3.6,10001189
1190,麻吉鹹水雞&麻辣雞,87,30,4.6,10001190
1191,麥當勞-台南新光三越二餐廳,12,127,3.5,10001191
1192,黃金屋早餐店,2,14,4.4,10001192
1193,燒肉工廠 台南旗艦店,54,1924,3.9,10001193
1194,Dumplings restaurant,6,2,4.0,10001194
1195,麥當勞-台南裕農店,12,2531,4.0,10001195
1196,烤杯日式燒烤,99,261,4.2,10001196
1197,雅芳早餐店,2,46,4.5,10001197
1198,上崙早餐店,2,1018,4.4,10001198
1199,每朝早餐店,2,97,4.2,10001199
1200,家禾便當柳營店,23,16,4.4,10001200
1201,家福川菜館,84,450,4.0,10001201
1202,高興手工水餃煎餃專賣店,35,51,3.8,10001202
1203,口福羊肉店台南六甲店,21,873,3.9,10001203
1204,柳營味亦美早餐連鎖專賣店,2,53,4.4,10001204
1205,黑輪將,26,1688,4.4,10001205
1206,高媽媽早餐店,2,48,4.7,10001206
1207,唐媽媽早餐店,2,55,4.6,10001207
1208,小方舟串燒酒場 台南居酒屋,15,3963,4.6,10001208
1209,自由路二段早餐店(古早味粉漿蛋餅.鍋燒意麵.肉燥飯.豆漿.小肉豆.肉粽.碗粿),2,105,3.8,10001209
1210,肉粽早餐店,6,80,4.3,10001210
1211,三商巧福 仁德門市,3,594,3.9,10001211
1212,萬客樓WAN KE LOU 餐館,3,3835,3.9,10001212
1213,苷簞蔬食-裕農總店,22,327,4.6,10001213
1214,晨翔早餐店,6,21,3.9,10001214
1215,韓朝 崇明店,53,1146,4.0,10001215
1216,長春健康素食中華店,22,692,4.0,10001216
1217,鹽水意麵,9,6,4.5,10001217
1218,禾來草魚粥,37,157,4.0,10001218
1219,派蒂漢堡六甲店,23,97,4.3,10001219
1220,上品素食,22,168,4.5,10001220
1221,金嗷早西式早午餐,23,87,3.8,10001221
1222,林家麵店,1,46,4.5,10001222
1223,山仔腳無名麵店-歡喜來見麵,1,128,4.3,10001223
1224,舞壽司美味專賣（ 最晚收客時間19點40❤️） 台南美食台南日本料理 台南日式料理 台南必吃 南區美食南區壽司,6,3142,4.7,10001224
1225,里定食居酒屋,15,301,3.9,10001225
1226,早餐店(古早味),2,70,4.6,10001226
1227,文華早餐店,23,16,4.1,10001227
1228,日寧餐廳 - 泰式料理,6,626,4.9,10001228
1229,開元路當歸鴨,3,1,4.0,10001229
1230,漫步維根 Vegan kitchen （即日起平日提供晚餐預訂餐盒）,22,734,4.7,10001230
1231,屯京拉麵 南紡店,67,1010,4.3,10001231
1232,柳營福伯豆菜麵,9,3,4.3,10001232
1233,盈家自助餐,6,10,4.6,10001233
1234,太康壹壹參,6,49,4.4,10001234
1235,周氏蝦捲-台南東山休息站店,7,115,4.0,10001235
1236,小腳腿美而美漢堡店,2,10,3.7,10001236
1237,施媽媽早餐坊,2,22,4.6,10001237
1238,春美の店,6,21,4.6,10001238
1239,喜椪比利時鬆餅,6,3,4.3,10001239
1240,包阿嬤的灶腳,6,46,3.9,10001240
1241,烤友社,6,109,4.7,10001241
1242,真愛健康養生館,6,6,3.5,10001242
1243,東山聖賢國小碗粿,2,4,4.8,10001243
1244,肯得利香雞排小腳腿店,6,27,4.5,10001244
1245,東港漁鄉(東山服務區),6,18,3.7,10001245
1246,太康食堂,9,381,4.8,10001246
1247,尖山埤宴會廳,6,15,4.4,10001247
1248,小古巴 手作漢堡,100,1470,4.7,10001248
1249,集雅朵法式餐廳,101,266,4.4,10001249
1250,咕嚕家庭料理館,31,1036,4.3,10001250
1251,美又堡早餐店,2,57,4.7,10001251
1252,麥當勞(台南西門店),12,2358,3.8,10001252
1253,印度皇宮Indian Palace(南紡店),13,986,4.4,10001253
1254,(台糖長榮酒店)長園中餐廳,9,629,4.3,10001254
1255,大峽谷優美山莊,6,58,4.0,10001255
1256,忘憂谷,6,106,4.2,10001256
1257,廚房有雞花雕雞中華總店,9,3476,4.6,10001257
1258,單賣共和國,93,493,4.7,10001258
1259,果毅大漢堡,2,4,4.3,10001259
1260,早安美加美,2,2,5.0,10001260
1261,桂華園,9,44,3.9,10001261
1262,一品香漢堡,23,2,5.0,10001262
1263,小腳腿羊肉店,7,981,4.3,10001263
1264,手信坊 東山服務區,6,12,3.6,10001264
1265,阿珠雞肉飯,7,158,4.4,10001265
1266,台灣第一家,6,2,5.0,10001266
1267,六六雅舖,6,8,4.9,10001267
1268,台灣杉大腸蔥味香腸,26,12,4.6,10001268
1269,阿榮師蚵嗲,6,113,4.9,10001269
1270,東山區枋子林麵攤,3,1,4.0,10001270
1271,小食堂,9,13,4.6,10001271
1272,楊媽媽自助餐便當,6,6,5.0,10001272
1273,葉燕的店,17,1,4.0,10001273
1274,阿津豆菜麵,6,3,4.7,10001274
1275,越南河內美食,27,39,4.8,10001275
1276,台南柳營露水雞,6,899,4.0,10001276
1277,爭鮮 gogo 東山店,30,60,4.0,10001277
1278,好食雞土雞城 虎頭蜂雞湯,6,14,4.9,10001278
1279,烏司答土耳其居家香料料理餐廳,92,805,4.4,10001279
1280,南化廣式鮮肉包,2,8,4.4,10001280
1281,田季發爺燒肉 台南中華店,99,4384,4.5,10001281
1282,肯德基 台南東門餐廳,12,2038,3.9,10001282
1283,麥當勞-台南仁德店,12,2063,4.0,10001283
1284,南化早餐店蟹堡王,2,14,4.6,10001284
1285,麥當勞-台南健康店,12,1646,4.0,10001285
1286,台3線387小館,7,75,4.6,10001286
1287,zoomos 日勿墨食,102,538,4.3,10001287
1288,Ciao Bella,60,451,4.3,10001288
1289,金帝元薑母鴨羊肉爐,21,130,4.2,10001289
1290,台南傳奇酒吧 Legends Tainan,32,420,4.3,10001290
1291,鐘 土雞閹雞,43,4,4.8,10001291
1292,唯旬,14,462,4.4,10001292
1293,皇聖食堂,87,383,4.3,10001293
1294,路易家素食章魚燒,25,61,4.8,10001294
1295,花燒肉 • 個人燒肉 | 善化店,54,268,4.6,10001295
1296,禾居酒屋,15,56,4.0,10001296
1297,那個年代杏仁豆腐冰（善化店）,16,179,4.2,10001297
1298,阿珠姨滷肉飯,24,707,4.7,10001298
1299,帝王食補 善化店,21,129,4.1,10001299
1300,麵家壹霖丸らーめん,67,440,4.5,10001300
1301,米果早餐Bar,2,7,4.7,10001301
1302,六分寮豆菜麵,2,127,4.4,10001302
1303,伊達炭火燒肉,54,182,3.9,10001303
1304,双赫日式拉麵,67,555,4.2,10001304
1305,黑毛屋 台南三井店,21,128,4.0,10001305
1306,麥味登 高鐵發發店MWD Cafe & Brunch,23,69,4.3,10001306
1307,乾杯燒肉居酒屋 台南三井店,54,461,4.2,10001307
1308,早安美芝城歸仁大潭,2,69,4.3,10001308
1309,十二月 粥品 • 茶飲 • 私房菜｜台南三井店,9,318,4.1,10001309
1310,小麥精緻早午餐(大潭國小旁),2,116,3.9,10001310
1311,京都柚子豚骨拉麵研究中心-台南三井店,67,1136,4.1,10001311
1312,友好鹽酥雞,5,136,4.3,10001312
1313,NARA Thai Cuisine 泰式料理 台南三井店,52,698,4.2,10001313
1314,壽喜屋複合式餐飲,72,686,3.9,10001314
1315,阿春土產牛肉,36,494,3.9,10001315
1316,新松子日本料理,82,1674,4.1,10001316
1317,爭鮮迴轉壽司-佳里大潤發店,89,475,4.1,10001317
1318,賀串燒,59,199,4.5,10001318
1319,翔美雪花冰｜鍋燒意麵｜麻豆美食 ｜ 30年老店,6,446,4.3,10001319
1320,早安美芝城善化光復,2,51,3.7,10001320
1321,碳金箼,54,332,4.0,10001321
1322,豚軒拉麵,67,316,4.5,10001322
1323,麻豆同學黑輪,26,249,4.5,10001323
1324,康情涼麵,50,495,4.2,10001324
1325,禾佳素食,22,158,4.2,10001325
1326,早安美芝城善化活力中山,2,106,3.8,10001326
1327,好口味廣東粥,37,283,3.6,10001327
1328,麥基香雞排,5,435,3.9,10001328
1329,OM雞 鹹酥雞 （每週一 16:00營業開始）,5,77,4.4,10001329
1330,佶塔餐飲連鎖,2,13,4.9,10001330
1331,老外的壽司善化店(停更內容.僅FB更新),30,185,3.8,10001331
1332,麥味登 善化成功店,2,86,4.0,10001332
1333,妙蓮素食,25,22,4.9,10001333
1334,善化 全國塩酥雞,5,45,4.4,10001334
1335,思犇牛排善化店,32,128,4.8,10001335
1336,櫻桃和風洋食,103,58,3.7,10001336
1337,早安山丘-善化忠孝店,23,245,3.7,10001337
1338,麻辣天后炒香鍋-善化民權店,9,265,4.5,10001338
1339,晨間廚房早午餐善化中山店/蛋餅/早餐/麵/善化區衛生所,23,216,3.7,10001339
1340,菜瓜棚,20,722,3.8,10001340
1341,麥味登早午餐善化中山店,23,166,4.1,10001341
1342,春天手作包子,2,60,4.8,10001342
1343,Mochi Mochi 鬆餅屋 - 台南三井 Outlet 店,64,1061,4.6,10001343
1344,上海小籠湯包,35,123,4.3,10001344
1345,合點壽司 がってん寿司 台南三井店,89,1062,4.2,10001345
1346,伊勢路勝勢日式豬排 台南三井店,72,230,4.1,10001346
1347,橫濱牛排 台南三井店,61,701,3.9,10001347
1348,大翔燒臘,36,370,4.3,10001348
1349,晨光早午餐,2,19,4.2,10001349
1350,茶餘飯後 大潭長榮店（一飲茶）,9,8,4.5,10001350
1351,林聰明砂鍋魚頭 台南三井店,9,494,3.6,10001351
1352,弘爺漢堡（歸仁長大店-長榮大學）,23,55,3.7,10001352
1353,徠 台灣新知味 台南三井店,7,506,4.3,10001353
1354,東角早餐店,2,16,4.4,10001354
1355,洪記現炒-五柳枝｜逾60年在地店家,9,125,4.0,10001355
1356,九湯屋-麻豆店,67,210,4.1,10001356
1357,安定東方美,2,15,4.7,10001357
1358,松淵日式涮涮鍋,33,989,4.2,10001358
1359,小夜食堂 - 麻豆民族店,79,21,4.7,10001359
1360,香夫子牛肉麵,6,53,4.2,10001360
1361,老外的壽司,30,92,4.2,10001361
1362,喬&moon,23,88,5.0,10001362
1363,食光宴鐵板料理｜台南無菜單料理 台南美食約會餐廳推薦,51,630,4.9,10001363
1364,鮮喫粥,24,401,4.2,10001364
1365,福慧臭豆腐,47,105,4.6,10001365
1366,善化東方美早餐店（火車站前）,2,74,4.3,10001366
1367,孫小胖碗粿,12,5,4.6,10001367
1368,八饌櫻桃鴨活鰻海鮮料理,24,29,4.8,10001368
1369,田園麵食館,3,94,4.2,10001369
1370,八廚職人弁當(台南善化店),9,42,4.2,10001370
1371,早安美芝城善化活力大成,2,79,4.2,10001371
1372,虹橋港式飲茶,104,596,4.2,10001372
1373,豆先生傳統豆花,16,322,4.4,10001373
1374,早安美芝城六分寮-芝,2,29,3.7,10001374
1375,惠比壽串炸販賣所,14,41,4.8,10001375
1376,半瓶水,24,8,5.0,10001376
1377,好口福石頭火鍋,21,355,4.5,10001377
1378,土產牛肉,36,447,4.2,10001378
1379,繼光香香雞-台南三井專櫃,12,600,4.8,10001379
1380,善化鍋就好臭臭鍋,21,381,3.6,10001380
1381,活力早餐,2,70,4.4,10001381
1382,Suage 北海道湯咖哩 台南三井店,79,308,4.2,10001382
1383,薄多義Bite 2 Eat 義式手工披薩-台南三井店,60,415,4.1,10001383
1384,想想咖哩 - 台南三井Outlet店,9,731,4.3,10001384
1385,阿祥餐車 手作早餐專賣🥪（店面）Since 1998,2,32,4.9,10001385
1386,阿姨的店,6,98,4.3,10001386
1387,元氣早餐屋,2,42,4.6,10001387
1388,阿蜜家廚料理,87,757,4.2,10001388
1389,妙音素食,25,256,4.5,10001389
1390,福隆佳宴餐廳(麻豆),6,1230,3.8,10001390
1391,西港 韓屋村,12,1,5.0,10001391
1392,牛家莊牛肉麵,3,96,4.0,10001392
1393,我媽媽的 芋頭粥 南瓜粥,2,2,5.0,10001393
1394,後營客來堡早餐店,2,17,4.5,10001394
1395,好家綠豆湯,16,54,4.1,10001395
1396,劉媽媽美濃粄條,105,49,4.7,10001396
1397,矮仔李碗粿,2,14,4.1,10001397
1398,品菓芝Good Jus,23,5,5.0,10001398
1399,彰阿海產快炒,20,178,4.3,10001399
1400,粥公公 粥品| 鍋燒| 燴飯,7,1,5.0,10001400
1401,集可吉早餐麻豆店,2,18,4.7,10001401
1402,大埔鐵板燒 善化店,51,640,3.8,10001402
1403,鍋上義煮,60,5,4.8,10001403
1404,元氣早午餐（善化中山店）,2,41,4.1,10001404
1405,崛日餐廳，手作創意料理,6,270,4.3,10001405
1406,媽媽的越南美食,44,296,4.2,10001406
1407,焱炸雞善化店,12,30,3.9,10001407
1408,CC麻辣館,84,133,4.8,10001408
1409,泰味食足A Taste of Thailand,52,1241,4.0,10001409
1410,三媽臭臭鍋 善化店,21,418,3.6,10001410
1411,早安！大家好早餐店,2,4,3.8,10001411
1412,潮味決·湯滷專門店 台南善化分社,9,47,4.0,10001412
1413,餉弄,23,337,4.0,10001413
1414,善化虱目魚粥專賣店,37,115,4.2,10001414
1415,忞心食堂,24,73,4.2,10001415
1416,大窩與小宅義式餐廳-大窩店,60,769,4.0,10001416
1417,2829好食光,23,38,4.8,10001417
1418,居久創意壽司,30,157,4.4,10001418
1419,A SHA MITSUI OUTLET PARK 台南店,7,448,3.9,10001419
1420,爭鮮迴轉壽司 台南高鐵店,89,404,3.7,10001420
1421,MITSUI OUTLET PARK台南 繼光香香雞,43,33,4.9,10001421
1422,雞三和 台南三井店,14,98,3.9,10001422
1423,涮乃葉 台南三井店,33,288,4.2,10001423
1424,上好吃,6,56,3.7,10001424
1425,蒜頭飯,7,1388,4.2,10001425
1426,橫菁料理,66,1109,4.9,10001426
1427,金子半之助-台南三井店,106,530,4.5,10001427
1428,大潭關東煮,6,68,4.3,10001428
1429,柴可夫撕雞,43,25,4.7,10001429
1430,京都勝牛-台南三井店,14,547,4.1,10001430
1431,興國早餐店,2,169,4.5,10001431
1432,慈光烏橋牛肉麵,3,891,4.3,10001432
1433,莊記鹽酥雞,5,8,4.3,10001433
1434,念麵飯食館,9,10,4.4,10001434
1435,祥-豆乳雞翅（原 國宅夜市 總店）,5,5,5.0,10001435
1436,滿足複合式早餐,2,14,3.6,10001436
1437,三鮮台海鮮平價料理,20,1653,4.2,10001437
1438,原野秧-野餐輕食,64,5,4.2,10001438
1439,西港小軒便當店,57,10,4.3,10001439
1440,弘爺漢堡,2,10,4.2,10001440
1441,品銘火雞肉飯,7,40,4.8,10001441
1442,秀玉漢堡店,2,9,4.4,10001442
1443,裕益碗粿王,9,973,4.0,10001443
1444,巷口廚房,2,83,4.5,10001444
1445,初·早餐,2,7,3.7,10001445
1446,馬祖葱油餅善化店,23,2,5.0,10001446
1447,菩提澄園庇護工場-澄食蔬園餐廳,25,158,4.4,10001447
1448,鬍鬚曾臭豆腐,9,2,5.0,10001448
1449,258牛肉湯,7,796,3.9,10001449
1450,幾丸溫體羊肉,9,62,3.9,10001450
1451,MEGOPUN Hamburger-善化總店,62,439,4.5,10001451
1452,連長牛肉麵,3,447,4.1,10001452
1453,爭鮮迴轉壽司-善化店,89,633,3.6,10001453
1454,藝鍋物-善化店,21,764,4.5,10001454
1455,一六八鮮食本舖,24,1,5.0,10001455
1456,LA時尚川菜│善化店,84,1137,4.5,10001456
1457,老匠牛肉麵,3,229,4.4,10001457
1458,玏食-善化早午餐/善化美食/善化特色餐廳/善化必吃/善化餐廳/台南美食/台南必吃/台南早午餐,23,536,4.6,10001458
1459,新中鱉大王,107,44,3.8,10001459
1460,食光宴鐵板料理停車場,51,3,5.0,10001460
1461,恩廚飲食,79,2,5.0,10001461
1462,日和壽司 sushi（全品項供應中）,30,211,4.6,10001462
1463,阿里印度廚房-善化店（清真）,13,45,4.3,10001463
1464,旺萊蔬食,25,17,4.8,10001464
1465,余佳抓餅,9,3,5.0,10001465
1466,狀元李虱目魚專門店-台南善化店,7,473,4.0,10001466
1467,青松會客菜,24,25,4.4,10001467
1468,摩斯漢堡 高鐵台南店,6,601,3.5,10001468
1469,一風堂台南高鐵店,67,398,3.7,10001469
1470,西港菜粽-蓮華素食,25,113,4.4,10001470
1471,龍園自助碳烤,66,61,4.4,10001471
1472,大吉利來客多牛排館-西港店,61,8,4.6,10001472
1473,王家百年麵店,3,229,4.2,10001473
1474,早安山丘-安定店,23,81,3.8,10001474
1475,御膳坊便當,9,3,5.0,10001475
1476,港品𩵚魠魚焿-西港店,9,4,4.8,10001476
1477,西港菜市場無名古早味蛋餅,2,53,4.4,10001477
1478,食弎早午餐Brunch,23,11,4.8,10001478
1479,立緹餐廳,87,867,4.1,10001479
1480,西港-延平豆漿,2,5,4.6,10001480
1481,吉品鐵板燒台南善化,51,472,4.0,10001481
1482,享糊牛肉麵,3,239,4.8,10001482
1483,鐤富弁當,9,9,4.6,10001483
1484,小南香雞腿便當店西港店,9,32,4.3,10001484
1485,微笑晨食早午餐,23,85,4.5,10001485
1486,李媽媽古早味,24,6,5.0,10001486
1487,佳鑫小吃,9,2,4.0,10001487
1488,傻師傅湯包-善化文昌店,6,4,4.8,10001488
1489,NU PASTA 台南善化店-善化美食｜義大利麵｜焗烤｜聚餐餐廳｜平價美食｜推薦餐廳,60,400,3.5,10001489
1490,ToGo 吐司 三明治,2,1,5.0,10001490
1491,芳昇素食早餐,9,1,5.0,10001491
1492,壩頭關東煮&米糕,26,331,3.6,10001492
1493,Prototype Pizza 原型手作披薩,6,79,4.8,10001493
1494,晨間廚房,23,60,3.9,10001494
1495,憶嫺鮮魚湯,9,217,4.1,10001495
1496,伍佰會客菜,6,11,4.0,10001496
1497,台灣楊雞,5,459,4.1,10001497
1498,素法國麵包,25,1,5.0,10001498
1499,大碗公,6,103,4.4,10001499
1500,四妹雞腿飯,9,16,4.0,10001500
1501,西港烤雞油雞,43,32,4.8,10001501
1502,樂雅樂餐廳 台南高鐵店,31,387,3.9,10001502
1503,飄香麵店,9,3,4.0,10001503
1504,理善蔬食坊,22,519,4.4,10001504
1505,麻豆口早點,2,9,5.0,10001505
1506,海之星海產,6,180,4.0,10001506
1507,早安山丘 - 西港店,2,119,3.8,10001507
1508,幸福早餐,2,4,4.3,10001508
1509,富安龜鹿藥膳,9,2,4.5,10001509
