S_id,Type,Name,Location_ID
20678,2,垃圾車4274,200678
20679,2,垃圾車4275,200679
20680,2,垃圾車4276,200680
20681,2,垃圾車4277,200681
20682,2,垃圾車4278,200682
20683,2,垃圾車4279,200683
20684,2,垃圾車4280,200684
20685,2,垃圾車4281,200685
20686,2,垃圾車4282,200686
20687,2,垃圾車4283,200687
20688,2,垃圾車4284,200688
20689,2,垃圾車4285,200689
20690,2,垃圾車4286,200690
20691,2,垃圾車4287,200691
20692,2,垃圾車4288,200692
20693,2,垃圾車4289,200693
20694,2,垃圾車4290,200694
20695,2,垃圾車4291,200695
20696,2,垃圾車4292,200696
20697,2,垃圾車4293,200697
20698,2,垃圾車4294,200698
20699,2,垃圾車4295,200699
20700,2,垃圾車4296,200700
20701,2,垃圾車4297,200701
20702,2,垃圾車4298,200702
20703,2,垃圾車4299,200703
20704,2,垃圾車4300,200704
20705,2,垃圾車4301,200705
20706,2,垃圾車4302,200706
20707,2,垃圾車4303,200707
20708,2,垃圾車4304,200708
20709,2,垃圾車4305,200709
20710,2,垃圾車4306,200710
20711,2,垃圾車4307,200711
20712,2,垃圾車4308,200712
20713,2,垃圾車4309,200713
20714,2,垃圾車4310,200714
20715,2,垃圾車4311,200715
20716,2,垃圾車4312,200716
20717,2,垃圾車4313,200717
20718,2,垃圾車4314,200718
20719,2,垃圾車4315,200719
20720,2,垃圾車4316,200720
20721,2,垃圾車4317,200721
20722,2,垃圾車4318,200722
20723,2,垃圾車4319,200723
20724,2,垃圾車4320,200724
20725,2,垃圾車4321,200725
20726,2,垃圾車4322,200726
20727,2,垃圾車4323,200727
20728,2,垃圾車4324,200728
20729,2,垃圾車4325,200729
20730,2,垃圾車4326,200730
20731,2,垃圾車4327,200731
20732,2,垃圾車4328,200732
20733,2,垃圾車4329,200733
20734,2,垃圾車4330,200734
20735,2,垃圾車4331,200735
20736,2,垃圾車4332,200736
20737,2,垃圾車4333,200737
20738,2,垃圾車4334,200738
20739,2,垃圾車4335,200739
20740,2,垃圾車4336,200740
20741,2,垃圾車4337,200741
20742,2,垃圾車4338,200742
20743,2,垃圾車4339,200743
20744,2,垃圾車4340,200744
20745,2,垃圾車4341,200745
20746,2,垃圾車4342,200746
20747,2,垃圾車4343,200747
20748,2,垃圾車4344,200748
20749,2,垃圾車4345,200749
20750,2,垃圾車4346,200750
20751,2,垃圾車4347,200751
20752,2,垃圾車4348,200752
20753,2,垃圾車4349,200753
20754,2,垃圾車4350,200754
20755,2,垃圾車4351,200755
20756,2,垃圾車4352,200756
20757,2,垃圾車4353,200757
20758,2,垃圾車4354,200758
20759,2,垃圾車4355,200759
20760,2,垃圾車4356,200760
20761,2,垃圾車4357,200761
20762,2,垃圾車4358,200762
20763,2,垃圾車4359,200763
20764,2,垃圾車4360,200764
20765,2,垃圾車4361,200765
20766,2,垃圾車4362,200766
20767,2,垃圾車4363,200767
20768,2,垃圾車4364,200768
20769,2,垃圾車4365,200769
20770,2,垃圾車4366,200770
20771,2,垃圾車4367,200771
20772,2,垃圾車4368,200772
20773,2,垃圾車4369,200773
20774,2,垃圾車4370,200774
20775,2,垃圾車4371,200775
20776,2,垃圾車4372,200776
20777,2,垃圾車4373,200777
20778,2,垃圾車4374,200778
20779,2,垃圾車4375,200779
20780,2,垃圾車4376,200780
20781,2,垃圾車4377,200781
20782,2,垃圾車4378,200782
20783,2,垃圾車4379,200783
20784,2,垃圾車4380,200784
20785,2,垃圾車4381,200785
20786,2,垃圾車4382,200786
20787,2,垃圾車4383,200787
20788,2,垃圾車4384,200788
20789,2,垃圾車4385,200789
20790,2,垃圾車4386,200790
20791,2,垃圾車4387,200791
20792,2,垃圾車4388,200792
20793,2,垃圾車4389,200793
20794,2,垃圾車4390,200794
20795,2,垃圾車4391,200795
20796,2,垃圾車4392,200796
20797,2,垃圾車4393,200797
20798,2,垃圾車4394,200798
20799,2,垃圾車4395,200799
20800,2,垃圾車4396,200800
20801,2,垃圾車4397,200801
20802,2,垃圾車4398,200802
20803,2,垃圾車4399,200803
20804,2,垃圾車4400,200804
20805,2,垃圾車4401,200805
20806,2,垃圾車4402,200806
20807,2,垃圾車4403,200807
20808,2,垃圾車4404,200808
20809,2,垃圾車4405,200809
20810,2,垃圾車4406,200810
20811,2,垃圾車4407,200811
20812,2,垃圾車4408,200812
20813,2,垃圾車4409,200813
20814,2,垃圾車4410,200814
20815,2,垃圾車4411,200815
20816,2,垃圾車4412,200816
20817,2,垃圾車4413,200817
20818,2,垃圾車4414,200818
20819,2,垃圾車4415,200819
20820,2,垃圾車4416,200820
20821,2,垃圾車4417,200821
20822,2,垃圾車4418,200822
20823,2,垃圾車4419,200823
20824,2,垃圾車4420,200824
20825,2,垃圾車4421,200825
20826,2,垃圾車4422,200826
20827,2,垃圾車4423,200827
20828,2,垃圾車4424,200828
20829,2,垃圾車4425,200829
20830,2,垃圾車4426,200830
20831,2,垃圾車4427,200831
20832,2,垃圾車4428,200832
20833,2,垃圾車4429,200833
20834,2,垃圾車4430,200834
20835,2,垃圾車4431,200835
20836,2,垃圾車4432,200836
20837,2,垃圾車4433,200837
20838,2,垃圾車4434,200838
20839,2,垃圾車4435,200839
20840,2,垃圾車4436,200840
20841,2,垃圾車4437,200841
20842,2,垃圾車4438,200842
20843,2,垃圾車4439,200843
20844,2,垃圾車4440,200844
20845,2,垃圾車4441,200845
20846,2,垃圾車4442,200846
20847,2,垃圾車4443,200847
20848,2,垃圾車4444,200848
20849,2,垃圾車4445,200849
20850,2,垃圾車4446,200850
20851,2,垃圾車4447,200851
20852,2,垃圾車4448,200852
20853,2,垃圾車4449,200853
20854,2,垃圾車4450,200854
20855,2,垃圾車4451,200855
20856,2,垃圾車4452,200856
20857,2,垃圾車4453,200857
20858,2,垃圾車4454,200858
20859,2,垃圾車4455,200859
20860,2,垃圾車4456,200860
20861,2,垃圾車4457,200861
20862,2,垃圾車4458,200862
20863,2,垃圾車4459,200863
20864,2,垃圾車4460,200864
20865,2,垃圾車4461,200865
20866,2,垃圾車4462,200866
20867,2,垃圾車4463,200867
20868,2,垃圾車4464,200868
20869,2,垃圾車4465,200869
20870,2,垃圾車4466,200870
20871,2,垃圾車4467,200871
20872,2,垃圾車4468,200872
20873,2,垃圾車4469,200873
20874,2,垃圾車4470,200874
20875,2,垃圾車4471,200875
20876,2,垃圾車4472,200876
20877,2,垃圾車4473,200877
20878,2,垃圾車4474,200878
20879,2,垃圾車4475,200879
20880,2,垃圾車4476,200880
20881,2,垃圾車4477,200881
20882,2,垃圾車4478,200882
20883,2,垃圾車4479,200883
20884,2,垃圾車4480,200884
20885,2,垃圾車4481,200885
20886,2,垃圾車4482,200886
20887,2,垃圾車4483,200887
20888,2,垃圾車4484,200888
20889,2,垃圾車4485,200889
20890,2,垃圾車4486,200890
20891,2,垃圾車4487,200891
20892,2,垃圾車4488,200892
20893,2,垃圾車4489,200893
20894,2,垃圾車4491,200894
20895,2,垃圾車4492,200895
20896,2,垃圾車4493,200896
20897,2,垃圾車4494,200897
20898,2,垃圾車4495,200898
20899,2,垃圾車4496,200899
20900,2,垃圾車4497,200900
20901,2,垃圾車4498,200901
20902,2,垃圾車4499,200902
20903,2,垃圾車4500,200903
20904,2,垃圾車4501,200904
20905,2,垃圾車4502,200905
20906,2,垃圾車4503,200906
20907,2,垃圾車4504,200907
20908,2,垃圾車4505,200908
20909,2,垃圾車4506,200909
20910,2,垃圾車4507,200910
20911,2,垃圾車4508,200911
20912,2,垃圾車4509,200912
20913,2,垃圾車4510,200913
20914,2,垃圾車4511,200914
20915,2,垃圾車4512,200915
20916,2,垃圾車4513,200916
20917,2,垃圾車4514,200917
20918,2,垃圾車4515,200918
20919,2,垃圾車4516,200919
20920,2,垃圾車4517,200920
20921,2,垃圾車4518,200921
20922,2,垃圾車4519,200922
20923,2,垃圾車4520,200923
20924,2,垃圾車4521,200924
20925,2,垃圾車4522,200925
20926,2,垃圾車4523,200926
20927,2,垃圾車4524,200927
20928,2,垃圾車4525,200928
20929,2,垃圾車4526,200929
20930,2,垃圾車4527,200930
20931,2,垃圾車4528,200931
20932,2,垃圾車4529,200932
20933,2,垃圾車4530,200933
20934,2,垃圾車4531,200934
20935,2,垃圾車4532,200935
20936,2,垃圾車4533,200936
20937,2,垃圾車4534,200937
20938,2,垃圾車4535,200938
20939,2,垃圾車4536,200939
20940,2,垃圾車4537,200940
20941,2,垃圾車4538,200941
20942,2,垃圾車4539,200942
20943,2,垃圾車4540,200943
20944,2,垃圾車4541,200944
20945,2,垃圾車4542,200945
20946,2,垃圾車4543,200946
20947,2,垃圾車4544,200947
20948,2,垃圾車4545,200948
20949,2,垃圾車4546,200949
20950,2,垃圾車4547,200950
20951,2,垃圾車4548,200951
20952,2,垃圾車4549,200952
20953,2,垃圾車4550,200953
20954,2,垃圾車4551,200954
20955,2,垃圾車4552,200955
20956,2,垃圾車4553,200956
20957,2,垃圾車4554,200957
20958,2,垃圾車4555,200958
20959,2,垃圾車4556,200959
20960,2,垃圾車4557,200960
20961,2,垃圾車4558,200961
20962,2,垃圾車4559,200962
20963,2,垃圾車4560,200963
20964,2,垃圾車4561,200964
20965,2,垃圾車4562,200965
20966,2,垃圾車4563,200966
20967,2,垃圾車4564,200967
20968,2,垃圾車4565,200968
20969,2,垃圾車4566,200969
20970,2,垃圾車4567,200970
20971,2,垃圾車4568,200971
20972,2,垃圾車4569,200972
20973,2,垃圾車4570,200973
20974,2,垃圾車4571,200974
20975,2,垃圾車4572,200975
20976,2,垃圾車4573,200976
20977,2,垃圾車4574,200977
20978,2,垃圾車4575,200978
20979,2,垃圾車4576,200979
20980,2,垃圾車4577,200980
20981,2,垃圾車4578,200981
20982,2,垃圾車4579,200982
20983,2,垃圾車4580,200983
20984,2,垃圾車4581,200984
20985,2,垃圾車4582,200985
20986,2,垃圾車4583,200986
20987,2,垃圾車4584,200987
20988,2,垃圾車4585,200988
20989,2,垃圾車4586,200989
20990,2,垃圾車4587,200990
20991,2,垃圾車4588,200991
20992,2,垃圾車4589,200992
20993,2,垃圾車4590,200993
20994,2,垃圾車4591,200994
20995,2,垃圾車4592,200995
20996,2,垃圾車4593,200996
20997,2,垃圾車4594,200997
20998,2,垃圾車4595,200998
20999,2,垃圾車4596,200999
201000,2,垃圾車4597,2001000
201001,2,垃圾車4598,2001001
201002,2,垃圾車4599,2001002
201003,2,垃圾車4600,2001003
201004,2,垃圾車4601,2001004
201005,2,垃圾車4602,2001005
201006,2,垃圾車4603,2001006
201007,2,垃圾車4604,2001007
201008,2,垃圾車4605,2001008
201009,2,垃圾車4606,2001009
201010,2,垃圾車4607,2001010
201011,2,垃圾車4608,2001011
201012,2,垃圾車4609,2001012
201013,2,垃圾車4610,2001013
201014,2,垃圾車4611,2001014
201015,2,垃圾車4612,2001015
201016,2,垃圾車4613,2001016
201017,2,垃圾車4614,2001017
201018,2,垃圾車4615,2001018
201019,2,垃圾車4616,2001019
201020,2,垃圾車4617,2001020
201021,2,垃圾車4618,2001021
201022,2,垃圾車4619,2001022
201023,2,垃圾車4620,2001023
201024,2,垃圾車4621,2001024
201025,2,垃圾車4622,2001025
201026,2,垃圾車4623,2001026
201027,2,垃圾車4624,2001027
201028,2,垃圾車4625,2001028
201029,2,垃圾車4626,2001029
201030,2,垃圾車4627,2001030
201031,2,垃圾車4628,2001031
201032,2,垃圾車4629,2001032
201033,2,垃圾車4630,2001033
201034,2,垃圾車4631,2001034
201035,2,垃圾車4632,2001035
201036,2,垃圾車4633,2001036
201037,2,垃圾車4634,2001037
201038,2,垃圾車4635,2001038
201039,2,垃圾車4636,2001039
201040,2,垃圾車4637,2001040
201041,2,垃圾車4638,2001041
201042,2,垃圾車4639,2001042
201043,2,垃圾車4640,2001043
201044,2,垃圾車4641,2001044
201045,2,垃圾車4642,2001045
201046,2,垃圾車4643,2001046
201047,2,垃圾車4644,2001047
201048,2,垃圾車4645,2001048
201049,2,垃圾車4646,2001049
201050,2,垃圾車4647,2001050
201051,2,垃圾車4648,2001051
201052,2,垃圾車4649,2001052
201053,2,垃圾車4650,2001053
201054,2,垃圾車4651,2001054
201055,2,垃圾車4652,2001055
201056,2,垃圾車4653,2001056
201057,2,垃圾車4654,2001057
201058,2,垃圾車4655,2001058
201059,2,垃圾車4656,2001059
201060,2,垃圾車4657,2001060
201061,2,垃圾車4658,2001061
201062,2,垃圾車4659,2001062
201063,2,垃圾車4660,2001063
201064,2,垃圾車4661,2001064
201065,2,垃圾車4662,2001065
201066,2,垃圾車4663,2001066
201067,2,垃圾車4664,2001067
201068,2,垃圾車4665,2001068
201069,2,垃圾車4666,2001069
201070,2,垃圾車4667,2001070
201071,2,垃圾車4668,2001071
201072,2,垃圾車4669,2001072
201073,2,垃圾車4670,2001073
201074,2,垃圾車4671,2001074
201075,2,垃圾車4672,2001075
201076,2,垃圾車4673,2001076
201077,2,垃圾車4674,2001077
201078,2,垃圾車4675,2001078
201079,2,垃圾車4676,2001079
201080,2,垃圾車4677,2001080
201081,2,垃圾車4678,2001081
201082,2,垃圾車4679,2001082
201083,2,垃圾車4680,2001083
201084,2,垃圾車4681,2001084
201085,2,垃圾車4682,2001085
201086,2,垃圾車4683,2001086
201087,2,垃圾車4684,2001087
201088,2,垃圾車4685,2001088
201089,2,垃圾車4686,2001089
201090,2,垃圾車4687,2001090
201091,2,垃圾車4688,2001091
201092,2,垃圾車4689,2001092
201093,2,垃圾車4690,2001093
201094,2,垃圾車4691,2001094
201095,2,垃圾車4692,2001095
201096,2,垃圾車4693,2001096
201097,2,垃圾車4694,2001097
201098,2,垃圾車4695,2001098
201099,2,垃圾車4696,2001099
201100,2,垃圾車4697,2001100
201101,2,垃圾車4698,2001101
201102,2,垃圾車4699,2001102
201103,2,垃圾車4700,2001103
201104,2,垃圾車4701,2001104
201105,2,垃圾車15471,2001105
201106,2,垃圾車15472,2001106
201107,2,垃圾車15473,2001107
201108,2,垃圾車15474,2001108
201109,2,垃圾車15475,2001109
201110,2,垃圾車15476,2001110
201111,2,垃圾車15477,2001111
201112,2,垃圾車15478,2001112
201113,2,垃圾車15479,2001113
201114,2,垃圾車15480,2001114
201115,2,垃圾車15481,2001115
201116,2,垃圾車15482,2001116
201117,2,垃圾車15483,2001117
201118,2,垃圾車15484,2001118
201119,2,垃圾車15485,2001119
201120,2,垃圾車15486,2001120
201121,2,垃圾車15487,2001121
201122,2,垃圾車15488,2001122
201123,2,垃圾車15489,2001123
201124,2,垃圾車15490,2001124
201125,2,垃圾車15491,2001125
201126,2,垃圾車15492,2001126
201127,2,垃圾車15493,2001127
201128,2,垃圾車15494,2001128
201129,2,垃圾車15495,2001129
201130,2,垃圾車15496,2001130
201131,2,垃圾車15497,2001131
201132,2,垃圾車15498,2001132
201133,2,垃圾車15499,2001133
201134,2,垃圾車15500,2001134
201135,2,垃圾車15501,2001135
201136,2,垃圾車15502,2001136
201137,2,垃圾車15503,2001137
201138,2,垃圾車15504,2001138
201139,2,垃圾車15505,2001139
201140,2,垃圾車15506,2001140
201141,2,垃圾車15507,2001141
201142,2,垃圾車15508,2001142
201143,2,垃圾車15520,2001143
201144,2,垃圾車15521,2001144
201145,2,垃圾車15522,2001145
201146,2,垃圾車15523,2001146
201147,2,垃圾車15524,2001147
201148,2,垃圾車15525,2001148
201149,2,垃圾車15526,2001149
201150,2,垃圾車15527,2001150
201151,2,垃圾車15528,2001151
201152,2,垃圾車15529,2001152
201153,2,垃圾車15530,2001153
201154,2,垃圾車15531,2001154
201155,2,垃圾車15532,2001155
201156,2,垃圾車15533,2001156
201157,2,垃圾車15534,2001157
201158,2,垃圾車15535,2001158
201159,2,垃圾車15536,2001159
201160,2,垃圾車15537,2001160
201161,2,垃圾車15538,2001161
201162,2,垃圾車15539,2001162
201163,2,垃圾車15540,2001163
201164,2,垃圾車15541,2001164
201165,2,垃圾車15542,2001165
201166,2,垃圾車15543,2001166
201167,2,垃圾車15544,2001167
201168,2,垃圾車15545,2001168
201169,2,垃圾車15546,2001169
201170,2,垃圾車15547,2001170
201171,2,垃圾車15548,2001171
201172,2,垃圾車15549,2001172
201173,2,垃圾車15550,2001173
201174,2,垃圾車15558,2001174
201175,2,垃圾車15564,2001175
201176,2,垃圾車15565,2001176
201177,2,垃圾車15566,2001177
201178,2,垃圾車15567,2001178
201179,2,垃圾車15568,2001179
201180,2,垃圾車15569,2001180
201181,2,垃圾車15570,2001181
201182,2,垃圾車15571,2001182
201183,2,垃圾車15572,2001183
201184,2,垃圾車15573,2001184
201185,2,垃圾車15574,2001185
201186,2,垃圾車15575,2001186
201187,2,垃圾車15576,2001187
201188,2,垃圾車15577,2001188
201189,2,垃圾車15578,2001189
201190,2,垃圾車15579,2001190
201191,2,垃圾車15580,2001191
201192,2,垃圾車15581,2001192
201193,2,垃圾車15582,2001193
201194,2,垃圾車15583,2001194
201195,2,垃圾車15584,2001195
201196,2,垃圾車15585,2001196
201197,2,垃圾車15586,2001197
201198,2,垃圾車15587,2001198
201199,2,垃圾車15588,2001199
201200,2,垃圾車15589,2001200
201201,2,垃圾車15590,2001201
201202,2,垃圾車15591,2001202
201203,2,垃圾車15592,2001203
201204,2,垃圾車15593,2001204
201205,2,垃圾車15594,2001205
201206,2,垃圾車15595,2001206
201207,2,垃圾車15596,2001207
201208,2,垃圾車15597,2001208
201209,2,垃圾車15598,2001209
201210,2,垃圾車15599,2001210
201211,2,垃圾車15600,2001211
201212,2,垃圾車15601,2001212
201213,2,垃圾車15602,2001213
201214,2,垃圾車15603,2001214
201215,2,垃圾車15604,2001215
201216,2,垃圾車15605,2001216
201217,2,垃圾車15606,2001217
201218,2,垃圾車15607,2001218
201219,2,垃圾車15608,2001219
201220,2,垃圾車15618,2001220
201221,2,垃圾車15619,2001221
201222,2,垃圾車15620,2001222
201223,2,垃圾車15621,2001223
201224,2,垃圾車15622,2001224
201225,2,垃圾車15623,2001225
201226,2,垃圾車15624,2001226
201227,2,垃圾車15625,2001227
201228,2,垃圾車15626,2001228
201229,2,垃圾車15627,2001229
201230,2,垃圾車15628,2001230
201231,2,垃圾車15629,2001231
201232,2,垃圾車15630,2001232
201233,2,垃圾車15631,2001233
201234,2,垃圾車15632,2001234
201235,2,垃圾車15633,2001235
201236,2,垃圾車15634,2001236
201237,2,垃圾車15635,2001237
201238,2,垃圾車15636,2001238
201239,2,垃圾車15637,2001239
201240,2,垃圾車15638,2001240
201241,2,垃圾車15639,2001241
201242,2,垃圾車15640,2001242
201243,2,垃圾車15641,2001243
201244,2,垃圾車15642,2001244
201245,2,垃圾車15643,2001245
201246,2,垃圾車15644,2001246
201247,2,垃圾車15645,2001247
201248,2,垃圾車15646,2001248
201249,2,垃圾車15647,2001249
201250,2,垃圾車15648,2001250
201251,2,垃圾車15649,2001251
201252,2,垃圾車15650,2001252
201253,2,垃圾車15651,2001253
201254,2,垃圾車15652,2001254
201255,2,垃圾車15653,2001255
201256,2,垃圾車15654,2001256
201257,2,垃圾車15655,2001257
201258,2,垃圾車15656,2001258
201259,2,垃圾車15657,2001259
201260,2,垃圾車15658,2001260
201261,2,垃圾車15659,2001261
201262,2,垃圾車15660,2001262
201263,2,垃圾車15661,2001263
201264,2,垃圾車15662,2001264
201265,2,垃圾車15663,2001265
201266,2,垃圾車15664,2001266
201267,2,垃圾車15665,2001267
201268,2,垃圾車15666,2001268
201269,2,垃圾車15667,2001269
201270,2,垃圾車15668,2001270
201271,2,垃圾車15669,2001271
201272,2,垃圾車15670,2001272
201273,2,垃圾車15671,2001273
201274,2,垃圾車15672,2001274
201275,2,垃圾車15673,2001275
201276,2,垃圾車15674,2001276
201277,2,垃圾車15675,2001277
201278,2,垃圾車15676,2001278
201279,2,垃圾車15677,2001279
201280,2,垃圾車15678,2001280
201281,2,垃圾車15679,2001281
201282,2,垃圾車15680,2001282
201283,2,垃圾車15681,2001283
201284,2,垃圾車15682,2001284
201285,2,垃圾車15683,2001285
201286,2,垃圾車15684,2001286
201287,2,垃圾車15685,2001287
201288,2,垃圾車15686,2001288
201289,2,垃圾車15687,2001289
201290,2,垃圾車15688,2001290
201291,2,垃圾車15689,2001291
201292,2,垃圾車15690,2001292
201293,2,垃圾車15691,2001293
201294,2,垃圾車15692,2001294
201295,2,垃圾車15693,2001295
201296,2,垃圾車15694,2001296
201297,2,垃圾車15695,2001297
201298,2,垃圾車15696,2001298
201299,2,垃圾車15697,2001299
201300,2,垃圾車15698,2001300
201301,2,垃圾車15699,2001301
201302,2,垃圾車15700,2001302
201303,2,垃圾車15701,2001303
201304,2,垃圾車15702,2001304
201305,2,垃圾車15703,2001305
201306,2,垃圾車15704,2001306
201307,2,垃圾車15705,2001307
201308,2,垃圾車15706,2001308
201309,2,垃圾車15707,2001309
201310,2,垃圾車15708,2001310
201311,2,垃圾車15709,2001311
201312,2,垃圾車15710,2001312
201313,2,垃圾車15711,2001313
201314,2,垃圾車15712,2001314
201315,2,垃圾車15713,2001315
201316,2,垃圾車15714,2001316
201317,2,垃圾車15715,2001317
201318,2,垃圾車15716,2001318
201319,2,垃圾車15717,2001319
201320,2,垃圾車15718,2001320
201321,2,垃圾車15719,2001321
201322,2,垃圾車15720,2001322
201323,2,垃圾車15721,2001323
201324,2,垃圾車15722,2001324
201325,2,垃圾車15723,2001325
201326,2,垃圾車15724,2001326
201327,2,垃圾車15725,2001327
201328,2,垃圾車15726,2001328
201329,2,垃圾車15727,2001329
201330,2,垃圾車15728,2001330
201331,2,垃圾車15729,2001331
201332,2,垃圾車15730,2001332
201333,2,垃圾車15731,2001333
201334,2,垃圾車15732,2001334
201335,2,垃圾車15733,2001335
201336,2,垃圾車15737,2001336
201337,2,垃圾車15738,2001337
201338,2,垃圾車15739,2001338
201339,2,垃圾車15740,2001339
201340,2,垃圾車15741,2001340
201341,2,垃圾車15742,2001341
201342,2,垃圾車15743,2001342
201343,2,垃圾車15744,2001343
201344,2,垃圾車15745,2001344
201345,2,垃圾車15746,2001345
201346,2,垃圾車15747,2001346
201347,2,垃圾車15748,2001347
201348,2,垃圾車15749,2001348
201349,2,垃圾車15750,2001349
201350,2,垃圾車15751,2001350
201351,2,垃圾車15752,2001351
201352,2,垃圾車15753,2001352
201353,2,垃圾車15754,2001353
201354,2,垃圾車15755,2001354
201355,2,垃圾車15756,2001355
201356,2,垃圾車15757,2001356
201357,2,垃圾車15758,2001357
201358,2,垃圾車15759,2001358
201359,2,垃圾車15760,2001359
201360,2,垃圾車15761,2001360
201361,2,垃圾車15762,2001361
201362,2,垃圾車15763,2001362
201363,2,垃圾車15764,2001363
201364,2,垃圾車15765,2001364
201365,2,垃圾車15766,2001365
201366,2,垃圾車15767,2001366
201367,2,垃圾車15768,2001367
201368,2,垃圾車15769,2001368
201369,2,垃圾車15770,2001369
201370,2,垃圾車15771,2001370
201371,2,垃圾車15772,2001371
201372,2,垃圾車15773,2001372
201373,2,垃圾車15774,2001373
201374,2,垃圾車15775,2001374
201375,2,垃圾車15776,2001375
201376,2,垃圾車15777,2001376
201377,2,垃圾車15778,2001377
201378,2,垃圾車15779,2001378
201379,2,垃圾車15780,2001379
201380,2,垃圾車15781,2001380
201381,2,垃圾車15782,2001381
201382,2,垃圾車15783,2001382
201383,2,垃圾車15784,2001383
201384,2,垃圾車15785,2001384
201385,2,垃圾車15786,2001385
201386,2,垃圾車15787,2001386
201387,2,垃圾車15788,2001387
201388,2,垃圾車15789,2001388
201389,2,垃圾車15790,2001389
201390,2,垃圾車15791,2001390
201391,2,垃圾車15792,2001391
201392,2,垃圾車15793,2001392
201393,2,垃圾車15794,2001393
201394,2,垃圾車15795,2001394
201395,2,垃圾車15796,2001395
201396,2,垃圾車15797,2001396
201397,2,垃圾車15798,2001397
201398,2,垃圾車15799,2001398
201399,2,垃圾車15800,2001399
201400,2,垃圾車15801,2001400
201401,2,垃圾車15802,2001401
201402,2,垃圾車15803,2001402
201403,2,垃圾車15804,2001403
201404,2,垃圾車15805,2001404
201405,2,垃圾車15806,2001405
201406,2,垃圾車15807,2001406
201407,2,垃圾車15808,2001407
201408,2,垃圾車15809,2001408
201409,2,垃圾車15810,2001409
201410,2,垃圾車15811,2001410
201411,2,垃圾車15812,2001411
201412,2,垃圾車15813,2001412
201413,2,垃圾車15814,2001413
201414,2,垃圾車15815,2001414
201415,2,垃圾車15816,2001415
201416,2,垃圾車15817,2001416
201417,2,垃圾車15818,2001417
201418,2,垃圾車15819,2001418
201419,2,垃圾車15820,2001419
201420,2,垃圾車15821,2001420
201421,2,垃圾車15822,2001421
201422,2,垃圾車15823,2001422
201423,2,垃圾車15824,2001423
201424,2,垃圾車15825,2001424
201425,2,垃圾車15826,2001425
201426,2,垃圾車15827,2001426
201427,2,垃圾車15828,2001427
201428,2,垃圾車15829,2001428
201429,2,垃圾車15830,2001429
201430,2,垃圾車15831,2001430
201431,2,垃圾車15832,2001431
201432,2,垃圾車15833,2001432
201433,2,垃圾車15834,2001433
201434,2,垃圾車15835,2001434
201435,2,垃圾車15836,2001435
201436,2,垃圾車15837,2001436
201437,2,垃圾車15838,2001437
201438,2,垃圾車15839,2001438
201439,2,垃圾車15840,2001439
201440,2,垃圾車15841,2001440
201441,2,垃圾車15842,2001441
201442,2,垃圾車15843,2001442
201443,2,垃圾車15844,2001443
201444,2,垃圾車15845,2001444
201445,2,垃圾車15846,2001445
201446,2,垃圾車15847,2001446
201447,2,垃圾車15848,2001447
201448,2,垃圾車15849,2001448
201449,2,垃圾車15850,2001449
201450,2,垃圾車15851,2001450
201451,2,垃圾車15852,2001451
201452,2,垃圾車15853,2001452
201453,2,垃圾車15854,2001453
201454,2,垃圾車15855,2001454
201455,2,垃圾車15856,2001455
201456,2,垃圾車15857,2001456
201457,2,垃圾車15858,2001457
201458,2,垃圾車15859,2001458
201459,2,垃圾車15860,2001459
201460,2,垃圾車15861,2001460
201461,2,垃圾車15862,2001461
201462,2,垃圾車15863,2001462
201463,2,垃圾車15864,2001463
201464,2,垃圾車15865,2001464
201465,2,垃圾車15866,2001465
201466,2,垃圾車15867,2001466
201467,2,垃圾車15868,2001467
201468,2,垃圾車15869,2001468
201469,2,垃圾車15870,2001469
201470,2,垃圾車15871,2001470
201471,2,垃圾車15872,2001471
201472,2,垃圾車15873,2001472
201473,2,垃圾車15874,2001473
201474,2,垃圾車15875,2001474
201475,2,垃圾車15876,2001475
201476,2,垃圾車15877,2001476
201477,2,垃圾車15878,2001477
201478,2,垃圾車15879,2001478
201479,2,垃圾車15880,2001479
201480,2,垃圾車16085,2001480
201481,2,垃圾車16086,2001481
201482,2,垃圾車16087,2001482
201483,2,垃圾車16088,2001483
201484,2,垃圾車15881,2001484
201485,2,垃圾車15882,2001485
201486,2,垃圾車15883,2001486
201487,2,垃圾車15884,2001487
201488,2,垃圾車15885,2001488
201489,2,垃圾車15886,2001489
201490,2,垃圾車15887,2001490
201491,2,垃圾車15888,2001491
201492,2,垃圾車15889,2001492
201493,2,垃圾車15890,2001493
201494,2,垃圾車15891,2001494
201495,2,垃圾車15892,2001495
201496,2,垃圾車15893,2001496
201497,2,垃圾車15894,2001497
201498,2,垃圾車15895,2001498
201499,2,垃圾車15896,2001499
201500,2,垃圾車15897,2001500
201501,2,垃圾車15898,2001501
201502,2,垃圾車15899,2001502
201503,2,垃圾車15900,2001503
201504,2,垃圾車15901,2001504
201505,2,垃圾車15902,2001505
201506,2,垃圾車15903,2001506
201507,2,垃圾車15904,2001507
201508,2,垃圾車15905,2001508
201509,2,垃圾車15906,2001509
201510,2,垃圾車15907,2001510
201511,2,垃圾車15908,2001511
201512,2,垃圾車15909,2001512
201513,2,垃圾車15910,2001513
201514,2,垃圾車15911,2001514
201515,2,垃圾車15912,2001515
201516,2,垃圾車15913,2001516
201517,2,垃圾車15914,2001517
201518,2,垃圾車15915,2001518
